"var","categoria","Si","No"
"P04","Gran excedente habitual",0.007,0.008
"P04","Gran excedente excepcional",0.003,0.002
"P04","Pequeño excedente habitual",0.02,0.057
"P04","Pequeño excedente excepcional",0.025,0.058
"P04","Alcanza gastos familia",0.048,0.13
"P04","No alcanza gastos familia",0.144,0.199
"P04","Solo NBFamiliares",0.128,0.278
"P04","No alcanza NBFamiliares",0.615,0.247
"P04","No sabe",0.01,0.021
"P07","Muy seguro",0.116,0.115
"P07","Algo seguro",0.159,0.422
"P07","Seguro",0.069,0.134
"P07","Algo inseguro",0.178,0.173
"P07","Inseguro",0.267,0.104
"P07","Muy inseguro",0.211,0.052
"P08","Han aumentado en el último mes",0.579,0.351
"P08","Han disminuido en el ultimo mes",0.056,0.102
"P08","Se mantienen igual que el mes anterior",0.245,0.358
"P08","No sabe",0.12,0.189
"P09","Si",0.478,0.164
"P09","No",0.522,0.836
"P10","Hurto",0.382,0.391
"P10","Robo con violencia",0.271,0.174
"P10","Agresión física",0.077,0.03
"P10","Acoso verbal o intimidación",0.105,0.132
"P10","Otros delitos en la vía pública",0.165,0.273
"P11","Muy seguro",0.071,0.109
"P11","Algo seguro",0.259,0.375
"P11","Seguro",0.059,0.135
"P11","Algo inseguro",0.199,0.191
"P11","Inseguro",0.23,0.133
"P11","Muy inseguro",0.182,0.057
"P12","Han aumentado en el último mes",0.572,0.302
"P12","Han disminuido en el último mes",0.064,0.091
"P12","Se mantienen igual que el mes anterior",0.225,0.391
"P12","No sabe",0.139,0.216
"P13","Mayor presencia de policía en las calles",0.294,0.221
"P13","Presencia de Gendarmería en las calles",0.188,0.116
"P13","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.131,0.156
"P13","Más iluminación en espacios públicos",0.066,0.122
"P13","Capacitación a las fuerzas de seguridad para la prevención del delito",0.043,0.075
"P13","Mayor inversión en equipamiento y tecnología para las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.045,0.056
"P13","Todas las anteriores",0.202,0.205
"P13","No sabe",0.031,0.049
"P14","Mayor presencia de policía en las calles",0.265,0.205
"P14","Presencia de Gendarmería en las calles",0.174,0.119
"P14","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.071,0.105
"P14","Más iluminación en espacios públicos",0.07,0.089
"P14","Capacitación a las fuerzas de seguridad para la prevención del delito",0.05,0.084
"P14","Mayor inversión en equipamiento y tecnología ara las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.074,0.056
"P14","Todas las anteriores",0.236,0.214
"P14","No sabe",0.06,0.128
"P15","El Gobierno Nacional",0.246,0.106
"P15","El Gobierno Provincial",0.19,0.249
"P15","El Municipio",0.123,0.195
"P15","Todos los niveles de gobierno son igualmente responsables",0.399,0.401
"P15","No sabe",0.042,0.049
