"var","categoria","Si","No"
"P04","Gran excedente habitual",0.004,0.008
"P04","Gran excedente excepcional",0.003,0.002
"P04","Pequeño excedente habitual",0.015,0.064
"P04","Pequeño excedente excepcional",0.022,0.061
"P04","Alcanza gastos familia",0.06,0.135
"P04","No alcanza gastos familia",0.196,0.181
"P04","Solo NBFamiliares",0.215,0.256
"P04","No alcanza NBFamiliares",0.471,0.272
"P04","No sabe",0.014,0.021
"P05","Si",0.448,0.148
"P05","No",0.552,0.852
"P06","Robo en vivienda, en su presencia",0.461,0.294
"P06","Robo en vivienda, en su ausencia",0.204,0.19
"P06","Robo de auto",0.061,0.06
"P06","Robo de moto",0.023,0.036
"P06","Robo de bicicleta",0.082,0.041
"P06","Vandalismo, como pintura de paredes, rotura de vidrios, o similares",0.041,0.12
"P06","Otro tipo de delito a la propiedad",0.128,0.259
"P07","Muy seguro",0.103,0.118
"P07","Algo seguro",0.302,0.38
"P07","Seguro",0.046,0.145
"P07","Algo inseguro",0.138,0.192
"P07","Inseguro",0.216,0.113
"P07","Muy inseguro",0.195,0.052
"P08","Han aumentado en el último mes",0.778,0.297
"P08","Han disminuido en el ultimo mes",0.043,0.109
"P08","Se mantienen igual que el mes anterior",0.121,0.39
"P08","No sabe",0.058,0.204
"P11","Muy seguro",0.122,0.095
"P11","Algo seguro",0.125,0.411
"P11","Seguro",0.048,0.138
"P11","Algo inseguro",0.208,0.188
"P11","Inseguro",0.273,0.122
"P11","Muy inseguro",0.224,0.046
"P12","Han aumentado en el último mes",0.651,0.282
"P12","Han disminuido en el último mes",0.04,0.097
"P12","Se mantienen igual que el mes anterior",0.172,0.405
"P12","No sabe",0.137,0.216
"P13","Mayor presencia de policía en las calles",0.337,0.209
"P13","Presencia de Gendarmería en las calles",0.17,0.122
"P13","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.108,0.163
"P13","Más iluminación en espacios públicos",0.063,0.122
"P13","Capacitación a las fuerzas de seguridad para la prevención del delito",0.042,0.075
"P13","Mayor inversión en equipamiento y tecnología para las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.047,0.055
"P13","Todas las anteriores",0.204,0.205
"P13","No sabe",0.029,0.049
"P14","Mayor presencia de policía en las calles",0.257,0.208
"P14","Presencia de Gendarmería en las calles",0.149,0.127
"P14","Cámaras de seguridad en el espacio público como calles, plazas, parques, y similares",0.081,0.102
"P14","Más iluminación en espacios públicos",0.079,0.086
"P14","Capacitación a las fuerzas de seguridad para la prevención del delito",0.062,0.08
"P14","Mayor inversión en equipamiento y tecnología ara las fuerzas de seguridad, como mejores patrulleros, armas, uniformes, chalecos, elementos de comunicación, etc",0.069,0.057
"P14","Todas las anteriores",0.246,0.212
"P14","No sabe",0.057,0.128
"P15","El Gobierno Nacional",0.227,0.112
"P15","El Gobierno Provincial",0.217,0.241
"P15","El Municipio",0.115,0.197
"P15","Todos los niveles de gobierno son igualmente responsables",0.393,0.403
"P15","No sabe",0.048,0.047
