"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Gran excedente habitual",0,0.027,0.015,0
"P10","Gran excedente excepcional",0,0,0.002,0
"P10","Pequeño excedente habitual",0.008,0.049,0.094,0
"P10","Pequeño excedente excepcional",0.015,0.057,0.053,0
"P10","Alcanza gastos familia",0.166,0.1,0.149,0.043
"P10","No alcanza gastos familia",0.14,0.067,0.141,0
"P10","Solo NBFamiliares",0.29,0.276,0.252,0.058
"P10","No alcanza NBFamiliares",0.381,0.372,0.294,0.899
"P10","No sabe",0,0.052,0,0
"P11","Positiva",0.527,0.022,0.017,0
"P11","Neutra",0.342,0.694,0.22,0.444
"P11","Negativa",0.131,0.246,0.75,0.556
"P11","No sabe",0,0.038,0.013,0
"P12","Positiva",0.299,0.276,0.536,0.058
"P12","Neutra",0.119,0.19,0.039,0.401
"P12","Negativa",0.582,0.489,0.414,0.541
"P12","No sabe",0,0.045,0.011,0
"P13","Positiva",0.23,0.179,0.099,0
"P13","Neutra",0.476,0.552,0.288,0.444
"P13","Negativa",0.287,0.239,0.58,0.556
"P13","No sabe",0.007,0.03,0.033,0
"P15","Muy buena",0.255,0.03,0.006,0
"P15","Buena",0.412,0.26,0,0
"P15","Ni buena ni mala",0.288,0.576,0.29,0.444
"P15","Mala",0.017,0.076,0.303,0.498
"P15","Muy mala",0.022,0.031,0.355,0
"P15","No sabe",0.006,0.027,0.046,0.058
"P16","Gobierno nacional",0.532,0.345,0.275,0
"P16","Gobierno provincial",0.285,0.447,0.646,0.058
"P16","No sabe",0.183,0.208,0.079,0.942
"P17","El anterior gobierno de Arabela Carreras",0.379,0.545,0.453,0
"P17","El actual gobierno de Alberto Weretilneck",0.208,0.298,0.495,0
"P17","No sabe",0.413,0.157,0.052,1
"P18","El anterior gobierno de Alberto Fernández",0.317,0.316,0.489,0
"P18","El actual gobierno de Javier Milei",0.679,0.67,0.376,0
"P18","No sabe",0.004,0.014,0.135,0
"P19","Positiva",0.331,0.125,0.123,0
"P19","Neutra",0.409,0.356,0.174,0.401
"P19","Negativa",0.256,0.508,0.678,0.556
"P19","No sabe",0.004,0.011,0.025,0.043
"P20","Positiva",0.279,0.077,0.011,0.043
"P20","Neutra",0.359,0.42,0.122,0.401
"P20","Negativa",0.359,0.485,0.81,0.556
"P20","No sabe",0.003,0.018,0.057,0
"P21","Positiva",0.361,0.1,0.054,0
"P21","Neutra",0.413,0.41,0.158,0.444
"P21","Negativa",0.226,0.459,0.775,0.556
"P21","No sabe",0,0.031,0.013,0
"P22","Muy de acuerdo",0.526,0.381,0.209,0.058
"P22","De acuerdo",0.239,0.169,0.201,0.043
"P22","Ni de acuerdo ni en desacuerdo",0.152,0.237,0.265,0.401
"P22","En desacuerdo",0.028,0.138,0.17,0.498
"P22","Muy en desacuerdo",0.034,0.017,0.133,0
"P22","No sabe",0.021,0.058,0.022,0
"P23","El estado nacional",0.062,0.055,0.244,0.498
"P23","El estado provincial",0.645,0.49,0.267,0.058
"P23","Ambos de forma coordinada",0.233,0.352,0.402,0.444
"P23","No sabe",0.06,0.103,0.087,0
"P24","Inseguridad y narcotráfico",0.286,0.276,0.233,0.899
"P24","Altos impuestos y tarifas",0.239,0.203,0.195,0
"P24","Educación y estado de las escuelas",0.205,0.161,0.108,0
"P24","Inflación",0.158,0.216,0.19,0.058
"P24","Estado de la salud",0.03,0.021,0.059,0
"P24","Corrupción",0.023,0.093,0.185,0.043
"P24","Pobreza",0.009,0.023,0.022,0
"P24","Medio ambiente, incendios y contaminación",0,0,0.002,0
"P24","Falta de trabajo",0.05,0,0,0
"P24","No sabe",0,0.007,0.006,0
"P28","Muy buena",0.01,0.018,0,0
"P28","Buena",0.097,0.061,0.019,0
"P28","Ni buena ni mala",0.598,0.399,0.149,0.444
"P28","Mala",0.188,0.403,0.419,0
"P28","Muy mala",0.077,0.062,0.346,0.556
"P28","No sabe",0.03,0.057,0.067,0
"P29","Peor",0.458,0.535,0.564,0.957
