"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.927,0.892,0.876,0.946,0.893,0.664
"P06","Tiene dudas sobre si va a ir a  votar",0.052,0.062,0.124,0.019,0.107,0.336
"P06","Tiene Decidido que no va a ir a votar",0.021,0.046,0,0.035,0,0
"P07","Mucho",0.654,0.43,0.391,0.294,0.701,0.252
"P07","Bastante",0.159,0.347,0.333,0.26,0.121,0
"P07","Poco",0.143,0.194,0.201,0.446,0.051,0.331
"P07","Nada",0.041,0,0,0,0.127,0.417
"P07","No sabe",0.003,0.029,0.075,0,0,0
"P08","Siempre",0.282,0.195,0.308,0.402,0.642,0.105
"P08","Casi siempre",0.304,0.442,0.141,0.199,0.167,0.21
"P08","Casi nunca",0.277,0.318,0.19,0.364,0.114,0.685
"P08","Nunca, pero esta es una excepción",0.137,0.045,0.361,0.035,0.077,0
"P13","Unión por la Patria",0.59,0.455,0.29,0.223,0.223,0.345
"P13","Juntos por el Cambio ",0.034,0.09,0.108,0.418,0.311,0
"P13","Juntos Somos Río Negro",0.067,0.111,0.193,0.113,0.021,0.546
"P13","Liberales",0.214,0.233,0.209,0.196,0.3,0.078
"P13","Izquierda",0.025,0.069,0.014,0.041,0,0.011
"P13","Otro",0.018,0.004,0.01,0,0.033,0
"P13","No sabe",0.052,0.038,0.176,0.009,0.112,0.02
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.633,0.457,0.285,0.347,0.244,0.775
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.043,0.065,0.275,0.204,0.299,0.03
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.022,0.127,0.014,0.116,0,0.084
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.28,0.326,0.311,0.281,0.391,0.1
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.01,0.004,0,0,0,0.011
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.002,0.014,0.01,0.041,0.027,0
"P14","En blanco",0,0,0,0,0.015,0
"P14","No sabe",0.01,0.007,0.105,0.011,0.024,0
"P18","Totalmente seguro",0.823,0.644,0.683,0.425,0.9,0.125
"P18","Bastante seguro",0.113,0.156,0.04,0.315,0.047,0.356
"P18","Algo seguro",0.026,0.131,0.049,0.103,0.024,0.519
"P18","Para nada seguro",0.038,0.069,0.228,0.157,0.029,0
"P22","Sí",0.325,0.406,0.73,0.672,0.722,0.493
"P22","No",0.675,0.594,0.27,0.328,0.278,0.507
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.086,0.083,0.047,0.114,0.246,0.045
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.252,0.078,0.297,0.423,0.272,0.08
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.065,0.199,0.228,0.348,0.018,0
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.384,0.447,0.255,0.042,0.096,0
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.021,0,0,0,0,0
"P23","En blanco",0.131,0.056,0.131,0,0.25,0
"P23","No sabe",0.061,0.137,0.042,0.073,0.118,0.875
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.744,0.6,0.241,0.327,0.1,0.786
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.125,0.143,0.486,0.476,0.604,0.031
"P27","En blanco",0.071,0.177,0.172,0.187,0.256,0.022
"P27","No sabe",0.06,0.08,0.101,0.01,0.04,0.161
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.211,0.106,0.465,0.537,0.082,0.367
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.26,0.364,0.319,0.208,0.592,0.119
"P28","En blanco",0.355,0.27,0.026,0.211,0.173,0.151
"P28","No sabe",0.174,0.26,0.19,0.044,0.153,0.363
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.656,0.59,0.262,0.331,0.435,0.881
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.261,0.345,0.486,0.62,0.479,0.1
"P29","En blanco",0.049,0.041,0.158,0.049,0.079,0
"P29","No sabe",0.034,0.024,0.094,0,0.007,0.019
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.316,0.288,0.397,0.471,0.561,0.041
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.104,0.15,0.085,0.273,0.099,0
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.468,0.368,0.257,0.144,0.055,0.822
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.077,0.067,0.127,0.08,0.256,0.011
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.027,0.063,0.019,0.024,0,0
"P30","No sabe",0.008,0.064,0.115,0.008,0.029,0.126
"P31","No estaba enterado del tema",0.104,0.097,0.145,0.116,0.168,0.083
"P31","Un tema de la vida privada de él",0.131,0.168,0.046,0.021,0.362,0.089
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.456,0.433,0.149,0.28,0.021,0.273
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.107,0.096,0.094,0.306,0.076,0.396
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.17,0.196,0.554,0.277,0.373,0.097
"P31","No sabe",0.032,0.01,0.012,0,0,0.062
"P32","Si",0.86,0.82,0.82,0.763,0.55,0.248
"P32","No",0.14,0.18,0.18,0.237,0.45,0.752
"P33","Sergio Massa",0.635,0.464,0.277,0.256,0.303,0.869
"P33","Patria Bullrich",0.048,0.111,0.258,0.186,0.18,0.031
"P33","Javier Milei",0.239,0.205,0.336,0.42,0.339,0.1
"P33","Myriam Bregman",0.042,0.125,0.101,0.097,0.178,0
"P33","Juan Schiaretti",0.036,0.095,0.028,0.041,0,0
"P34","Ha aumentado significativamente",0.208,0.047,0.192,0.045,0,0.126
"P34","Ha aumentado ligeramente",0.223,0.284,0.068,0.154,0.208,0.019
"P34","Se mantiene igual",0.347,0.295,0.105,0.371,0.102,0.758
"P34","Ha disminuido ligeramente",0.104,0.23,0.382,0.23,0.056,0.097
"P34","Ha disminuido significativamente",0.118,0.144,0.253,0.2,0.634,0
"P35","No, ninguna dificultad",0.544,0.339,0.223,0.234,0.18,0.128
"P35","Alguna dificultad ocasional",0.321,0.4,0.309,0.306,0.421,0.139
"P35","Sí, dificultades frecuentes",0.135,0.261,0.468,0.46,0.399,0.733
"P36","Sí, absolutamente",0.612,0.445,0.537,0.6,0.737,0.053
"P36","Sí, en cierta medida",0.263,0.454,0.313,0.163,0.105,0.569
"P36","No, en absoluto",0.125,0.101,0.15,0.237,0.158,0.378
