"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.874,0.909,0.943,1,0.688,0.901
"P06","Tiene dudas sobre si va a ir a  votar",0.103,0.04,0.057,0,0.095,0.099
"P06","Tiene Decidido que no va a ir a votar",0.023,0.051,0,0,0.217,0
"P07","Mucho",0.638,0.613,0.452,0.769,0.093,0.514
"P07","Bastante",0.136,0.327,0.229,0,0.543,0.117
"P07","Poco",0.182,0.032,0.262,0.15,0.259,0.201
"P07","Nada",0.039,0,0.03,0.081,0.105,0.168
"P07","No sabe",0.005,0.028,0.027,0,0,0
"P08","Siempre",0.39,0.233,0.298,0.224,0.072,0.268
"P08","Casi siempre",0.339,0.42,0.209,0.366,0.145,0.216
"P08","Casi nunca",0.139,0.288,0.324,0.347,0.546,0.4
"P08","Nunca, pero esta es una excepción",0.132,0.059,0.169,0.063,0.237,0.116
"P13","Unión por la Patria",0.558,0.628,0.372,0,0.348,0.399
"P13","Juntos por el Cambio ",0.181,0.045,0.085,0.252,0.089,0.033
"P13","Juntos Somos Río Negro",0.094,0.151,0.083,0.089,0,0.137
"P13","Liberales",0.055,0.108,0.309,0.4,0.516,0.331
"P13","Izquierda",0.057,0.02,0.031,0.067,0,0.018
"P13","Otro",0,0,0.021,0.051,0.026,0.023
"P13","No sabe",0.055,0.048,0.099,0.141,0.021,0.059
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.577,0.618,0.403,0.349,0.349,0.541
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.102,0.068,0.11,0.388,0.091,0.064
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.062,0.14,0.004,0,0,0.025
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.243,0.145,0.408,0.212,0.534,0.355
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.014,0.006,0.003,0,0,0.002
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0,0.005,0.017,0.051,0.026,0
"P14","En blanco",0,0,0.002,0,0,0.002
"P14","No sabe",0.002,0.018,0.053,0,0,0.011
"P18","Totalmente seguro",0.703,0.775,0.762,0.58,0.683,0.677
"P18","Bastante seguro",0.125,0.155,0.049,0.17,0.294,0.174
"P18","Algo seguro",0.076,0.03,0.079,0.07,0.015,0.134
"P18","Para nada seguro",0.096,0.04,0.11,0.18,0.008,0.015
"P22","Sí",0.308,0.259,0.55,0.831,0.932,0.508
"P22","No",0.692,0.741,0.45,0.169,0.068,0.492
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.316,0.045,0.028,0.114,0.017,0.056
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.23,0.191,0.235,0.571,0.323,0.075
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.246,0.265,0.089,0.081,0.053,0.097
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.15,0.267,0.412,0.108,0.288,0.327
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.021,0,0,0,0,0.037
"P23","En blanco",0.009,0.136,0.139,0.077,0.038,0.194
"P23","No sabe",0.028,0.096,0.097,0.049,0.281,0.214
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.738,0.784,0.452,0.169,0.348,0.432
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.123,0.135,0.295,0.617,0.206,0.296
"P27","En blanco",0.072,0.044,0.225,0.168,0.312,0.118
"P27","No sabe",0.067,0.037,0.028,0.046,0.134,0.154
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.238,0.218,0.288,0.205,0.396,0.196
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.217,0.157,0.427,0.626,0.536,0.331
"P28","En blanco",0.387,0.417,0.132,0.169,0,0.185
"P28","No sabe",0.158,0.208,0.153,0,0.068,0.288
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.705,0.773,0.399,0.023,0.35,0.503
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.246,0.171,0.47,0.761,0.535,0.355
"P29","En blanco",0.036,0.027,0.113,0.216,0.105,0.037
"P29","No sabe",0.013,0.029,0.018,0,0.01,0.105
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.297,0.104,0.447,0.655,0.515,0.438
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.146,0.114,0.133,0.125,0.068,0.088
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.38,0.63,0.314,0.067,0.079,0.272
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.127,0.1,0.01,0,0,0.192
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.03,0.027,0.011,0.039,0.28,0.007
"P30","No sabe",0.02,0.025,0.085,0.114,0.058,0.003
"P31","No estaba enterado del tema",0.2,0.045,0.089,0.297,0,0.2
"P31","Un tema de la vida privada de él",0.193,0.192,0.087,0.039,0.28,0.052
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.398,0.544,0.342,0.067,0.008,0.182
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.08,0.099,0.133,0.121,0.162,0.181
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.073,0.103,0.341,0.374,0.55,0.381
"P31","No sabe",0.056,0.017,0.008,0.102,0,0.004
"P32","Si",0.692,0.879,0.858,0.898,0.992,0.682
"P32","No",0.308,0.121,0.142,0.102,0.008,0.318
"P33","Sergio Massa",0.667,0.61,0.369,0.287,0.357,0.487
"P33","Patria Bullrich",0.026,0.131,0.154,0.205,0.146,0.06
"P33","Javier Milei",0.171,0.088,0.399,0.419,0.446,0.305
"P33","Myriam Bregman",0.079,0.122,0.043,0,0.011,0.103
"P33","Juan Schiaretti",0.057,0.049,0.035,0.089,0.04,0.045
"P34","Ha aumentado significativamente",0.281,0.124,0.145,0,0.019,0.026
"P34","Ha aumentado ligeramente",0.175,0.313,0.132,0.17,0.079,0.212
"P34","Se mantiene igual",0.315,0.284,0.311,0.138,0.28,0.371
"P34","Ha disminuido ligeramente",0.159,0.174,0.199,0.406,0.082,0.153
"P34","Ha disminuido significativamente",0.07,0.105,0.213,0.286,0.54,0.238
"P35","No, ninguna dificultad",0.517,0.548,0.302,0.216,0.299,0.238
"P35","Alguna dificultad ocasional",0.306,0.306,0.429,0.316,0.173,0.37
"P35","Sí, dificultades frecuentes",0.177,0.146,0.269,0.468,0.528,0.392
"P36","Sí, absolutamente",0.779,0.554,0.484,0.34,0.42,0.52
"P36","Sí, en cierta medida",0.194,0.409,0.275,0.225,0.511,0.271
"P36","No, en absoluto",0.027,0.037,0.241,0.435,0.069,0.209
"P37","Reducir la inflación",0.575,0.441,0.262,0.228,0.311,0.407
"P37","Implementar reformas fiscales",0.074,0.121,0.118,0,0.061,0.131
"P37","Establecer políticas de control de precios",0.174,0.249,0.299,0.18,0,0.097
"P37","Reducir el gasto público",0.156,0.135,0.293,0.592,0.348,0.291
"P37","Estimular la inversión extranjera",0.01,0.054,0.025,0,0,0.057
"P37","Aumentar los subsidios a los servicios públicos",0.011,0,0.003,0,0.28,0.017
"P39","Muy positiva",0.731,0.489,0.281,0.127,0,0.237
"P39","Positiva",0.081,0.348,0.228,0.065,0.141,0.242
"P39","Neutral",0.074,0.083,0.331,0.091,0.427,0.158
"P39","Algo negativa",0.048,0.01,0.075,0.384,0.363,0
"P39","Negativa",0.063,0.07,0.085,0.306,0.043,0.158
"P39","No sabe",0.003,0,0,0.027,0.026,0.205
"P40","Muy positiva",0.601,0.275,0.171,0.123,0.281,0.127
"P40","Positiva",0.092,0.446,0.204,0.115,0,0.16
"P40","Neutral",0.158,0.148,0.317,0.013,0.015,0.042
"P40","Algo negativa",0.061,0.057,0.179,0.268,0.105,0.029
"P40","Negativa",0.004,0.049,0.12,0.481,0.599,0.263
"P40","No sabe",0.084,0.025,0.009,0,0,0.379
"P41","Muy positiva",0.633,0.518,0.421,0.137,0.528,0.43
