"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Tiene Decidido que va a ir a votar",0.913,0.853,0.867,0.697,0.547
"P06","Tiene dudas sobre si va a ir a  votar",0.065,0.106,0.094,0.184,0.358
"P06","Tiene Decidido que no va a ir a votar",0.022,0.041,0.039,0.119,0.095
"P08","Siempre",0.316,0.104,0.151,0.075,0
"P08","Casi siempre",0.31,0.4,0.164,0.063,0.175
"P08","Casi nunca",0.212,0.278,0.461,0.336,0.366
"P08","Nunca, pero esta es una excepción",0.162,0.218,0.224,0.526,0.459
"P13","Unión por la Patria",0.328,0.317,0.289,0.102,0.2
"P13","Juntos por el Cambio ",0.182,0.212,0.175,0.17,0
"P13","Juntos Somos Río Negro",0.121,0.133,0.286,0.282,0.187
"P13","Liberales",0.187,0.178,0.113,0.115,0
"P13","Izquierda",0.08,0.039,0.014,0.045,0
"P13","Otro",0.031,0.031,0.006,0.024,0.024
"P13","No sabe",0.071,0.09,0.117,0.262,0.589
"P14","Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Martín Soria a Diputado Nacional por Unión por la Patria",0.331,0.322,0.36,0.307,0.271
"P14","Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.194,0.237,0.234,0.176,0
"P14","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.097,0.094,0.035,0.043,0.104
"P14","Javier Milei a Presidente, Victoria Villarruel a Vicepresidente y Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.282,0.236,0.27,0.269,0.109
"P14","Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.042,0.021,0.009,0.018,0.029
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.01,0.029,0.012,0.003,0
"P14","En blanco",0.003,0.003,0.026,0.003,0
"P14","No sabe",0.041,0.058,0.054,0.181,0.487
"P18","Totalmente seguro",0.785,0.59,0.618,0.398,0.2
"P18","Bastante seguro",0.099,0.159,0.126,0.138,0.069
"P18","Algo seguro",0.072,0.14,0.11,0.083,0.195
"P18","Para nada seguro",0.044,0.111,0.146,0.381,0.536
"P22","Sí",0.471,0.491,0.483,0.476,0.443
"P22","No",0.529,0.509,0.517,0.524,0.557
"P23","Martín Soria a Diputado Nacional por Unión por la Patria",0.193,0.025,0.018,0,0.519
"P23","Sergio Capozzi a Diputado Nacional por Juntos por el Cambio",0.214,0.246,0.184,0.035,0
"P23","Luis Di Giacomo a Diputado Nacional por Juntos somos Rio Negro",0.14,0.251,0.22,0.029,0.481
"P23","Lorena Villaverde a Diputada Nacional por la Libertad Avanza",0.253,0.183,0.33,0.325,0
"P23","Alhue Gavuzzo a Diputada Nacional por el Frente de Izquierda",0.016,0.015,0,0,0
"P23","En blanco",0.109,0.057,0.138,0.038,0
"P23","No sabe",0.075,0.223,0.11,0.573,0
"P27","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.613,0.597,0.51,0.468,0.711
"P27","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.179,0.202,0.286,0.166,0
"P27","En blanco",0.141,0.125,0.124,0.176,0
"P27","No sabe",0.067,0.076,0.08,0.19,0.289
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.243,0.292,0.268,0.057,0.43
"P28","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.32,0.331,0.374,0.433,0.391
"P28","En blanco",0.288,0.224,0.272,0.117,0.092
"P28","No sabe",0.149,0.153,0.086,0.393,0.087
"P29","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.552,0.498,0.43,0.527,0.616
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.346,0.408,0.44,0.425,0
"P29","En blanco",0.061,0.072,0.076,0.033,0
"P29","No sabe",0.041,0.022,0.054,0.015,0.384
"P30","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.386,0.259,0.3,0.451,0.907
"P30","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.117,0.17,0.252,0.055,0
"P30","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.377,0.349,0.265,0.286,0.093
"P30","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.08,0.113,0.136,0.091,0
"P30","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.023,0.043,0,0.081,0
"P30","No sabe",0.017,0.066,0.047,0.036,0
"P31","No estaba enterado del tema",0.113,0.11,0.028,0.408,0.472
"P31","Un tema de la vida privada de él",0.136,0.128,0.221,0,0.094
"P31","Un hecho vergonzoso de exclusiva responsabilidad de él",0.397,0.354,0.304,0.03,0.434
"P31","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.105,0.098,0.187,0.267,0
"P31","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.224,0.297,0.244,0.232,0
"P31","No sabe",0.025,0.013,0.016,0.063,0
"P32","Si",0.844,0.862,0.507,0.274,1
"P32","No",0.156,0.138,0.493,0.726,0
"P33","Sergio Massa",0.566,0.422,0.402,0.693,0.567
"P33","Patria Bullrich",0.104,0.108,0.123,0.064,0
"P33","Javier Milei",0.241,0.319,0.379,0.225,0.433
"P33","Myriam Bregman",0.05,0.094,0.033,0,0
"P33","Juan Schiaretti",0.039,0.057,0.063,0.018,0
"P34","Ha aumentado significativamente",0.22,0.08,0.125,0.129,0.476
"P34","Ha aumentado ligeramente",0.241,0.258,0.113,0.118,0
