"var","categoria","Si","No","No sabe"
"P08","Siempre",0.224,0.195,0.21
"P08","Casi siempre",0.352,0.353,0.24
"P08","Casi nunca",0.283,0.338,0.366
"P08","Nunca, pero esta es una excepción",0.141,0.114,0.184
"P09","Muy buena",0.152,0.117,0.135
"P09","Buena",0.299,0.203,0.234
"P09","Ni buena ni mala",0.34,0.411,0.474
"P09","Mala",0.14,0.176,0.072
"P09","Muy mala",0.062,0.067,0.021
"P09","No sabe",0.007,0.026,0.064
"P10","Muy buena",0.234,0.154,0.118
"P10","Buena",0.324,0.293,0.258
"P10","Ni buena ni mala",0.284,0.313,0.387
"P10","Mala",0.081,0.17,0.113
"P10","Muy mala",0.065,0.052,0.048
"P10","No sabe",0.012,0.018,0.076
"P13","Si",0.702,0.607,0.303
"P13","No",0.146,0.162,0.185
"P13","No sabe",0.152,0.231,0.512
"P14","Si",0.776,0.625,0.38
"P14","No",0.129,0.188,0.124
"P14","No sabe",0.095,0.187,0.496
"P15","Si",0.805,0.721,0.374
"P15","No",0.138,0.201,0.11
"P15","No sabe",0.057,0.078,0.516
"P17","El gobierno nacional",0.22,0.184,0.188
"P17","El gobierno provincial anterior del MPN",0.498,0.544,0.328
"P17","El actual gobierno provincial de Rolo Figueroa",0.088,0.097,0.068
"P17","Todos igual",0.155,0.116,0.226
"P17","No sabe",0.039,0.059,0.19
"P18","Es un logro muy importante del Gobierno provincial",0.305,0.19,0.16
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.472,0.533,0.493
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.14,0.174,0.135
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.021,0.041,0.048
"P18","No sabe",0.062,0.062,0.164
"P19","Si",0.634,0.407,0.491
"P19","No",0.165,0.318,0.117
"P19","No sabe",0.201,0.275,0.392
"P20","Si",0.476,0.323,0.303
"P20","No",0.245,0.338,0.225
"P20","No sabe",0.279,0.339,0.472
"P23","Buena",0.237,0.235,0.238
"P23","Regular",0.445,0.441,0.417
"P23","Mala",0.286,0.282,0.246
"P23","No sabe",0.032,0.042,0.099
"P24","Buena",0.195,0.183,0.251
"P24","Regular",0.491,0.542,0.41
"P24","Mala",0.283,0.214,0.182
"P24","No sabe",0.031,0.061,0.157
"P25","Buena",0.171,0.225,0.269
