"var","categoria","Si","No","No sabe"
"P08","Siempre",0.211,0.266,0.205
"P08","Casi siempre",0.323,0.339,0.194
"P08","Casi nunca",0.354,0.211,0.46
"P08","Nunca, pero esta es una excepción",0.112,0.184,0.141
"P09","Muy buena",0.103,0.245,0.199
"P09","Buena",0.257,0.212,0.215
"P09","Ni buena ni mala",0.393,0.311,0.336
"P09","Mala",0.157,0.113,0.079
"P09","Muy mala",0.081,0.106,0.028
"P09","No sabe",0.009,0.013,0.143
"P10","Muy buena",0.178,0.206,0.232
"P10","Buena",0.303,0.268,0.194
"P10","Ni buena ni mala",0.269,0.308,0.429
"P10","Mala",0.148,0.108,0.058
"P10","Muy mala",0.08,0.08,0.061
"P10","No sabe",0.022,0.03,0.026
"P13","Si",0.828,0.244,0.05
"P13","No",0.068,0.572,0.207
"P13","No sabe",0.104,0.184,0.743
"P16","Si",0.606,0.456,0.278
"P16","No",0.319,0.434,0.358
"P16","No sabe",0.075,0.11,0.364
"P17","El gobierno nacional",0.165,0.351,0.208
"P17","El gobierno provincial anterior del MPN",0.566,0.348,0.418
"P17","El actual gobierno provincial de Rolo Figueroa",0.092,0.055,0.092
"P17","Todos igual",0.136,0.171,0.162
"P17","No sabe",0.041,0.075,0.12
"P18","Es un logro muy importante del Gobierno provincial",0.217,0.265,0.264
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.522,0.526,0.481
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.147,0.095,0.116
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.04,0.025,0.054
"P18","No sabe",0.074,0.089,0.085
"P19","Si",0.516,0.492,0.567
"P19","No",0.23,0.278,0.134
"P19","No sabe",0.254,0.23,0.299
"P20","Si",0.347,0.434,0.453
"P20","No",0.295,0.313,0.093
"P20","No sabe",0.358,0.253,0.454
"P23","Buena",0.27,0.122,0.188
"P23","Regular",0.397,0.616,0.482
"P23","Mala",0.314,0.225,0.19
"P23","No sabe",0.019,0.037,0.14
"P24","Buena",0.192,0.186,0.161
"P24","Regular",0.543,0.547,0.552
"P24","Mala",0.247,0.243,0.196
"P24","No sabe",0.018,0.024,0.091
"P25","Buena",0.196,0.22,0.188
"P25","Regular",0.431,0.418,0.401
"P25","Mala",0.247,0.274,0.156
"P25","No sabe",0.126,0.088,0.255
"P26","La capacitación para atender a la gente",0.264,0.233,0.27
"P26","La infraestructura y equipamiento de la fuerza",0.209,0.18,0.112
"P26","La formación técnica y profesional",0.269,0.401,0.196
"P26","La cantidad y distribución de los efectivos",0.069,0.112,0.173
"P26","La velocidad de respuesta ante las denuncias",0.114,0.031,0.117
"P26","Otros",0.052,0.043,0.074
"P26","No sabe",0.023,0,0.058
"P27","Alto",0.205,0.154,0.124
"P27","Regular",0.482,0.412,0.625
"P27","Bajo",0.304,0.403,0.197
"P27","No sabe",0.009,0.031,0.054
"P28","El gobierno de Javier Milei",0.152,0.635,0.328
"P28","El gobierno de Alberto Fernández",0.714,0.144,0.365
"P28","Ambos",0.116,0.148,0.273
"P28","No sabe",0.018,0.073,0.034
"P29","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.196,0.097,0.197
"P29","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.381,0.237,0.225
"P29","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.17,0.079,0.086
"P29","Retirarla y no presentar nada",0.136,0.546,0.365
"P29","Volverla a presentar igual",0.094,0,0.014
"P29","No sabe",0.023,0.041,0.113
"P30","Javier Milei",0.633,0.069,0.234
"P30","Los gobernadores",0.285,0.835,0.629
"P30","No sabe",0.082,0.096,0.137
"P31","Muy buena",0.23,0.239,0.301
"P31","Buena",0.263,0.341,0.418
"P31","Ni buena ni mala",0.333,0.354,0.228
"P31","Mala",0.126,0.049,0.015
"P31","Muy mala",0.045,0.011,0.024
"P31","No sabe",0.003,0.006,0.014
"P32","Muy buena",0.095,0.236,0.129
"P32","Buena",0.152,0.367,0.188
"P32","Ni buena ni mala",0.319,0.274,0.495
"P32","Mala",0.247,0.094,0.107
"P32","Muy mala",0.133,0.012,0.025
"P32","No sabe",0.054,0.017,0.056
"P33","Muy buena",0.1,0.097,0.104
"P33","Buena",0.091,0.204,0.06
"P33","Ni buena ni mala",0.241,0.305,0.393
"P33","Mala",0.336,0.317,0.368
"P33","Muy mala",0.192,0.072,0.045
"P33","No sabe",0.04,0.005,0.03
"P34","Muy buena",0.115,0.114,0.007
"P34","Buena",0.145,0.174,0.13
"P34","Ni buena ni mala",0.334,0.438,0.652
"P34","Mala",0.198,0.202,0.123
"P34","Muy mala",0.125,0.047,0.029
"P34","No sabe",0.083,0.025,0.059
"P35","Muy buena",0.182,0.238,0.085
"P35","Buena",0.118,0.304,0.27
"P35","Ni buena ni mala",0.287,0.328,0.447
"P35","Mala",0.254,0.059,0.102
"P35","Muy mala",0.125,0.054,0.04
"P35","No sabe",0.034,0.017,0.056
"P36","Muy buena",0.156,0.474,0.22
"P36","Buena",0.072,0.289,0.118
