"var","categoria","Si","No","No sabe"
"P08","Siempre",0.227,0.201,0.194
"P08","Casi siempre",0.36,0.312,0.394
"P08","Casi nunca",0.284,0.352,0.263
"P08","Nunca, pero esta es una excepción",0.129,0.135,0.149
"P09","Muy buena",0.242,0.05,0.02
"P09","Buena",0.367,0.147,0.156
"P09","Ni buena ni mala",0.322,0.274,0.539
"P09","Mala",0.053,0.34,0.182
"P09","Muy mala",0.009,0.189,0.053
"P09","No sabe",0.007,0,0.05
"P10","Muy buena",0.346,0.032,0.018
"P10","Buena",0.406,0.141,0.25
"P10","Ni buena ni mala",0.208,0.322,0.521
"P10","Mala",0.029,0.303,0.108
"P10","Muy mala",0.002,0.19,0.052
"P10","No sabe",0.009,0.012,0.051
"P13","Si",0.619,0.735,0.53
"P13","No",0.194,0.158,0.072
"P13","No sabe",0.187,0.107,0.398
"P14","Si",0.666,0.699,0.662
"P14","No",0.147,0.197,0.139
"P14","No sabe",0.187,0.104,0.199
"P15","Si",0.743,0.797,0.658
"P15","No",0.163,0.143,0.101
"P15","No sabe",0.094,0.06,0.241
"P16","Si",0.64,0.427,0.441
"P16","No",0.253,0.508,0.373
"P16","No sabe",0.107,0.065,0.186
"P17","El gobierno nacional",0.247,0.188,0.125
"P17","El gobierno provincial anterior del MPN",0.551,0.409,0.421
"P17","El actual gobierno provincial de Rolo Figueroa",0.047,0.231,0.071
"P17","Todos igual",0.095,0.157,0.261
"P17","No sabe",0.06,0.015,0.122
"P18","Es un logro muy importante del Gobierno provincial",0.364,0.147,0.091
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.512,0.373,0.589
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.042,0.397,0.172
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.011,0.065,0.028
"P18","No sabe",0.071,0.018,0.12
"P20","Si",0.668,0.088,0.094
"P20","No",0.122,0.747,0.209
"P20","No sabe",0.21,0.165,0.697
"P23","Buena",0.276,0.205,0.175
"P23","Regular",0.475,0.385,0.409
"P23","Mala",0.221,0.387,0.322
"P23","No sabe",0.028,0.023,0.094
"P24","Buena",0.251,0.213,0.066
"P24","Regular",0.501,0.436,0.544
"P24","Mala",0.214,0.327,0.263
"P24","No sabe",0.034,0.024,0.127
"P25","Buena",0.26,0.164,0.093
"P25","Regular",0.407,0.308,0.416
"P25","Mala",0.195,0.382,0.235
"P25","No sabe",0.138,0.146,0.256
"P26","La capacitación para atender a la gente",0.238,0.194,0.151
"P26","La infraestructura y equipamiento de la fuerza",0.172,0.227,0.142
"P26","La formación técnica y profesional",0.3,0.26,0.36
"P26","La cantidad y distribución de los efectivos",0.108,0.165,0.114
"P26","La velocidad de respuesta ante las denuncias",0.09,0.081,0.104
"P26","Otros",0.064,0.063,0.075
"P26","No sabe",0.028,0.01,0.054
"P27","Alto",0.229,0.163,0.075
"P27","Regular",0.488,0.44,0.467
"P27","Bajo",0.248,0.378,0.396
"P27","No sabe",0.035,0.019,0.062
"P28","El gobierno de Javier Milei",0.303,0.22,0.244
"P28","El gobierno de Alberto Fernández",0.534,0.62,0.572
"P28","Ambos",0.134,0.151,0.149
"P28","No sabe",0.029,0.009,0.035
"P29","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.192,0.196,0.098
"P29","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.362,0.334,0.291
"P29","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.145,0.189,0.169
"P29","Retirarla y no presentar nada",0.244,0.18,0.247
"P29","Volverla a presentar igual",0.031,0.075,0.102
"P29","No sabe",0.026,0.026,0.093
"P30","Javier Milei",0.406,0.612,0.51
"P30","Los gobernadores",0.494,0.318,0.371
"P30","No sabe",0.1,0.07,0.119
"P31","Muy buena",0.375,0.069,0.018
"P31","Buena",0.378,0.203,0.23
"P31","Ni buena ni mala",0.229,0.247,0.599
"P31","Mala",0.013,0.322,0.132
"P31","Muy mala",0.004,0.133,0.004
"P31","No sabe",0.001,0.026,0.017
"P32","Muy buena",0.159,0.1,0.048
"P32","Buena",0.266,0.112,0.096
"P32","Ni buena ni mala",0.327,0.281,0.458
"P32","Mala",0.183,0.304,0.221
"P32","Muy mala",0.029,0.192,0.09
"P32","No sabe",0.036,0.011,0.087
"P33","Muy buena",0.106,0.065,0.049
"P33","Buena",0.148,0.144,0.08
"P33","Ni buena ni mala",0.259,0.196,0.333
"P33","Mala",0.362,0.273,0.319
"P33","Muy mala",0.089,0.322,0.162
"P33","No sabe",0.036,0,0.057
"P34","Muy buena",0.088,0.065,0.038
"P34","Buena",0.199,0.15,0.053
"P34","Ni buena ni mala",0.408,0.348,0.524
"P34","Mala",0.199,0.21,0.211
"P34","Muy mala",0.057,0.213,0.061
"P34","No sabe",0.049,0.014,0.113
"P35","Muy buena",0.22,0.056,0.102
"P35","Buena",0.182,0.17,0.125
"P35","Ni buena ni mala",0.308,0.243,0.339
"P35","Mala",0.203,0.24,0.264
"P35","Muy mala",0.062,0.26,0.106
"P35","No sabe",0.025,0.031,0.064
"P36","Muy buena",0.229,0.132,0.171
"P36","Buena",0.146,0.113,0.095
"P36","Ni buena ni mala",0.116,0.046,0.134
"P36","Mala",0.253,0.279,0.266
"P36","Muy mala",0.249,0.43,0.331
"P36","No sabe",0.007,0,0.003
"P37","Muy buena",0.129,0.17,0.096
"P37","Buena",0.161,0.188,0.157
"P37","Ni buena ni mala",0.194,0.203,0.316
"P37","Mala",0.282,0.256,0.22
"P37","Muy mala",0.226,0.183,0.211
"P37","No sabe",0.008,0,0
"P38","Muy buena",0.112,0.072,0.075
"P38","Buena",0.212,0.09,0.138
"P38","Ni buena ni mala",0.203,0.177,0.16
"P38","Mala",0.239,0.246,0.323
"P38","Muy mala",0.226,0.405,0.294
"P38","No sabe",0.008,0.01,0.01
"P39","Muy buena",0.315,0.482,0.384
"P39","Buena",0.155,0.116,0.152
"P39","Ni buena ni mala",0.134,0.086,0.124
"P39","Mala",0.202,0.159,0.102
"P39","Muy mala",0.18,0.155,0.236
"P39","No sabe",0.014,0.002,0.002
"P40","Muy buena",0.25,0.438,0.23
"P40","Buena",0.181,0.184,0.286
"P40","Ni buena ni mala",0.128,0.105,0.162
"P40","Mala",0.219,0.111,0.098
"P40","Muy mala",0.22,0.162,0.223
"P40","No sabe",0.002,0,0.001
"P41","Muy buena",0.138,0.287,0.158
"P41","Buena",0.173,0.163,0.118
"P41","Ni buena ni mala",0.275,0.267,0.338
"P41","Mala",0.213,0.114,0.115
"P41","Muy mala",0.167,0.133,0.222
"P41","No sabe",0.034,0.036,0.049
"P42","Muy buena",0.306,0.462,0.37
"P42","Buena",0.151,0.103,0.153
"P42","Ni buena ni mala",0.21,0.146,0.087
"P42","Mala",0.103,0.113,0.141
"P42","Muy mala",0.21,0.158,0.209
"P42","No sabe",0.02,0.018,0.04
"P43","Muy buena",0.103,0.092,0.085
"P43","Buena",0.161,0.182,0.239
"P43","Ni buena ni mala",0.458,0.357,0.34
"P43","Mala",0.166,0.191,0.161
"P43","Muy mala",0.076,0.167,0.102
"P43","No sabe",0.036,0.011,0.073
"P44","Muy buena",0.154,0.199,0.091
"P44","Buena",0.183,0.211,0.178
"P44","Ni buena ni mala",0.222,0.285,0.311
"P44","Mala",0.162,0.113,0.162
