"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P09","Muy buena",0.224,0.108,0.123,0.071
"P09","Buena",0.26,0.336,0.204,0.17
"P09","Ni buena ni mala",0.266,0.367,0.426,0.374
"P09","Mala",0.143,0.127,0.131,0.31
"P09","Muy mala",0.075,0.049,0.094,0.064
"P09","No sabe",0.032,0.013,0.022,0.011
"P10","Muy buena",0.275,0.169,0.149,0.245
"P10","Buena",0.272,0.392,0.248,0.213
"P10","Ni buena ni mala",0.261,0.279,0.337,0.344
"P10","Mala",0.109,0.103,0.129,0.114
"P10","Muy mala",0.071,0.034,0.108,0.057
"P10","No sabe",0.012,0.023,0.029,0.027
"P13","Si",0.572,0.662,0.617,0.536
"P13","No",0.275,0.136,0.099,0.173
"P13","No sabe",0.153,0.202,0.284,0.291
"P14","Si",0.651,0.719,0.677,0.589
"P14","No",0.181,0.166,0.089,0.214
"P14","No sabe",0.168,0.115,0.234,0.197
"P15","Si",0.609,0.733,0.841,0.643
"P15","No",0.192,0.157,0.096,0.231
"P15","No sabe",0.199,0.11,0.063,0.126
"P16","Si",0.573,0.566,0.494,0.557
"P16","No",0.302,0.344,0.357,0.274
"P16","No sabe",0.125,0.09,0.149,0.169
"P17","El gobierno nacional",0.341,0.193,0.146,0.154
"P17","El gobierno provincial anterior del MPN",0.335,0.525,0.586,0.439
"P17","El actual gobierno provincial de Rolo Figueroa",0.125,0.094,0.066,0.07
"P17","Todos igual",0.128,0.142,0.164,0.18
"P17","No sabe",0.071,0.046,0.038,0.157
"P18","Es un logro muy importante del Gobierno provincial",0.324,0.206,0.238,0.262
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.477,0.574,0.481,0.348
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.15,0.118,0.161,0.216
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.007,0.027,0.043,0.054
"P18","No sabe",0.042,0.075,0.077,0.12
"P19","Si",0.575,0.543,0.524,0.514
"P19","No",0.199,0.184,0.253,0.212
"P19","No sabe",0.226,0.273,0.223,0.274
"P20","Si",0.46,0.436,0.323,0.408
"P20","No",0.27,0.233,0.317,0.294
"P20","No sabe",0.27,0.331,0.36,0.298
"P23","Buena",0.302,0.219,0.237,0.176
"P23","Regular",0.352,0.521,0.417,0.412
"P23","Mala",0.283,0.231,0.314,0.34
"P23","No sabe",0.063,0.029,0.032,0.072
"P24","Buena",0.273,0.156,0.183,0.219
"P24","Regular",0.391,0.587,0.471,0.487
"P24","Mala",0.276,0.215,0.287,0.218
"P24","No sabe",0.06,0.042,0.059,0.076
"P25","Buena",0.233,0.201,0.183,0.181
"P25","Regular",0.393,0.43,0.323,0.407
"P25","Mala",0.261,0.229,0.261,0.219
"P25","No sabe",0.113,0.14,0.233,0.193
"P26","La capacitación para atender a la gente",0.307,0.178,0.159,0.241
"P26","La infraestructura y equipamiento de la fuerza",0.176,0.187,0.16,0.181
"P26","La formación técnica y profesional",0.261,0.36,0.318,0.201
"P26","La cantidad y distribución de los efectivos",0.111,0.088,0.141,0.183
"P26","La velocidad de respuesta ante las denuncias",0.058,0.089,0.119,0.092
"P26","Otros",0.066,0.081,0.062,0.04
"P26","No sabe",0.021,0.017,0.041,0.062
"P27","Alto",0.272,0.133,0.169,0.179
"P27","Regular",0.417,0.5,0.504,0.42
"P27","Bajo",0.275,0.331,0.31,0.31
"P27","No sabe",0.036,0.036,0.017,0.091
"P28","El gobierno de Javier Milei",0.394,0.258,0.244,0.176
"P28","El gobierno de Alberto Fernández",0.474,0.547,0.632,0.586
"P28","Ambos",0.126,0.17,0.107,0.157
"P28","No sabe",0.006,0.025,0.017,0.081
"P29","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.283,0.136,0.175,0.077
