"var","categoria","Si","No","No sabe"
"P08","Siempre",0.244,0.211,0.179
"P08","Casi siempre",0.388,0.307,0.371
"P08","Casi nunca",0.23,0.335,0.323
"P08","Nunca, pero esta es una excepción",0.138,0.147,0.127
"P09","Muy buena",0.292,0.062,0.04
"P09","Buena",0.377,0.145,0.239
"P09","Ni buena ni mala",0.243,0.31,0.564
"P09","Mala",0.073,0.306,0.102
"P09","Muy mala",0.007,0.177,0.015
"P09","No sabe",0.008,0,0.04
"P10","Muy buena",0.397,0.074,0.061
"P10","Buena",0.41,0.151,0.33
"P10","Ni buena ni mala",0.16,0.27,0.514
"P10","Mala",0.025,0.301,0.048
"P10","Muy mala",0.001,0.196,0.001
"P10","No sabe",0.007,0.008,0.046
"P13","Si",0.619,0.724,0.555
"P13","No",0.208,0.136,0.093
"P13","No sabe",0.173,0.14,0.352
"P14","Si",0.615,0.756,0.668
"P14","No",0.173,0.181,0.107
"P14","No sabe",0.212,0.063,0.225
"P15","Si",0.735,0.791,0.67
"P15","No",0.185,0.092,0.139
"P15","No sabe",0.08,0.117,0.191
"P16","Si",0.648,0.495,0.479
"P16","No",0.264,0.408,0.348
"P16","No sabe",0.088,0.097,0.173
"P17","El gobierno nacional",0.269,0.143,0.172
"P17","El gobierno provincial anterior del MPN",0.519,0.46,0.485
"P17","El actual gobierno provincial de Rolo Figueroa",0.06,0.168,0.068
"P17","Todos igual",0.09,0.215,0.162
"P17","No sabe",0.062,0.014,0.113
"P18","Es un logro muy importante del Gobierno provincial",0.388,0.182,0.119
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.517,0.377,0.607
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.033,0.348,0.128
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.012,0.06,0.018
"P18","No sabe",0.05,0.033,0.128
"P19","Si",0.897,0.242,0.355
"P19","No",0.045,0.568,0.106
"P19","No sabe",0.058,0.19,0.539
"P23","Buena",0.276,0.188,0.228
"P23","Regular",0.514,0.405,0.376
"P23","Mala",0.189,0.377,0.314
"P23","No sabe",0.021,0.03,0.082
"P24","Buena",0.297,0.17,0.095
"P24","Regular",0.496,0.442,0.548
"P24","Mala",0.18,0.356,0.246
"P24","No sabe",0.027,0.032,0.111
"P25","Buena",0.282,0.181,0.11
"P25","Regular",0.383,0.324,0.451
"P25","Mala",0.196,0.359,0.204
"P25","No sabe",0.139,0.136,0.235
"P26","La capacitación para atender a la gente",0.24,0.164,0.204
"P26","La infraestructura y equipamiento de la fuerza",0.199,0.195,0.131
"P26","La formación técnica y profesional",0.297,0.299,0.323
"P26","La cantidad y distribución de los efectivos",0.137,0.141,0.083
"P26","La velocidad de respuesta ante las denuncias",0.068,0.066,0.144
"P26","Otros",0.021,0.125,0.075
"P26","No sabe",0.038,0.01,0.04
"P27","Alto",0.281,0.149,0.074
"P27","Regular",0.419,0.471,0.544
"P27","Bajo",0.26,0.367,0.326
"P27","No sabe",0.04,0.013,0.056
"P28","El gobierno de Javier Milei",0.339,0.19,0.254
"P28","El gobierno de Alberto Fernández",0.496,0.669,0.553
"P28","Ambos",0.124,0.133,0.17
"P28","No sabe",0.041,0.008,0.023
"P29","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.179,0.225,0.111
"P29","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.373,0.308,0.32
"P29","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.125,0.196,0.175
"P29","Retirarla y no presentar nada",0.26,0.16,0.255
"P29","Volverla a presentar igual",0.027,0.089,0.071
"P29","No sabe",0.036,0.022,0.068
"P30","Javier Milei",0.396,0.642,0.432
"P30","Los gobernadores",0.492,0.299,0.453
"P30","No sabe",0.112,0.059,0.115
"P31","Muy buena",0.45,0.083,0.045
"P31","Buena",0.364,0.195,0.323
"P31","Ni buena ni mala",0.178,0.285,0.551
"P31","Mala",0.005,0.31,0.063
"P31","Muy mala",0.003,0.106,0.004
"P31","No sabe",0,0.021,0.014
"P32","Muy buena",0.201,0.069,0.055
"P32","Buena",0.243,0.161,0.152
"P32","Ni buena ni mala",0.315,0.285,0.452
"P32","Mala",0.177,0.286,0.211
"P32","Muy mala",0.021,0.171,0.073
"P32","No sabe",0.043,0.028,0.057
"P33","Muy buena",0.115,0.075,0.049
"P33","Buena",0.179,0.102,0.091
"P33","Ni buena ni mala",0.235,0.216,0.345
"P33","Mala",0.336,0.327,0.332
"P33","Muy mala",0.091,0.26,0.151
"P33","No sabe",0.044,0.02,0.032
"P34","Muy buena",0.095,0.025,0.079
"P34","Buena",0.219,0.122,0.091
"P34","Ni buena ni mala",0.411,0.344,0.51
"P34","Mala",0.171,0.283,0.181
"P34","Muy mala",0.06,0.171,0.063
"P34","No sabe",0.044,0.055,0.076
"P35","Muy buena",0.206,0.122,0.12
"P35","Buena",0.207,0.106,0.16
"P35","Ni buena ni mala",0.325,0.23,0.333
"P35","Mala",0.179,0.288,0.235
"P35","Muy mala",0.065,0.232,0.08
"P35","No sabe",0.018,0.022,0.072
"P36","Muy buena",0.251,0.126,0.178
"P36","Buena",0.158,0.082,0.124
"P36","Ni buena ni mala",0.094,0.087,0.137
"P36","Mala",0.25,0.286,0.255
"P36","Muy mala",0.237,0.419,0.304
"P36","No sabe",0.01,0,0.002
"P37","Muy buena",0.12,0.205,0.079
"P37","Buena",0.158,0.177,0.168
"P37","Ni buena ni mala",0.188,0.223,0.277
"P37","Mala",0.294,0.207,0.264
"P37","Muy mala",0.23,0.188,0.212
"P37","No sabe",0.01,0,0
"P38","Muy buena",0.156,0.042,0.057
"P38","Buena",0.214,0.129,0.141
"P38","Ni buena ni mala",0.183,0.172,0.206
"P38","Mala",0.255,0.236,0.291
"P38","Muy mala",0.177,0.421,0.298
"P38","No sabe",0.015,0,0.007
"P39","Muy buena",0.307,0.494,0.338
"P39","Buena",0.155,0.161,0.12
"P39","Ni buena ni mala",0.124,0.09,0.145
"P39","Mala",0.227,0.102,0.149
"P39","Muy mala",0.168,0.153,0.245
"P39","No sabe",0.019,0,0.003
"P40","Muy buena",0.248,0.391,0.243
"P40","Buena",0.2,0.236,0.19
"P40","Ni buena ni mala",0.092,0.142,0.172
"P40","Mala",0.243,0.084,0.139
"P40","Muy mala",0.215,0.147,0.255
"P40","No sabe",0.002,0,0.001
"P41","Muy buena",0.136,0.288,0.125
"P41","Buena",0.182,0.161,0.122
"P41","Ni buena ni mala",0.275,0.255,0.336
"P41","Mala",0.218,0.111,0.153
"P41","Muy mala",0.167,0.137,0.213
"P41","No sabe",0.022,0.048,0.051
"P42","Muy buena",0.289,0.492,0.322
"P42","Buena",0.173,0.118,0.118
"P42","Ni buena ni mala",0.211,0.144,0.129
"P42","Mala",0.108,0.079,0.154
"P42","Muy mala",0.195,0.162,0.235
"P42","No sabe",0.024,0.005,0.042
"P43","Muy buena",0.116,0.121,0.049
"P43","Buena",0.154,0.228,0.187
"P43","Ni buena ni mala",0.439,0.336,0.432
"P43","Mala",0.183,0.172,0.149
"P43","Muy mala",0.068,0.143,0.111
"P43","No sabe",0.04,0,0.072
"P44","Muy buena",0.147,0.199,0.107
"P44","Buena",0.162,0.255,0.164
"P44","Ni buena ni mala",0.258,0.24,0.269
"P44","Mala",0.156,0.109,0.182
"P44","Muy mala",0.24,0.197,0.245
"P44","No sabe",0.037,0,0.033
"P45","Muy buena",0.126,0.175,0.099
"P45","Buena",0.121,0.16,0.117
"P45","Ni buena ni mala",0.357,0.315,0.35
"P45","Mala",0.182,0.12,0.19
"P45","Muy mala",0.148,0.164,0.125
"P45","No sabe",0.066,0.066,0.119
