"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.586,0.426,0.434,0.408,0.467,0.309
"P06","Bastante",0.218,0.307,0.295,0.305,0.23,0.283
"P06","Poco",0.176,0.242,0.237,0.247,0.276,0.311
"P06","Nada",0.018,0.015,0.026,0.038,0.025,0.065
"P06","No sabe",0.002,0.01,0.008,0.002,0.002,0.032
"P07","Siempre",0.388,0.275,0.28,0.259,0.268,0.239
"P07","Casi siempre",0.392,0.455,0.421,0.442,0.401,0.421
"P07","Casi nunca",0.185,0.22,0.242,0.257,0.263,0.243
"P07","Nunca, pero esta es una excepción",0.035,0.05,0.057,0.042,0.068,0.097
"P09","Gran excedente habitual",0.02,0.008,0.021,0.005,0.011,0.003
"P09","Gran excedente excepcional",0.008,0.012,0.012,0.001,0.026,0.001
"P09","Pequeño excedente habitual",0.096,0.081,0.099,0.055,0.061,0.058
"P09","Pequeño excedente excepcional",0.238,0.156,0.148,0.174,0.107,0.099
"P09","Alcanza gastos familia",0.082,0.126,0.135,0.135,0.147,0.124
"P09","No alcanza gastos familia",0.046,0.096,0.061,0.04,0.058,0.099
"P09","Solo NBFamiliares",0.288,0.266,0.252,0.328,0.289,0.301
"P09","No alcanza NBFamiliares",0.211,0.253,0.265,0.262,0.301,0.308
"P09","No sabe",0.011,0.002,0.007,0,0,0.007
"P10","Tiene Decidido que va a ir a votar",0.919,0.873,0.886,0.879,0.911,0.899
"P10","Tiene dudas sobre si va a ir a  votar",0.065,0.082,0.093,0.112,0.078,0.067
"P10","Tiene Decidido que no va a ir a votar",0.016,0.045,0.021,0.009,0.011,0.034
"P13","Unión por la Patria",0.792,0.595,0.256,0.141,0.02,0.229
"P13","Juntos por el Cambio ",0.074,0.137,0.304,0.43,0.38,0.35
"P13","Liberales",0.052,0.092,0.286,0.332,0.441,0.135
"P13","Izquierda",0.04,0.053,0.034,0.024,0.025,0.008
"P13","Hacemos por Nuestro país",0.022,0.058,0.057,0.039,0.08,0.114
"P13","No sabe",0.02,0.065,0.063,0.034,0.054,0.164
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.771,0.611,0.283,0.138,0.078,0.273
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.102,0.144,0.394,0.546,0.501,0.364
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.08,0.168,0.213,0.282,0.365,0.222
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.023,0.024,0.022,0.004,0.018,0.034
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.011,0.036,0.022,0.006,0.004,0.006
"P14","En blanco",0.008,0.011,0.037,0.021,0.014,0.041
"P14","No sabe",0.005,0.006,0.029,0.003,0.02,0.06
"P17","Totalmente seguro",0.766,0.684,0.666,0.739,0.742,0.608
"P17","Bastante seguro",0.089,0.159,0.151,0.12,0.096,0.149
"P17","Algo seguro",0.097,0.102,0.117,0.085,0.085,0.171
"P17","Para nada seguro",0.048,0.055,0.066,0.056,0.077,0.072
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.082,0.083,0.13,0.387,0.371,0.157
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.072,0.081,0.107,0.264,0.553,0.149
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.266,0.257,0.214,0.303,0.065,0.334
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.251,0.24,0.276,0.02,0,0.109
"P22","En blanco",0.242,0.219,0.192,0.017,0,0.121
"P22","No sabe",0.087,0.12,0.081,0.009,0.011,0.13
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.478,0.264,0.144,0.048,0.069,0.026
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.214,0.351,0.399,0.425,0.328,0.325
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.147,0.176,0.153,0.209,0.204,0.084
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.028,0,0.029,0,0.003,0.075
"P25","En blanco",0.013,0.099,0.194,0.226,0.295,0.204
"P25","No sabe",0.12,0.11,0.081,0.092,0.101,0.286
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.385,0.198,0.126,0.156,0.141,0.137
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.332,0.442,0.531,0.292,0.431,0.452
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.26,0.162,0.121,0.268,0.123,0.153
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.004,0.021,0.011,0.017,0.026,0
"P28","En blanco",0.014,0.169,0.14,0.154,0.269,0.144
"P28","No sabe",0.005,0.008,0.071,0.113,0.01,0.114
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.512,0.844,0.294,0.023,0,0.358
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.341,0.046,0.202,0,0.958,0.075
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0,0,0.199,0.023,0.025,0
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.01,0.017,0.954,0,0
"P31","En blanco",0.139,0.051,0.004,0,0.008,0.567
"P31","No sabe",0.008,0.049,0.284,0,0.009,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.145,0.23,0.407,0.519,0.611,0.358
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.091,0.133,0.212,0.279,0.205,0.255
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.485,0.393,0.222,0.099,0.071,0.128
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.148,0.135,0.065,0.045,0.037,0.092
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.109,0.067,0.048,0.025,0.041,0.047
"P36","No sabe",0.022,0.042,0.046,0.033,0.035,0.12
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.786,0.657,0.325,0.191,0.099,0.278
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.08,0.19,0.481,0.609,0.621,0.494
"P37","En blanco",0.09,0.091,0.124,0.174,0.208,0.068
"P37","No sabe",0.044,0.062,0.07,0.026,0.072,0.16
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.228,0.25,0.37,0.571,0.489,0.451
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.123,0.141,0.279,0.333,0.438,0.232
"P38","En blanco",0.482,0.419,0.24,0.06,0.036,0.138
"P38","No sabe",0.167,0.19,0.111,0.036,0.037,0.179
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.778,0.67,0.322,0.18,0.101,0.317
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.11,0.196,0.404,0.526,0.578,0.347
"P39","En blanco",0.075,0.071,0.165,0.203,0.217,0.117
"P39","No sabe",0.037,0.063,0.109,0.091,0.104,0.219
"P40","Lo votaría",0.803,0.674,0.294,0.189,0.071,0.234
"P40","Puede que lo vote",0.055,0.069,0.118,0.119,0.125,0.099
"P40","Nunca lo votaría",0.11,0.203,0.54,0.676,0.77,0.555
"P40","No sabe",0.032,0.054,0.048,0.016,0.034,0.112
"P41","Lo votaría",0.154,0.233,0.358,0.486,0.43,0.327
"P41","Puede que lo vote",0.059,0.114,0.153,0.14,0.167,0.184
"P41","Nunca lo votaría",0.763,0.593,0.445,0.322,0.386,0.386
"P41","No sabe",0.024,0.06,0.044,0.052,0.017,0.103
"P42","Lo votaría",0.078,0.148,0.28,0.395,0.483,0.237
"P42","Puede que lo vote",0.07,0.085,0.173,0.179,0.201,0.207
"P42","Nunca lo votaría",0.832,0.723,0.499,0.392,0.262,0.442
"P42","No sabe",0.02,0.044,0.048,0.034,0.054,0.114
"P43","Lo votaría",0.164,0.12,0.098,0.046,0.048,0.085
"P43","Puede que lo vote",0.372,0.318,0.238,0.118,0.134,0.227
"P43","Nunca lo votaría",0.414,0.498,0.603,0.742,0.763,0.572
"P43","No sabe",0.05,0.064,0.061,0.094,0.055,0.116
"P44","Lo votaría",0.119,0.101,0.069,0.057,0.063,0.08
"P44","Puede que lo vote",0.249,0.296,0.272,0.231,0.189,0.247
"P44","Nunca lo votaría",0.587,0.536,0.57,0.582,0.715,0.51
"P44","No sabe",0.045,0.067,0.089,0.13,0.033,0.163
"P53","Sergio Massa y Javier Milei",0.696,0.602,0.39,0.27,0.219,0.359
"P53","Patricia Bullrich y Javier Milei",0.148,0.217,0.475,0.571,0.639,0.496
"P53","Sergio Massa y Patricia Bullrich",0.156,0.181,0.135,0.159,0.142,0.145
"P54","Muy buena",0.123,0.096,0.056,0.035,0.06,0.059
"P54","Buena",0.16,0.132,0.092,0.127,0.094,0.08
"P54","Regular",0.399,0.38,0.152,0.121,0.02,0.126
"P54","Mala",0.183,0.234,0.25,0.229,0.17,0.326
"P54","Muy mala",0.135,0.158,0.45,0.488,0.656,0.409
"P55","Muy buena",0.122,0.049,0.036,0.01,0.001,0.025
"P55","Buena",0.297,0.224,0.08,0.029,0.004,0.07
"P55","Regular",0.329,0.338,0.171,0.111,0.011,0.173
"P55","Mala",0.12,0.21,0.23,0.255,0.138,0.323
"P55","Muy mala",0.132,0.179,0.483,0.595,0.846,0.409
"P56","Muy buena",0.316,0.139,0.059,0.044,0.075,0.047
"P56","Buena",0.345,0.365,0.179,0.185,0.1,0.179
"P56","Regular",0.201,0.291,0.423,0.4,0.335,0.413
"P56","Mala",0.093,0.136,0.215,0.203,0.214,0.208
"P56","Muy mala",0.045,0.069,0.124,0.168,0.276,0.153
"P57","Muy buena",0.116,0.04,0.041,0.023,0.037,0.023
"P57","Buena",0.346,0.299,0.169,0.172,0.115,0.12
"P57","Regular",0.361,0.458,0.473,0.387,0.417,0.488
"P57","Mala",0.104,0.142,0.215,0.292,0.234,0.259
"P57","Muy mala",0.073,0.061,0.102,0.126,0.197,0.11
"P58","Muy buena",0.204,0.07,0.056,0.01,0.025,0.023
"P58","Buena",0.346,0.3,0.152,0.127,0.09,0.158
"P58","Regular",0.256,0.391,0.352,0.239,0.22,0.334
"P58","Mala",0.107,0.16,0.272,0.373,0.297,0.309
"P58","Muy mala",0.087,0.079,0.168,0.251,0.368,0.176
