"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P06","Mucho",0.666,0.364,0.255,0.213
"P06","Bastante",0.165,0.391,0.266,0.188
"P06","Poco",0.132,0.208,0.406,0.376
"P06","Nada",0.032,0.023,0.057,0.193
"P06","No sabe",0.005,0.014,0.016,0.03
"P09","Gran excedente habitual",0.018,0.01,0.014,0.01
"P09","Gran excedente excepcional",0.014,0.01,0.01,0.007
"P09","Pequeño excedente habitual",0.062,0.084,0.067,0.048
"P09","Pequeño excedente excepcional",0.113,0.139,0.115,0.114
"P09","Alcanza gastos familia",0.096,0.113,0.136,0.149
"P09","No alcanza gastos familia",0.084,0.085,0.129,0.115
"P09","Solo NBFamiliares",0.277,0.309,0.262,0.195
"P09","No alcanza NBFamiliares",0.329,0.245,0.261,0.355
"P09","No sabe",0.007,0.005,0.006,0.007
"P10","Tiene Decidido que va a ir a votar",0.905,0.882,0.821,0.752
"P10","Tiene dudas sobre si va a ir a  votar",0.068,0.092,0.123,0.153
"P10","Tiene Decidido que no va a ir a votar",0.027,0.026,0.056,0.095
"P13","Unión por la Patria",0.339,0.346,0.288,0.186
"P13","Juntos por el Cambio ",0.277,0.287,0.232,0.241
"P13","Liberales",0.213,0.187,0.229,0.246
"P13","Izquierda",0.035,0.034,0.036,0.034
"P13","Hacemos por Nuestro país",0.067,0.061,0.104,0.079
"P13","No sabe",0.069,0.085,0.111,0.214
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.359,0.376,0.312,0.249
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.326,0.329,0.285,0.24
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.221,0.19,0.263,0.306
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.024,0.024,0.013
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.013,0.024,0.032,0.039
"P14","En blanco",0.035,0.028,0.039,0.067
"P14","No sabe",0.028,0.029,0.045,0.086
"P17","Totalmente seguro",0.726,0.678,0.612,0.603
"P17","Bastante seguro",0.118,0.148,0.154,0.127
"P17","Algo seguro",0.099,0.106,0.127,0.105
"P17","Para nada seguro",0.057,0.068,0.107,0.165
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.106,0.105,0.144,0.187
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.125,0.087,0.104,0.132
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.256,0.234,0.288,0.221
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.226,0.245,0.187,0.124
"P22","En blanco",0.198,0.185,0.174,0.184
"P22","No sabe",0.089,0.144,0.103,0.152
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.164,0.112,0.115,0.101
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.32,0.326,0.445,0.373
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.198,0.202,0.155,0.159
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.009,0.011,0.02,0.048
"P25","En blanco",0.207,0.215,0.153,0.196
"P25","No sabe",0.102,0.134,0.112,0.123
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.15,0.167,0.159,0.12
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.453,0.471,0.409,0.437
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.159,0.145,0.16,0.091
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.02,0.038,0.023,0.063
"P28","En blanco",0.189,0.133,0.157,0.222
"P28","No sabe",0.029,0.046,0.092,0.067
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.223,0.324,0.335,0.8
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.23,0.435,0.091,0
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.131,0.077,0.229,0.123
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.059,0.026,0.255,0
"P31","En blanco",0.102,0.101,0.037,0.077
"P31","No sabe",0.255,0.037,0.053,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.398,0.345,0.396,0.428
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.194,0.206,0.199,0.171
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.22,0.254,0.207,0.156
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.089,0.091,0.09,0.085
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.058,0.052,0.037,0.043
"P36","No sabe",0.041,0.052,0.071,0.117
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.396,0.411,0.363,0.333
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.414,0.419,0.399,0.414
"P37","En blanco",0.117,0.094,0.129,0.125
"P37","No sabe",0.073,0.076,0.109,0.128
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.383,0.392,0.369,0.325
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.266,0.223,0.29,0.361
"P38","En blanco",0.241,0.247,0.211,0.158
"P38","No sabe",0.11,0.138,0.13,0.156
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.405,0.426,0.365,0.294
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.346,0.315,0.391,0.451
"P39","En blanco",0.145,0.156,0.13,0.105
"P39","No sabe",0.104,0.103,0.114,0.15
"P40","Lo votaría",0.377,0.396,0.348,0.284
"P40","Puede que lo vote",0.102,0.102,0.132,0.094
"P40","Nunca lo votaría",0.472,0.448,0.47,0.563
"P40","No sabe",0.049,0.054,0.05,0.059
"P41","Lo votaría",0.362,0.37,0.287,0.248
"P41","Puede que lo vote",0.101,0.137,0.202,0.191
"P41","Nunca lo votaría",0.483,0.44,0.447,0.496
"P41","No sabe",0.054,0.053,0.064,0.065
"P42","Lo votaría",0.284,0.219,0.292,0.325
"P42","Puede que lo vote",0.134,0.165,0.185,0.16
"P42","Nunca lo votaría",0.532,0.552,0.454,0.463
"P42","No sabe",0.05,0.064,0.069,0.052
"P43","Lo votaría",0.11,0.102,0.11,0.118
"P43","Puede que lo vote",0.212,0.246,0.219,0.227
"P43","Nunca lo votaría",0.609,0.582,0.585,0.584
"P43","No sabe",0.069,0.07,0.086,0.071
"P44","Lo votaría",0.104,0.102,0.086,0.065
"P44","Puede que lo vote",0.225,0.283,0.278,0.165
"P44","Nunca lo votaría",0.602,0.533,0.522,0.647
"P44","No sabe",0.069,0.082,0.114,0.123
"P53","Sergio Massa y Javier Milei",0.418,0.436,0.421,0.34
"P53","Patricia Bullrich y Javier Milei",0.409,0.44,0.432,0.48
"P53","Sergio Massa y Patricia Bullrich",0.173,0.124,0.147,0.18
"P54","Muy buena",0.084,0.072,0.066,0.047
"P54","Buena",0.138,0.122,0.092,0.112
"P54","Regular",0.171,0.202,0.207,0.142
"P54","Mala",0.222,0.248,0.269,0.235
"P54","Muy mala",0.385,0.356,0.366,0.464
"P55","Muy buena",0.074,0.033,0.028,0.019
"P55","Buena",0.125,0.136,0.088,0.082
"P55","Regular",0.152,0.197,0.19,0.141
"P55","Mala",0.223,0.218,0.258,0.205
"P55","Muy mala",0.426,0.416,0.436,0.553
"P56","Muy buena",0.141,0.091,0.08,0.077
"P56","Buena",0.235,0.251,0.202,0.183
"P56","Regular",0.322,0.365,0.33,0.374
"P56","Mala",0.156,0.186,0.234,0.214
"P56","Muy mala",0.146,0.107,0.154,0.152
"P57","Muy buena",0.071,0.035,0.049,0.063
"P57","Buena",0.222,0.227,0.191,0.158
"P57","Regular",0.417,0.465,0.445,0.352
"P57","Mala",0.161,0.203,0.219,0.255
"P57","Muy mala",0.129,0.07,0.096,0.172
"P58","Muy buena",0.089,0.058,0.057,0.032
"P58","Buena",0.195,0.211,0.168,0.154
"P58","Regular",0.318,0.328,0.32,0.299
"P58","Mala",0.204,0.266,0.297,0.258
"P58","Muy mala",0.194,0.137,0.158,0.257
"P59","Muy buena",0.154,0.084,0.088,0.092
"P59","Buena",0.285,0.318,0.279,0.256
"P59","Regular",0.365,0.413,0.383,0.393
"P59","Mala",0.122,0.143,0.182,0.128
"P59","Muy mala",0.074,0.042,0.068,0.131
"P60","Ha aumentado significativamente",0.098,0.06,0.079,0.084
"P60","Ha aumentado ligeramente",0.182,0.237,0.178,0.281
"P60","Se mantiene igual",0.32,0.293,0.287,0.232
"P60","Ha disminuido ligeramente",0.209,0.221,0.244,0.125
"P60","Ha disminuido significativamente",0.191,0.189,0.212,0.278
"P61","Muy baja",0.075,0.028,0.034,0.089
"P61","Baja",0.071,0.055,0.068,0.092
"P61","Moderada",0.109,0.099,0.092,0.082
"P61","Alta",0.251,0.288,0.256,0.168
"P61","Muy alta",0.494,0.53,0.55,0.569
"P62","Muy bajas",0.058,0.048,0.067,0.074
"P62","Bajas",0.1,0.113,0.103,0.095
"P62","Adecuadas",0.267,0.275,0.252,0.162
"P62","Altas",0.316,0.309,0.325,0.334
"P62","Muy altas",0.259,0.255,0.253,0.335
"P63","No, ninguna dificultad",0.31,0.344,0.3,0.243
"P63","Alguna dificultad ocasional",0.319,0.324,0.335,0.283
"P63","Sí, dificultades frecuentes",0.371,0.332,0.365,0.474
"P64","Sí, absolutamente",0.459,0.4,0.403,0.441
"P64","Sí, en cierta medida",0.29,0.36,0.341,0.285
"P64","No, en absoluto",0.251,0.24,0.256,0.274
"P65","Reducir la inflación",0.471,0.412,0.403,0.398
"P65","Implementar reformas fiscales",0.105,0.127,0.12,0.116
"P65","Establecer políticas de control de precios",0.143,0.149,0.154,0.092
"P65","Reducir el gasto público",0.234,0.255,0.271,0.353
"P65","Estimular la inversión extranjera",0.039,0.044,0.046,0.01
"P65","Aumentar los subsidios a los servicios públicos",0.008,0.013,0.006,0.031
"P66","Fomentar la competencia entre proveedores",0.386,0.336,0.404,0.365
"P66","Incrementar la inversión en infraestructura",0.21,0.248,0.197,0.174
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.139,0.134,0.14,0.102
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.265,0.282,0.259,0.359
"P67","Muy positiva",0.279,0.197,0.235,0.176
"P67","Positiva",0.187,0.239,0.209,0.101
"P67","Neutral",0.251,0.244,0.255,0.308
"P67","Algo negativa",0.108,0.121,0.114,0.127
"P67","Negativa",0.116,0.111,0.095,0.141
"P67","No sabe",0.059,0.088,0.092,0.147
"P68","Muy positivo",0.202,0.115,0.167,0.106
"P68","Positivo",0.204,0.247,0.183,0.153
"P68","Neutral",0.287,0.278,0.333,0.361
"P68","Algo negativo",0.101,0.117,0.109,0.061
"P68","Negativo",0.13,0.127,0.109,0.143
"P68","No sabe",0.076,0.116,0.099,0.176
"P69","Muy positivo",0.155,0.082,0.101,0.057
"P69","Positivo",0.157,0.172,0.188,0.139
