"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.403,0.138,0.116,0.141,0.077
"P07","Casi siempre",0.347,0.515,0.289,0.161,0.364
"P07","Casi nunca",0.189,0.273,0.439,0.302,0.327
"P07","Nunca, pero esta es una excepción",0.061,0.074,0.156,0.396,0.232
"P09","Gran excedente habitual",0.018,0.009,0.01,0.018,0.01
"P09","Gran excedente excepcional",0.013,0.008,0.009,0.016,0
"P09","Pequeño excedente habitual",0.096,0.076,0.04,0.018,0.03
"P09","Pequeño excedente excepcional",0.147,0.123,0.104,0.072,0.011
"P09","Alcanza gastos familia",0.125,0.107,0.123,0.111,0.121
"P09","No alcanza gastos familia",0.07,0.093,0.141,0.134,0.209
"P09","Solo NBFamiliares",0.276,0.318,0.254,0.186,0.193
"P09","No alcanza NBFamiliares",0.248,0.261,0.317,0.429,0.397
"P09","No sabe",0.007,0.005,0.002,0.016,0.029
"P10","Tiene Decidido que va a ir a votar",0.922,0.89,0.764,0.669,0.775
"P10","Tiene dudas sobre si va a ir a  votar",0.058,0.085,0.165,0.172,0.196
"P10","Tiene Decidido que no va a ir a votar",0.02,0.025,0.071,0.159,0.029
"P13","Unión por la Patria",0.393,0.294,0.244,0.124,0.247
"P13","Juntos por el Cambio ",0.266,0.31,0.232,0.184,0.193
"P13","Liberales",0.201,0.219,0.224,0.182,0.085
"P13","Izquierda",0.036,0.028,0.038,0.045,0
"P13","Hacemos por Nuestro país",0.053,0.058,0.114,0.171,0.174
"P13","No sabe",0.051,0.091,0.148,0.294,0.301
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.399,0.336,0.28,0.195,0.413
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.306,0.344,0.293,0.239,0.17
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.21,0.227,0.256,0.246,0.116
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.021,0.027,0.034,0.021
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.022,0.016,0.037,0.013,0.101
"P14","En blanco",0.023,0.021,0.062,0.098,0.128
"P14","No sabe",0.022,0.035,0.045,0.175,0.051
"P17","Totalmente seguro",0.765,0.648,0.555,0.501,0.424
"P17","Bastante seguro",0.111,0.169,0.162,0.085,0.238
"P17","Algo seguro",0.077,0.111,0.163,0.118,0.099
"P17","Para nada seguro",0.047,0.072,0.12,0.296,0.239
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.105,0.112,0.161,0.153,0.091
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.083,0.069,0.2,0.111,0.142
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.232,0.284,0.263,0.189,0.259
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.274,0.214,0.112,0.077,0.102
"P22","En blanco",0.21,0.189,0.13,0.162,0.092
"P22","No sabe",0.096,0.132,0.134,0.308,0.314
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.137,0.093,0.147,0.067,0.398
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.367,0.342,0.344,0.57,0.076
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.168,0.194,0.212,0.153,0.156
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.009,0.014,0.018,0.093,0
"P25","En blanco",0.222,0.218,0.142,0.036,0.24
"P25","No sabe",0.097,0.139,0.137,0.081,0.13
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.168,0.095,0.205,0.027,0.587
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.419,0.522,0.422,0.343,0.069
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.165,0.111,0.143,0.296,0
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.028,0.033,0.028,0.094,0
"P28","En blanco",0.191,0.165,0.134,0.112,0.186
"P28","No sabe",0.029,0.074,0.068,0.128,0.158
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.198,0.449,0.243,0.848,0
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.454,0.197,0.195,0.015,0
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.07,0.212,0.145,0.089,0.658
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.055,0.063,0.219,0,0
"P31","En blanco",0.042,0.015,0.166,0.048,0.342
"P31","No sabe",0.181,0.064,0.032,0,0
