"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.482,0.331,0.295,0.24
"P06","Bastante",0.278,0.345,0.289,0.247
"P06","Poco",0.206,0.285,0.368,0.356
"P06","Nada",0.027,0.022,0.039,0.129
"P06","No sabe",0.007,0.017,0.009,0.028
"P07","Siempre",0.278,0.216,0.231,0.174
"P07","Casi siempre",0.406,0.42,0.386,0.328
"P07","Casi nunca",0.244,0.292,0.307,0.34
"P07","Nunca, pero esta es una excepción",0.072,0.072,0.076,0.158
"P09","Gran excedente habitual",0.018,0.005,0.009,0.002
"P09","Gran excedente excepcional",0.012,0.006,0.012,0.002
"P09","Pequeño excedente habitual",0.074,0.068,0.062,0.027
"P09","Pequeño excedente excepcional",0.139,0.133,0.106,0.106
"P09","Alcanza gastos familia",0.118,0.12,0.128,0.094
"P09","No alcanza gastos familia",0.069,0.08,0.117,0.123
"P09","Solo NBFamiliares",0.276,0.271,0.258,0.233
"P09","No alcanza NBFamiliares",0.288,0.312,0.303,0.404
"P09","No sabe",0.006,0.005,0.005,0.009
"P10","Tiene Decidido que va a ir a votar",0.922,0.878,0.841,0.679
"P10","Tiene dudas sobre si va a ir a  votar",0.055,0.102,0.123,0.24
"P10","Tiene Decidido que no va a ir a votar",0.023,0.02,0.036,0.081
"P13","Unión por la Patria",0.393,0.271,0.264,0.107
"P13","Juntos por el Cambio ",0.274,0.288,0.246,0.112
"P13","Liberales",0.22,0.203,0.202,0.09
"P13","Izquierda",0.027,0.06,0.037,0.043
"P13","Hacemos por Nuestro país",0.051,0.111,0.118,0.118
"P13","No sabe",0.035,0.067,0.133,0.53
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.403,0.344,0.325,0.134
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.308,0.326,0.342,0.123
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.233,0.245,0.209,0.128
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.016,0.02,0.027,0.047
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.018,0.026,0.026,0.072
"P14","En blanco",0.01,0.025,0.039,0.24
"P14","No sabe",0.012,0.014,0.032,0.256
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.109,0.106,0.175,0.26
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.093,0.104,0.091,0.291
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.249,0.285,0.233,0.127
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.236,0.202,0.133,0.131
"P22","En blanco",0.2,0.171,0.177,0.15
"P22","No sabe",0.113,0.132,0.191,0.041
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.13,0.092,0.17,0.19
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.341,0.356,0.419,0.252
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.184,0.187,0.178,0.144
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.013,0.007,0.007,0.141
"P25","En blanco",0.223,0.174,0.109,0.035
"P25","No sabe",0.109,0.184,0.117,0.238
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.11,0.258,0.11,0.227
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.485,0.358,0.536,0.211
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.136,0.126,0.161,0.138
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.024,0.031,0.019,0.193
"P28","En blanco",0.201,0.161,0.094,0.042
"P28","No sabe",0.044,0.066,0.08,0.189
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.358,0.112,0.029,0.417
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.184,0.777,0.198,0.13
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.147,0.053,0.27,0.022
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.162,0.018,0.023,0.031
"P31","En blanco",0.104,0,0.091,0.263
"P31","No sabe",0.045,0.04,0.389,0.137
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.406,0.325,0.316,0.283
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.182,0.27,0.19,0.12
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.252,0.198,0.228,0.13
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.075,0.064,0.116,0.245
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.045,0.071,0.064,0.044
"P36","No sabe",0.04,0.072,0.086,0.178
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.44,0.368,0.348,0.221
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.403,0.427,0.425,0.209
"P37","En blanco",0.107,0.106,0.129,0.135
"P37","No sabe",0.05,0.099,0.098,0.435
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.369,0.453,0.342,0.192
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.26,0.252,0.278,0.184
"P38","En blanco",0.264,0.17,0.234,0.181
"P38","No sabe",0.107,0.125,0.146,0.443
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.441,0.4,0.352,0.218
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.343,0.359,0.363,0.212
"P39","En blanco",0.14,0.113,0.165,0.166
"P39","No sabe",0.076,0.128,0.12,0.404
"P40","Lo votaría",0.423,0.374,0.307,0.18
"P40","Puede que lo vote",0.072,0.125,0.202,0.165
"P40","Nunca lo votaría",0.481,0.438,0.417,0.335
"P40","No sabe",0.024,0.063,0.074,0.32
"P41","Lo votaría",0.336,0.37,0.302,0.125
"P41","Puede que lo vote",0.12,0.163,0.222,0.242
"P41","Nunca lo votaría",0.507,0.389,0.422,0.352
"P41","No sabe",0.037,0.078,0.054,0.281
"P42","Lo votaría",0.263,0.235,0.271,0.125
"P42","Puede que lo vote",0.132,0.218,0.227,0.207
"P42","Nunca lo votaría",0.568,0.468,0.441,0.391
"P42","No sabe",0.037,0.079,0.061,0.277
"P43","Lo votaría",0.101,0.122,0.122,0.075
"P43","Puede que lo vote",0.24,0.244,0.259,0.18
"P43","Nunca lo votaría",0.605,0.537,0.539,0.449
"P43","No sabe",0.054,0.097,0.08,0.296
"P44","Lo votaría",0.088,0.097,0.106,0.152
"P44","Puede que lo vote",0.253,0.304,0.308,0.164
"P44","Nunca lo votaría",0.596,0.493,0.478,0.365
"P44","No sabe",0.063,0.106,0.108,0.319
"P53","Sergio Massa y Javier Milei",0.454,0.374,0.382,0.429
"P53","Patricia Bullrich y Javier Milei",0.407,0.472,0.423,0.407
"P53","Sergio Massa y Patricia Bullrich",0.139,0.154,0.195,0.164
"P54","Muy buena",0.064,0.08,0.079,0.077
"P54","Buena",0.109,0.13,0.125,0.114
"P54","Regular",0.215,0.172,0.192,0.113
"P54","Mala",0.224,0.278,0.3,0.281
"P54","Muy mala",0.388,0.34,0.304,0.415
"P55","Muy buena",0.047,0.041,0.035,0.039
"P55","Buena",0.148,0.105,0.05,0.017
"P55","Regular",0.174,0.185,0.261,0.164
"P55","Mala",0.202,0.248,0.268,0.304
"P55","Muy mala",0.429,0.421,0.386,0.476
"P56","Muy buena",0.131,0.055,0.09,0.026
"P56","Buena",0.258,0.209,0.195,0.069
"P56","Regular",0.339,0.368,0.402,0.293
"P56","Mala",0.164,0.232,0.183,0.341
"P56","Muy mala",0.108,0.136,0.13,0.271
"P57","Muy buena",0.054,0.04,0.037,0.022
"P57","Buena",0.224,0.149,0.194,0.116
"P57","Regular",0.426,0.461,0.496,0.347
"P57","Mala",0.192,0.245,0.189,0.277
"P57","Muy mala",0.104,0.105,0.084,0.238
"P58","Muy buena",0.071,0.058,0.04,0.065
"P58","Buena",0.2,0.148,0.236,0.118
"P58","Regular",0.309,0.361,0.352,0.288
"P58","Mala",0.246,0.276,0.236,0.301
"P58","Muy mala",0.174,0.157,0.136,0.228
"P59","Muy buena",0.123,0.074,0.068,0.082
"P59","Buena",0.319,0.24,0.294,0.154
"P59","Regular",0.379,0.409,0.419,0.346
"P59","Mala",0.119,0.205,0.133,0.271
"P59","Muy mala",0.06,0.072,0.086,0.147
"P60","Ha aumentado significativamente",0.09,0.064,0.04,0.06
"P60","Ha aumentado ligeramente",0.218,0.187,0.192,0.129
"P60","Se mantiene igual",0.286,0.286,0.367,0.258
"P60","Ha disminuido ligeramente",0.196,0.253,0.236,0.249
"P60","Ha disminuido significativamente",0.21,0.21,0.165,0.304
"P61","Muy baja",0.047,0.06,0.039,0.056
"P61","Baja",0.058,0.075,0.12,0.075
"P61","Moderada",0.097,0.1,0.137,0.079
"P61","Alta",0.276,0.26,0.258,0.199
"P61","Muy alta",0.522,0.505,0.446,0.591
"P62","Muy bajas",0.048,0.054,0.06,0.054
"P62","Bajas",0.11,0.089,0.074,0.082
"P62","Adecuadas",0.262,0.233,0.271,0.183
"P62","Altas",0.324,0.315,0.329,0.351
"P62","Muy altas",0.256,0.309,0.266,0.33
"P63","No, ninguna dificultad",0.34,0.254,0.211,0.203
"P63","Alguna dificultad ocasional",0.316,0.307,0.391,0.289
"P63","Sí, dificultades frecuentes",0.344,0.439,0.398,0.508
"P64","Sí, absolutamente",0.476,0.407,0.319,0.428
"P64","Sí, en cierta medida",0.297,0.368,0.424,0.323
"P64","No, en absoluto",0.227,0.225,0.257,0.249
"P65","Reducir la inflación",0.436,0.454,0.415,0.44
"P65","Implementar reformas fiscales",0.112,0.126,0.123,0.08
"P65","Establecer políticas de control de precios",0.149,0.145,0.133,0.158
"P65","Reducir el gasto público",0.256,0.229,0.225,0.242
"P65","Estimular la inversión extranjera",0.036,0.034,0.079,0.056
"P65","Aumentar los subsidios a los servicios públicos",0.011,0.012,0.025,0.024
"P66","Fomentar la competencia entre proveedores",0.361,0.338,0.386,0.365
"P66","Incrementar la inversión en infraestructura",0.223,0.216,0.158,0.171
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.138,0.161,0.185,0.144
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.278,0.285,0.271,0.32
"P67","Muy positiva",0.25,0.159,0.236,0.201
"P67","Positiva",0.207,0.225,0.187,0.177
"P67","Neutral",0.244,0.302,0.288,0.285
"P67","Algo negativa",0.103,0.123,0.118,0.104
"P67","Negativa",0.12,0.082,0.056,0.059
"P67","No sabe",0.076,0.109,0.115,0.174
"P68","Muy positivo",0.17,0.099,0.156,0.171
"P68","Positivo",0.218,0.279,0.178,0.146
"P68","Neutral",0.283,0.321,0.337,0.348
"P68","Algo negativo",0.103,0.099,0.084,0.085
"P68","Negativo",0.126,0.083,0.11,0.093
"P68","No sabe",0.1,0.119,0.135,0.157
"P69","Muy positivo",0.124,0.072,0.1,0.086
"P69","Positivo",0.173,0.179,0.166,0.082
"P69","Neutral",0.415,0.417,0.442,0.51
"P69","Algo negativo",0.08,0.097,0.083,0.079
"P69","Negativo",0.087,0.066,0.084,0.085
"P69","No sabe",0.121,0.169,0.125,0.158
"P70","Muy positiva",0.371,0.271,0.202,0.219
"P70","Positiva",0.197,0.274,0.244,0.174
"P70","Neutral",0.212,0.253,0.327,0.323
"P70","Algo negativa",0.082,0.067,0.089,0.083
"P70","Negativa",0.108,0.08,0.075,0.109
"P70","No sabe",0.03,0.055,0.063,0.092
"P71","Muy positivo",0.353,0.303,0.271,0.205
"P71","Positivo",0.215,0.255,0.227,0.174
"P71","Neutral",0.196,0.239,0.254,0.343
"P71","Algo negativo",0.088,0.077,0.103,0.097
"P71","Negativo",0.117,0.095,0.077,0.114
"P71","No sabe",0.031,0.031,0.068,0.067
"P72","Muy positivo",0.33,0.263,0.28,0.182
"P72","Positivo",0.226,0.282,0.234,0.268
"P72","Neutral",0.264,0.296,0.27,0.333
"P72","Algo negativo",0.055,0.036,0.074,0.044
"P72","Negativo",0.093,0.096,0.098,0.097
"P72","No sabe",0.032,0.027,0.044,0.076
"P73","Muy positiva",0.246,0.157,0.166,0.159
"P73","Positiva",0.23,0.312,0.282,0.117
"P73","Neutral",0.23,0.261,0.233,0.278
"P73","Algo negativa",0.09,0.075,0.086,0.159
"P73","Negativa",0.143,0.117,0.114,0.167
"P73","No sabe",0.061,0.078,0.119,0.12
"P74","Muy positivo",0.215,0.145,0.178,0.123
"P74","Positivo",0.22,0.294,0.256,0.154
"P74","Neutral",0.244,0.278,0.261,0.314
"P74","Algo negativo",0.108,0.092,0.086,0.147
