"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.612,0.473,0.445,0.385,0.446,0.336
"P06","Bastante",0.211,0.286,0.296,0.312,0.222,0.315
"P06","Poco",0.155,0.21,0.229,0.25,0.305,0.3
"P06","Nada",0.021,0.027,0.024,0.025,0.017,0.037
"P06","No sabe",0.001,0.004,0.006,0.028,0.01,0.012
"P07","Siempre",0.42,0.266,0.267,0.302,0.317,0.243
"P07","Casi siempre",0.326,0.428,0.442,0.455,0.379,0.43
"P07","Casi nunca",0.222,0.258,0.232,0.184,0.25,0.226
"P07","Nunca, pero esta es una excepción",0.032,0.048,0.059,0.059,0.054,0.101
"P09","Gran excedente habitual",0.051,0.011,0.013,0.002,0.016,0.002
"P09","Gran excedente excepcional",0.02,0.01,0.012,0.005,0.005,0.009
"P09","Pequeño excedente habitual",0.103,0.098,0.099,0.05,0.035,0.043
"P09","Pequeño excedente excepcional",0.188,0.162,0.168,0.121,0.109,0.12
"P09","Alcanza gastos familia",0.072,0.147,0.121,0.127,0.14,0.14
"P09","No alcanza gastos familia",0.041,0.067,0.062,0.096,0.066,0.069
"P09","Solo NBFamiliares",0.263,0.281,0.265,0.237,0.29,0.327
"P09","No alcanza NBFamiliares",0.247,0.222,0.256,0.357,0.338,0.286
"P09","No sabe",0.015,0.002,0.004,0.005,0.001,0.004
"P10","Tiene Decidido que va a ir a votar",0.936,0.897,0.888,0.895,0.854,0.881
"P10","Tiene dudas sobre si va a ir a  votar",0.051,0.087,0.092,0.052,0.108,0.093
"P10","Tiene Decidido que no va a ir a votar",0.013,0.016,0.02,0.053,0.038,0.026
"P13","Unión por la Patria",0.783,0.628,0.28,0.131,0.042,0.27
"P13","Juntos por el Cambio ",0.072,0.122,0.322,0.41,0.376,0.276
"P13","Liberales",0.062,0.118,0.246,0.294,0.39,0.202
"P13","Izquierda",0.031,0.046,0.035,0.016,0.048,0.04
"P13","Hacemos por Nuestro país",0.018,0.049,0.055,0.087,0.084,0.069
"P13","No sabe",0.034,0.037,0.062,0.062,0.06,0.143
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.735,0.638,0.295,0.213,0.07,0.337
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.119,0.137,0.385,0.499,0.484,0.323
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.101,0.151,0.228,0.227,0.382,0.189
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.003,0.023,0.021,0.02,0.016,0.027
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.017,0.032,0.024,0.009,0.008,0.013
"P14","En blanco",0.017,0.015,0.028,0.015,0.031,0.027
"P14","No sabe",0.008,0.004,0.019,0.017,0.009,0.084
"P17","Totalmente seguro",0.774,0.723,0.686,0.677,0.729,0.651
