"var","categoria","Si","No","No sabe"
"P08","Siempre",0.273,0.166,0.178
"P08","Casi siempre",0.374,0.362,0.405
"P08","Casi nunca",0.257,0.303,0.285
"P08","Nunca, pero esta es una excepción",0.096,0.169,0.132
"P09","Muy buena",0.253,0.102,0.088
"P09","Buena",0.308,0.204,0.252
"P09","Ni buena ni mala",0.301,0.327,0.502
"P09","Mala",0.107,0.239,0.085
"P09","Muy mala",0.023,0.113,0.035
"P09","No sabe",0.008,0.015,0.038
"P10","Muy buena",0.269,0.146,0.066
"P10","Buena",0.347,0.291,0.281
"P10","Ni buena ni mala",0.297,0.26,0.455
"P10","Mala",0.046,0.208,0.142
"P10","Muy mala",0.026,0.072,0
"P10","No sabe",0.015,0.023,0.056
"P11","Muy buena",0.296,0.037,0.027
"P11","Buena",0.423,0.102,0.141
"P11","Ni buena ni mala",0.211,0.174,0.521
"P11","Mala",0.066,0.365,0.18
"P11","Muy mala",0.003,0.317,0.019
"P11","No sabe",0.001,0.005,0.112
"P12","Muy buena",0.314,0.009,0.023
"P12","Buena",0.321,0.091,0.119
"P12","Ni buena ni mala",0.27,0.2,0.613
"P12","Mala",0.081,0.378,0.113
"P12","Muy mala",0.006,0.313,0.038
"P12","No sabe",0.008,0.009,0.094
"P13","Si",0.576,0.787,0.436
"P13","No",0.255,0.106,0.096
"P13","No sabe",0.169,0.107,0.468
"P14","Si",0.603,0.878,0.541
"P14","No",0.237,0.082,0.187
"P14","No sabe",0.16,0.04,0.272
"P15","Si",0.585,0.839,0.56
"P15","No",0.313,0.104,0.074
"P15","No sabe",0.102,0.057,0.366
"P16","Si",0.57,0.591,0.41
"P16","No",0.349,0.351,0.374
"P16","No sabe",0.081,0.058,0.216
"P17","El gobierno nacional",0.304,0.144,0.11
"P17","El gobierno provincial anterior del MPN",0.401,0.637,0.33
"P17","El actual gobierno provincial de Rolo Figueroa",0.128,0.089,0.095
"P17","Todos igual",0.103,0.118,0.236
"P17","No sabe",0.064,0.012,0.229
"P18","Es un logro muy importante del Gobierno provincial",0.314,0.176,0.153
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.543,0.414,0.534
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.086,0.273,0.095
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.011,0.07,0.047
"P18","No sabe",0.046,0.067,0.171
"P19","Si",0.694,0.426,0.329
"P19","No",0.213,0.347,0.078
"P19","No sabe",0.093,0.227,0.593
"P20","Si",0.57,0.317,0.234
"P20","No",0.24,0.387,0.138
"P20","No sabe",0.19,0.296,0.628
"P22","Si",0.512,0.033,0.035
"P22","No",0.214,0.862,0.232
"P22","No sabe",0.274,0.105,0.733
"P23","Buena",0.236,0.231,0.195
"P23","Regular",0.48,0.454,0.446
"P23","Mala",0.262,0.303,0.252
"P23","No sabe",0.022,0.012,0.107
"P24","Buena",0.229,0.199,0.172
"P24","Regular",0.535,0.486,0.474
"P24","Mala",0.191,0.299,0.241
"P24","No sabe",0.045,0.016,0.113
"P25","Buena",0.25,0.193,0.108
"P25","Regular",0.387,0.401,0.512
"P25","Mala",0.221,0.235,0.186
"P25","No sabe",0.142,0.171,0.194
"P26","La capacitación para atender a la gente",0.267,0.192,0.173
"P26","La infraestructura y equipamiento de la fuerza",0.174,0.222,0.1
"P26","La formación técnica y profesional",0.314,0.29,0.409
"P26","La cantidad y distribución de los efectivos",0.097,0.128,0.085
"P26","La velocidad de respuesta ante las denuncias",0.067,0.086,0.094
"P26","Otros",0.06,0.064,0.047
"P26","No sabe",0.021,0.018,0.092
"P27","Alto",0.265,0.171,0.117
"P27","Regular",0.42,0.451,0.422
"P27","Bajo",0.282,0.359,0.388
"P27","No sabe",0.033,0.019,0.073
"P28","El gobierno de Javier Milei",0.391,0.186,0.227
"P28","El gobierno de Alberto Fernández",0.439,0.708,0.514
"P28","Ambos",0.166,0.098,0.196
"P28","No sabe",0.004,0.008,0.063
"P29","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.212,0.173,0.213
"P29","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.31,0.333,0.375
"P29","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.145,0.172,0.113
"P29","Retirarla y no presentar nada",0.277,0.187,0.168
"P29","Volverla a presentar igual",0.015,0.088,0.071
"P29","No sabe",0.041,0.047,0.06
"P30","Javier Milei",0.341,0.612,0.474
"P30","Los gobernadores",0.566,0.314,0.389
"P30","No sabe",0.093,0.074,0.137
"P31","Muy buena",0.363,0.147,0.09
"P31","Buena",0.35,0.271,0.266
"P31","Ni buena ni mala",0.202,0.311,0.565
"P31","Mala",0.06,0.171,0.066
"P31","Muy mala",0.021,0.086,0.004
"P31","No sabe",0.004,0.014,0.009
"P32","Muy buena",0.285,0.03,0.007
"P32","Buena",0.48,0.048,0.082
"P32","Ni buena ni mala",0.155,0.247,0.749
"P32","Mala",0.076,0.371,0.111
"P32","Muy mala",0.002,0.282,0.011
"P32","No sabe",0.002,0.022,0.04
"P33","Muy buena",0.166,0.012,0.009
"P33","Buena",0.226,0.055,0.179
"P33","Ni buena ni mala",0.257,0.194,0.389
"P33","Mala",0.244,0.401,0.296
"P33","Muy mala",0.089,0.323,0.051
"P33","No sabe",0.018,0.015,0.076
"P34","Muy buena",0.093,0.044,0.014
"P34","Buena",0.214,0.07,0.053
"P34","Ni buena ni mala",0.451,0.396,0.607
"P34","Mala",0.151,0.257,0.207
"P34","Muy mala",0.052,0.192,0.032
"P34","No sabe",0.039,0.041,0.087
"P35","Muy buena",0.213,0.074,0.119
"P35","Buena",0.162,0.098,0.106
"P35","Ni buena ni mala",0.285,0.268,0.373
"P35","Mala",0.232,0.295,0.156
"P35","Muy mala",0.064,0.208,0.12
"P35","No sabe",0.044,0.057,0.126
"P36","Muy buena",0.342,0.104,0.183
"P36","Buena",0.147,0.05,0.054
"P36","Ni buena ni mala",0.085,0.059,0.271
"P36","Mala",0.221,0.304,0.215
"P36","Muy mala",0.198,0.47,0.277
"P36","No sabe",0.007,0.013,0
"P37","Muy buena",0.162,0.174,0.034
"P37","Buena",0.12,0.177,0.168
"P37","Ni buena ni mala",0.17,0.235,0.318
"P37","Mala",0.307,0.254,0.304
"P37","Muy mala",0.232,0.148,0.176
"P37","No sabe",0.009,0.012,0
"P38","Muy buena",0.179,0.068,0.075
"P38","Buena",0.156,0.062,0.159
"P38","Ni buena ni mala",0.247,0.152,0.168
"P38","Mala",0.237,0.269,0.33
"P38","Muy mala",0.162,0.435,0.268
"P38","No sabe",0.019,0.014,0
"P39","Muy buena",0.279,0.447,0.289
"P39","Buena",0.112,0.17,0.268
"P39","Ni buena ni mala",0.12,0.117,0.114
"P39","Mala",0.215,0.128,0.151
