"var","categoria","Si","No","No sabe"
"P08","Siempre",0.201,0.371,0.143
"P08","Casi siempre",0.36,0.284,0.292
"P08","Casi nunca",0.318,0.196,0.39
"P08","Nunca, pero esta es una excepción",0.121,0.149,0.175
"P09","Muy buena",0.111,0.236,0.133
"P09","Buena",0.245,0.296,0.248
"P09","Ni buena ni mala",0.384,0.257,0.431
"P09","Mala",0.179,0.118,0.102
"P09","Muy mala",0.07,0.065,0.047
"P09","No sabe",0.011,0.028,0.039
"P10","Muy buena",0.169,0.312,0.173
"P10","Buena",0.32,0.271,0.256
"P10","Ni buena ni mala",0.272,0.224,0.444
"P10","Mala",0.14,0.106,0.065
"P10","Muy mala",0.079,0.076,0.026
"P10","No sabe",0.02,0.011,0.036
"P14","Si",0.925,0.274,0.303
"P14","No",0.06,0.505,0.119
"P14","No sabe",0.015,0.221,0.578
"P15","Si",0.914,0.276,0.487
"P15","No",0.068,0.559,0.146
"P15","No sabe",0.018,0.165,0.367
"P16","Si",0.616,0.508,0.369
"P16","No",0.322,0.342,0.34
"P16","No sabe",0.062,0.15,0.291
"P17","El gobierno nacional",0.17,0.353,0.193
"P17","El gobierno provincial anterior del MPN",0.57,0.366,0.363
"P17","El actual gobierno provincial de Rolo Figueroa",0.097,0.096,0.059
"P17","Todos igual",0.127,0.108,0.249
"P17","No sabe",0.036,0.077,0.136
"P18","Es un logro muy importante del Gobierno provincial",0.235,0.323,0.231
"P18","Está bien, pero es insuficiente para resolver la situación de emergencia",0.493,0.481,0.51
"P18","No alcanza para nada y son negocios del gobierno Provincial",0.167,0.112,0.135
"P18","No alcanza para nada porque el gobierno gestionó mal la compra",0.035,0.037,0.016
"P18","No sabe",0.07,0.047,0.108
"P19","Si",0.538,0.672,0.455
"P19","No",0.25,0.213,0.101
"P19","No sabe",0.212,0.115,0.444
"P20","Si",0.399,0.557,0.317
"P20","No",0.316,0.245,0.172
"P20","No sabe",0.285,0.198,0.511
"P23","Buena",0.219,0.25,0.276
