"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P04","Tengo trabajo estable",0.429,0.466,0.526,0.457
"P04","Realizo changas o trabajos de vez en cuando",0.211,0.161,0.2,0.204
"P04","No tengo trabajo",0.11,0.157,0.139,0.184
"P04","Soy jubilado o pensionado",0.25,0.216,0.135,0.155
"P05","1",0.34,0.284,0.288,0.408
"P05","2",0.084,0.069,0.095,0.07
"P05","3",0.049,0.059,0.074,0.036
"P05","4",0.076,0.088,0.087,0.063
"P05","5",0.164,0.206,0.206,0.177
"P05","6",0.045,0.054,0.049,0.028
"P05","7",0.069,0.074,0.067,0.063
"P05","8",0.056,0.044,0.025,0.029
"P05","9",0.117,0.122,0.109,0.126
"P06","1",0.268,0.238,0.173,0.268
"P06","2",0.058,0.048,0.063,0.053
"P06","3",0.051,0.055,0.058,0.031
"P06","4",0.039,0.038,0.05,0.022
"P06","5",0.172,0.189,0.197,0.156
"P06","6",0.061,0.056,0.061,0.032
"P06","7",0.066,0.073,0.078,0.073
"P06","8",0.048,0.096,0.074,0.05
"P06","9",0.237,0.207,0.246,0.315
"P07","1",0.354,0.343,0.316,0.346
"P07","2",0.028,0.047,0.052,0.015
"P07","3",0.022,0.035,0.049,0.029
"P07","4",0.012,0.019,0.024,0.019
"P07","5",0.094,0.105,0.1,0.076
"P07","6",0.03,0.024,0.031,0.043
"P07","7",0.051,0.036,0.047,0.016
"P07","8",0.039,0.054,0.05,0.046
"P07","9",0.37,0.337,0.331,0.41
"P09","Del Frente de Todos y el peronismo",0.321,0.299,0.303,0.212
"P09","De Juntos por el cambio",0.409,0.366,0.353,0.351
"P09","De los Liberales libertarios",0.169,0.194,0.181,0.217
"P09","De la Izquierda",0.027,0.033,0.011,0.039
"P09","No sabe",0.074,0.108,0.152,0.181
"P10","A Alberto Fernández",0.146,0.122,0.15,0.263
"P10","A Sergio Massa",0.243,0.22,0.257,0.246
"P10","A algún candidato del peronismo",0.163,0.163,0.136,0.156
"P10","A algún candidato del kirchnerismo",0.448,0.495,0.457,0.335
"P11","A Alberto Fernández",0.106,0.065,0.151,0.218
"P11","A Sergio Massa",0.119,0.121,0.147,0.156
"P11","A algún candidato del peronismo",0.119,0.165,0.168,0.072
"P11","A Cristina Fernández de Kirchner",0.656,0.649,0.534,0.554
"P12","A Horacio Rodriguez Larreta",0.244,0.223,0.203,0.104
"P12","A Mauricio Macri",0.359,0.306,0.328,0.292
"P12","A Patricia Bullrich",0.309,0.38,0.387,0.486
"P12","A Facundo Manes",0.051,0.07,0.06,0.011
"P12","A Gerardo Morales",0.037,0.021,0.022,0.107
"P13","Seguro lo votaria",0.173,0.147,0.216,0.243
"P13","Quizás lo votaría",0.343,0.374,0.313,0.435
"P13","Nunca lo votaría",0.484,0.479,0.471,0.322
"P14","Lo votaría",0.295,0.221,0.229,0.225
"P14","Puede que lo vote",0.167,0.223,0.27,0.267
"P14","Nunca lo votaría",0.468,0.49,0.413,0.445
"P14","No sabe",0.07,0.066,0.088,0.063
"P15","Lo votaría",0.166,0.109,0.101,0.09
"P15","Puede que lo vote",0.164,0.187,0.21,0.166
"P15","Nunca lo votaría",0.614,0.649,0.632,0.635
"P15","No sabe",0.056,0.055,0.057,0.109
"P16","Lo votaría",0.138,0.076,0.109,0.087
"P16","Puede que lo vote",0.15,0.186,0.126,0.167
"P16","Nunca lo votaría",0.676,0.69,0.713,0.698
"P16","No sabe",0.036,0.048,0.052,0.048
"P17","La votaría",0.306,0.252,0.221,0.195
"P17","Puede que la vote",0.045,0.058,0.07,0.046
"P17","Nunca la votaría",0.628,0.655,0.693,0.708
"P17","No sabe",0.021,0.035,0.016,0.051
"P18","Lo votaría",0.176,0.149,0.139,0.13
"P18","Puede que lo vote",0.243,0.285,0.294,0.273
"P18","Nunca lo votaría",0.536,0.504,0.497,0.494
"P18","No sabe",0.045,0.062,0.07,0.103
"P19","Lo votaría",0.086,0.063,0.073,0.085
"P19","Puede que lo vote",0.253,0.266,0.264,0.147
"P19","Nunca lo votaría",0.556,0.557,0.538,0.569
"P19","No sabe",0.105,0.114,0.125,0.199
"P20","La votaría",0.325,0.307,0.294,0.31
"P20","Puede que la vote",0.185,0.21,0.222,0.179
"P20","Nunca la votaría",0.442,0.443,0.439,0.408
"P20","No sabe",0.048,0.04,0.045,0.103
"P21","Lo votaría",0.216,0.215,0.248,0.251
"P21","Puede que lo vote",0.182,0.211,0.204,0.194
"P21","Nunca lo votaría",0.552,0.524,0.494,0.445
"P21","No sabe",0.05,0.05,0.054,0.11
"P22","La votaría",0.169,0.15,0.139,0.154
"P22","Puede que la vote",0.222,0.225,0.238,0.202
"P22","Nunca la votaría",0.544,0.529,0.511,0.5
"P22","No sabe",0.065,0.096,0.112,0.144
"P23","Lo votaría",0.182,0.126,0.109,0.106
"P23","Puede que lo vote",0.114,0.159,0.19,0.082
"P23","Nunca lo votaría",0.588,0.628,0.595,0.666
"P23","No sabe",0.116,0.087,0.106,0.146
"P24","Lo votaría",0.08,0.061,0.041,0.07
"P24","Puede que lo vote",0.189,0.188,0.211,0.111
"P24","Nunca lo votaría",0.609,0.616,0.604,0.605
"P24","No sabe",0.122,0.135,0.144,0.214
"P25","Mauricio Macri por Juntos por el Cambio",0.183,0.134,0.148,0.104
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.086,0.079,0.101,0.132
"P25","Patricia Bullrich por Juntos por el Cambio",0.162,0.204,0.19,0.229
"P25","Facundo Manes por Juntos por el Cambio",0.04,0.037,0.042,0.024
"P25","Alberto Fernández por el Frente de Todos",0.054,0.035,0.032,0.055
"P25","Cristina Fernández de Kirchner por el Frente de Todos",0.286,0.243,0.224,0.194
"P25","Javier Milei por los liberales libertarios",0.118,0.149,0.167,0.175
"P25","Nicolás del Caño por la izquierda",0.007,0.016,0.007,0.019
"P25","Otros candidatos",0.03,0.036,0.051,0.006
"P25","Aún no lo tengo decidido",0.034,0.067,0.038,0.062
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.143,0.101,0.128,0.137
"P26","Patricia Bullrich por Juntos por el Cambio",0.263,0.279,0.238,0.267
"P26","Facundo Manes por Juntos por el Cambio",0.064,0.08,0.106,0.077
"P26","Wado de Pedro por el Frente de Todos",0.154,0.15,0.102,0.072
"P26","Sergio Massa por el Frente de Todos",0.136,0.124,0.153,0.106
"P26","Javier Milei por los liberales libertarios",0.134,0.136,0.159,0.171
"P26","Nicolás del Caño por la izquierda",0.019,0.029,0.029,0.059
"P26","Otros candidatos",0.03,0.036,0.021,0.029
"P26","Aún no lo tengo decidido",0.057,0.065,0.064,0.082
"P27","Cristina Fernández de Kirchner por el Frente de Todos",0.327,0.282,0.253,0.26
"P27","Mauricio Macri por Juntos por el Cambio",0.347,0.302,0.293,0.297
"P27","Javier Milei por los liberales libertarios",0.17,0.209,0.228,0.248
"P27","Nicolás del Caño por la izquierda",0.014,0.026,0.012,0.02
"P27","Otro candidato",0.075,0.1,0.113,0.084
"P27","Aún no lo tengo decidido",0.067,0.081,0.101,0.091
"P29","Horacio Rodríguez Larreta por Juntos por el Cambio",0.292,0.288,0.252,0.31
"P29","Wado de Pedro por el Frente de Todos",0.267,0.236,0.226,0.173
"P29","Javier Milei por los liberales libertarios",0.217,0.25,0.257,0.258
"P29","Nicolás del Caño por la izquierda",0.015,0.024,0.008,0.029
"P29","Otro candidato",0.119,0.102,0.136,0.088
"P29","Aún no lo tengo decidido",0.09,0.1,0.121,0.142
"P31","Sergio Massa por el Frente de Todos",0.264,0.233,0.21,0.263
"P31","Patricia Bullrich por Juntos por el Cambio",0.38,0.363,0.369,0.31
"P31","Javier Milei por los liberales libertarios",0.171,0.188,0.194,0.228
"P31","Nicolás del Caño por la izquierda",0.022,0.027,0.014,0.034
"P31","Otro candidato",0.104,0.094,0.112,0.074
"P31","Aún no lo tengo decidido",0.059,0.095,0.101,0.091
"P33","Sergio Massa por el Frente de Todos",0.27,0.221,0.214,0.205
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.305,0.292,0.296,0.304
"P33","Javier Milei por los liberales libertarios",0.218,0.242,0.224,0.247
"P33","Nicolás del Caño por la izquierda",0.026,0.027,0.022,0.022
"P33","Otro candidato",0.115,0.114,0.147,0.105
"P33","Aún no lo tengo decidido",0.066,0.104,0.097,0.117
"P35","Cristina Fernández de Kirchner por el Frente de Todos",0.332,0.294,0.264,0.274
"P35","Horacio Rodríguez Larreta por Juntos por el Cambio",0.305,0.271,0.3,0.293
"P35","Javier Milei por los liberales libertarios",0.223,0.245,0.251,0.247
"P35","Nicolás del Caño por la izquierda",0.013,0.026,0.009,0.015
"P35","Otro candidato",0.083,0.102,0.099,0.071
