"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Positiva",0.784,0.238,0.047,0.192
"P07","Neutra",0.121,0.533,0.059,0.236
"P07","Negativa",0.088,0.207,0.885,0.407
"P07","No sabe",0.007,0.022,0.009,0.165
"P08","Positiva",0.258,0.145,0.255,0.083
"P08","Neutra",0.388,0.59,0.267,0.328
"P08","Negativa",0.224,0.075,0.397,0.103
"P08","No sabe",0.13,0.19,0.081,0.486
"P10","Positiva",0.188,0.1,0.126,0.016
"P10","Neutra",0.373,0.574,0.367,0.245
"P10","Negativa",0.253,0.157,0.358,0.084
"P10","No sabe",0.186,0.169,0.149,0.655
"P11","Positiva",0.305,0.149,0.146,0.183
"P11","Neutra",0.28,0.406,0.183,0.186
"P11","Negativa",0.357,0.391,0.624,0.415
"P11","No sabe",0.058,0.054,0.047,0.216
"P12","Positiva",0.17,0.107,0.166,0.112
"P12","Neutra",0.33,0.536,0.349,0.157
"P12","Negativa",0.3,0.124,0.262,0.067
"P12","No sabe",0.2,0.233,0.223,0.664
"P13","Positiva",0.145,0.113,0.047,0.022
"P13","Neutra",0.373,0.548,0.376,0.107
"P13","Negativa",0.17,0.062,0.271,0.074
"P13","No sabe",0.312,0.277,0.306,0.797
"P14","Positiva",0.066,0.053,0.036,0.003
"P14","Neutra",0.443,0.515,0.312,0.131
"P14","Negativa",0.16,0.048,0.271,0.046
"P14","No sabe",0.331,0.384,0.381,0.82
"P15","La seguridad",0.152,0.105,0.016,0.009
"P15","El tránsito",0.036,0.017,0.016,0
"P15","El arreglo de las calles",0.283,0.166,0.095,0.155
"P15","El estado de las escuelas y la educación",0.043,0.058,0.048,0.008
"P15","El sistema de salud",0.09,0.061,0.082,0.02
"P15","El deporte y la cultura",0.114,0.068,0.172,0.157
"P15","La obra pública",0.116,0.067,0.023,0.064
"P15","La luminaria",0.037,0.067,0.097,0.12
"P15","No sabe",0.129,0.391,0.451,0.467
"P16","La seguridad",0.302,0.547,0.491,0.421
"P16","El tránsito",0.044,0.052,0.03,0
"P16","El arreglo de las calles",0.272,0.162,0.15,0.238
"P16","El estado de las escuelas y la educación",0.057,0.018,0.061,0.036
"P16","El sistema de salud",0.122,0.099,0.123,0.081
"P16","El deporte y la cultura",0.027,0.01,0.011,0.088
"P16","La obra pública",0.014,0.026,0.02,0.053
"P16","La luminaria",0.025,0.025,0.032,0.006
"P16","No sabe",0.137,0.061,0.082,0.077
"P17","Agua corriente y cloacas",0.477,0.527,0.49,0.726
"P17","Energía eléctrica",0.159,0.069,0.088,0.101
"P17","Red de gas natural",0.085,0.199,0.103,0.021
"P17","Recolección de residuos",0.096,0.108,0.229,0.043
"P17","Ninguno",0.183,0.097,0.09,0.109
"P18","Los robos",0.486,0.53,0.526,0.546
"P18","El narcotráfico",0.223,0.162,0.098,0.128
"P18","La ausencia de patrulleros y personal policial",0.162,0.22,0.227,0.274
"P18","Otro",0.078,0.081,0.124,0.037
"P18","Ninguno",0.051,0.007,0.025,0.015
"P19","Positiva",0.429,0.191,0.101,0.094
"P19","Neutra",0.363,0.447,0.321,0.356
"P19","Negativa",0.179,0.28,0.52,0.342
"P19","No sabe",0.029,0.082,0.058,0.208
"P20","Positiva",0.474,0.199,0.046,0.075
"P20","Neutra",0.314,0.532,0.297,0.516
"P20","Negativa",0.126,0.226,0.62,0.285
"P20","No sabe",0.086,0.043,0.037,0.124
"P21","Al candidato del Frente de Todos",0.677,0.306,0.141,0.248
"P21","Al candidato de Juntos por el Cambio",0.12,0.199,0.387,0.341
"P21","Al candidato de la Izquierda",0.04,0.093,0.069,0.053
"P21","A otro candidato",0.037,0.107,0.264,0.238
"P21","No sabe",0.126,0.295,0.139,0.12
"P22","A Gustavo Menéndez",0.54,0.53,0.189,0.482
"P22","A Karina Menéndez",0.308,0.18,0.024,0.244
"P22","A Florencia Lizaraso",0.062,0.151,0.312,0.238
"P22","A Raúl Otahacé",0.058,0.015,0.151,0.036
"P22","No sabe",0.032,0.124,0.324,0
"P23","Frente de Todos y el peronismo",0.71,0.436,0.231,0.299
"P23","Cambiemos",0.099,0.18,0.376,0.265
"P23","Liberales",0.051,0.123,0.207,0.177
"P23","Izquierda",0.051,0.015,0.082,0.005
"P23","No sabe",0.089,0.246,0.104,0.254
"P25","A Alberto Fernández",0.213,0.186,0.137,0.501
"P25","A Sergio Massa",0.308,0.198,0.212,0.301
"P25","A algún candidato del peronismo",0.073,0.195,0.07,0.071
"P25","A algún candidato del kirchnerismo",0.406,0.421,0.581,0.127
"P26","A Alberto Fernández",0.162,0.167,0.148,0.205
"P26","A Sergio Massa",0.203,0.125,0.281,0.229
"P26","A algún candidato del peronismo",0.1,0.217,0.052,0.081
"P26","A Cristina Fernández de Kirchner",0.535,0.491,0.519,0.485
"P27","A Horacio Rodriguez Larreta",0.591,0.317,0.235,0.55
"P27","A Mauricio Macri",0.339,0.336,0.369,0.082
"P27","A Patricia Bullrich",0.07,0.161,0.34,0.327
"P27","A Facundo Manes",0,0.186,0.041,0.025
"P27","A Martín Lousteau",0,0,0.015,0.016
