"var","categoria","Si","No"
"P04","Tengo trabajo estable",0.48,0.421
"P04","Realizo changas o trabajos de vez en cuando",0.193,0.21
"P04","No tengo trabajo",0.141,0.189
"P04","Soy jubilado o pensionado",0.186,0.18
"P05","1",0.311,0.297
"P05","2",0.091,0.079
"P05","3",0.061,0.08
"P05","4",0.101,0.075
"P05","5",0.182,0.192
"P05","6",0.039,0.044
"P05","7",0.07,0.073
"P05","8",0.043,0.061
"P05","9",0.102,0.099
"P06","1",0.232,0.223
"P06","2",0.054,0.057
"P06","3",0.053,0.053
"P06","4",0.044,0.06
"P06","5",0.192,0.18
"P06","6",0.057,0.047
"P06","7",0.076,0.084
"P06","8",0.061,0.07
"P06","9",0.231,0.226
"P07","1",0.33,0.348
"P07","2",0.033,0.04
"P07","3",0.038,0.034
"P07","4",0.025,0.031
"P07","5",0.105,0.115
"P07","6",0.036,0.025
"P07","7",0.039,0.032
"P07","8",0.047,0.045
"P07","9",0.347,0.33
"P09","Del Frente de Todos y el peronismo",0.311,0.295
"P09","De Juntos por el cambio",0.354,0.319
"P09","De los Liberales libertarios",0.225,0.234
"P09","De la Izquierda",0.02,0.023
"P09","No sabe",0.09,0.129
"P10","A Alberto Fernández",0.117,0.12
"P10","A Sergio Massa",0.271,0.155
"P10","A algún candidato del peronismo",0.18,0.202
"P10","A algún candidato del kirchnerismo",0.432,0.523
"P11","A Alberto Fernández",0.081,0.095
"P11","A Sergio Massa",0.152,0.087
"P11","A algún candidato del peronismo",0.139,0.116
"P11","A Cristina Fernández de Kirchner",0.628,0.702
"P12","A Horacio Rodriguez Larreta",0.234,0.27
"P12","A Patricia Bullrich",0.666,0.623
"P12","A Facundo Manes",0.049,0.071
"P12","A Gerardo Morales",0.051,0.036
"P13","Lo votaría",0.137,0.113
"P13","Puede que lo vote",0.206,0.178
"P13","Nunca lo votaría",0.582,0.59
"P13","No sabe",0.075,0.119
"P14","Lo votaría",0.098,0.061
"P14","Puede que lo vote",0.148,0.163
"P14","Nunca lo votaría",0.703,0.699
"P14","No sabe",0.051,0.077
"P15","Lo votaría",0.116,0.114
"P15","Puede que lo vote",0.243,0.237
"P15","Nunca lo votaría",0.591,0.595
"P15","No sabe",0.05,0.054
"P16","Lo votaría",0.082,0.075
"P16","Puede que lo vote",0.222,0.226
"P16","Nunca lo votaría",0.591,0.583
"P16","No sabe",0.105,0.116
"P17","La votaría",0.319,0.279
"P17","Puede que la vote",0.184,0.189
"P17","Nunca la votaría",0.444,0.482
"P17","No sabe",0.053,0.05
"P18","Lo votaría",0.254,0.28
"P18","Puede que lo vote",0.177,0.153
"P18","Nunca lo votaría",0.529,0.52
"P18","No sabe",0.04,0.047
"P19","La votaría",0.145,0.121
"P19","Puede que la vote",0.239,0.215
"P19","Nunca la votaría",0.553,0.6
"P19","No sabe",0.063,0.064
"P20","Lo votaría",0.128,0.13
"P20","Puede que lo vote",0.181,0.135
"P20","Nunca lo votaría",0.616,0.653
"P20","No sabe",0.075,0.082
"P21","Lo votaría",0.119,0.107
"P21","Puede que lo vote",0.176,0.166
"P21","Nunca lo votaría",0.659,0.675
"P21","No sabe",0.046,0.052
"P22","Horacio Rodríguez Larreta por Juntos por el Cambio",0.081,0.065
"P22","Patricia Bullrich por Juntos por el Cambio",0.3,0.253
"P22","Facundo Manes por Juntos por el Cambio",0.043,0.048
"P22","Alberto Fernández por el Frente de Todos",0.052,0.042
"P22","Sergio Massa por el Frente de Todos",0.072,0.061
"P22","Wado de Pedro por el Frente de Todos",0.115,0.121
"P22","Daniel Scioli por el Frente de Todos",0.079,0.059
"P22","Javier Milei por los liberales libertarios",0.199,0.234
"P22","Al candidato del Frente de Izquierda",0.013,0.03
"P22","No sabe",0.046,0.087
"P23","Horacio Rodríguez Larreta por Juntos por el Cambio",0.066,0.065
"P23","Patricia Bullrich por Juntos por el Cambio",0.283,0.244
"P23","María Eugenia Vidal por Juntos por el Cambio",0.052,0.031
"P23","Facundo Manes por Juntos por el Cambio",0.042,0.051
"P23","Sergio Massa por el Frente de Todos",0.099,0.074
"P23","Wado de Pedro por el Frente de Todos",0.122,0.135
"P23","Daniel Scioli por el Frente de Todos",0.081,0.061
"P23","Javier Milei por los liberales libertarios",0.199,0.234
"P23","Al candidato del Frente de Izquierda",0.014,0.031
"P23","No sabe",0.042,0.074
"P24","Horacio Rodríguez Larreta por Juntos por el Cambio",0.069,0.063
"P24","Patricia Bullrich por Juntos por el Cambio",0.286,0.252
"P24","María Eugenia Vidal por Juntos por el Cambio",0.048,0.037
"P24","Facundo Manes por Juntos por el Cambio",0.046,0.041
"P24","Sergio Massa por el Frente de Todos",0.099,0.082
"P24","Wado de Pedro por el Frente de Todos",0.133,0.144
"P24","Alberto Fernández por el Frente de Todos",0.064,0.053
"P24","Javier Milei por los liberales libertarios",0.199,0.235
"P24","Al candidato del Frente de Izquierda",0.014,0.024
"P24","No sabe",0.042,0.069
"P25","Horacio Rodríguez Larreta por Juntos por el Cambio",0.075,0.067
"P25","Patricia Bullrich por Juntos por el Cambio",0.26,0.201
"P25","Facundo Manes por Juntos por el Cambio",0.082,0.092
"P25","Sergio Massa por el Frente de Todos",0.093,0.078
"P25","Wado de Pedro por el Frente de Todos",0.122,0.137
"P25","Daniel Scioli por el Frente de Todos",0.097,0.071
"P25","Javier Milei por los liberales libertario",0.131,0.158
"P25","Al candidato del Frente de Izquierda",0.1,0.127
"P25","No sabe",0.04,0.069
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.107,0.08
"P26","Patricia Bulrich por Juntos por el Cambio",0.288,0.264
"P26","Alberto Fernández por el Frente de Todos",0.073,0.083
"P26","Sergio Massa por el Frente de Todos",0.18,0.156
"P26","Javier Milei por los liberales libertarios",0.216,0.228
"P26","Al candidato del Frente de Izquierda",0.053,0.056
"P26","No sabe",0.083,0.133
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.095,0.088
"P27","Patricia Bullrich por Juntos por el Cambio",0.308,0.266
"P27","Wado de Pedro por el Frente de Todos",0.143,0.144
"P27","Sergio Massa por el Frente de Todos",0.147,0.114
"P27","Javier Milei por los liberales libertarios",0.221,0.25
"P27","Al candidato del Frente de Izquierda",0.029,0.042
"P27","No sabe",0.057,0.096
"P28","Horacio Rodríguez Larreta por Juntos por el Cambio",0.102,0.085
"P28","Patricia Bullrich por Juntos por el Cambio",0.305,0.263
"P28","Wado de Pedro por el Frente de Todos",0.145,0.154
"P28","Daniel Scioli por el Frente de Todos",0.133,0.118
"P28","Javier Milei por los liberales libertarios",0.229,0.255
"P28","Al candidato del Frente de Izquierda",0.025,0.042
"P28","No sabe",0.061,0.083
"P29","Horacio Rodríguez Larreta presidente – Gerardo Morales vice por Juntos por el Cambio",0.132,0.135
"P29","Patricia Bullrich presidenta – Gustavo Valdes vice por Juntos por el Cambio",0.259,0.213
"P29","Sergio Massa presidente – Ricardo Alfonsín vice por el Frente de Todos",0.136,0.106
"P29","Wado de Pedro presidente – Jorge Capitanich vice por el Frente de Todos",0.168,0.163
"P29","Javier Milei presidente y su candidato a vice",0.217,0.257
"P29","A los candidatos de la izquierda",0.022,0.034
"P29","No sabe",0.066,0.092
"P30","Alberto Fernández por el Frente de Todos",0.238,0.224
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.24,0.225
"P30","Javier Milei por los liberales libertarios",0.302,0.306
"P30","Al candidato del Frente de Izquierda",0.049,0.053
"P30","No sabe",0.171,0.192
"P31","Sergio Massa por el Frente de Todos",0.254,0.223
"P31","Horacio Rodríguez Larreta por Juntos por el Cambio",0.253,0.236
"P31","Javier Milei por los liberales libertarios",0.307,0.313
"P31","Al candidato del Frente de Izquierda",0.046,0.061
"P31","No sabe",0.14,0.167
"P32","Wado de Pedro por el Frente de Todos",0.26,0.239
"P32","Horacio Rodríguez Larreta por Juntos por el Cambio",0.267,0.238
"P32","Javier Milei por los liberales libertarios",0.304,0.316
"P32","Al candidato del Frente de Izquierda",0.028,0.049
"P32","No sabe",0.141,0.158
"P33","Daniel Scioli por el Frente de Todos",0.255,0.236
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.272,0.248
"P33","Javier Milei por los liberales libertarios",0.299,0.307
"P33","Al candidato del Frente de Izquierda",0.036,0.056
"P33","No sabe",0.138,0.153
"P34","Sergio Massa por el Frente de Todos",0.259,0.238
"P34","Patricia Bullrich por Juntos por el Cambio",0.368,0.326
"P34","Javier Milei por los liberales libertarios",0.232,0.252
"P34","Al candidato del Frente de Izquierda",0.045,0.054
"P34","No sabe",0.096,0.13
"P35","Alberto Fernández por el Frente de Todos",0.243,0.237
"P35","Patricia Bullrich por Juntos por el Cambio",0.374,0.327
"P35","Javier Milei por los liberales libertarios",0.226,0.26
"P35","Al candidato del Frente de Izquierda",0.053,0.055
"P35","No sabe",0.104,0.121
"P36","Wado de Pedro por el Frente de Todos",0.252,0.24
