"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.355,0.246,0.332,0.216
"P05","Bastante",0.266,0.379,0.324,0.22
"P05","Poco",0.137,0.255,0.139,0.17
"P05","Nada",0.207,0.12,0.169,0.227
"P05","No sabe",0.035,0,0.036,0.167
"P06","Siempre",0.251,0.162,0.194,0.137
"P06","Casi siempre",0.197,0.303,0.351,0.387
"P06","Casi nunca",0.223,0.348,0.32,0.288
"P06","Nunca, pero esta es una excepción",0.329,0.187,0.135,0.188
"P08","Al candidato del Frente de Todos",0.56,0.212,0.213,0.175
"P08","Al candidato de Juntos por el Cambio",0.123,0.308,0.239,0.264
"P08","Al candidato de los liberales - libertarios",0.039,0.181,0.391,0.168
"P08","Al candidato de la Izquierda",0,0.097,0.02,0.018
"P08","A otro candidato",0.121,0.077,0.046,0.077
"P08","No sabe",0.157,0.125,0.091,0.298
"P09","A Blanca Cantero por el Frente de Todos",0.161,0.301,0.172,0.155
"P09","A Federico García por el Frente de Todos",0.004,0.095,0.035,0.052
"P09","A Victor Rengifo por Juntos por el Cambio",0.135,0.114,0.276,0.222
"P09","A Mauro Arranz por Juntos por el Cambio",0.027,0.079,0.114,0.03
"P09","A Anibal Regueiro por un partido vecinal",0.332,0.091,0.096,0.041
"P09","A Eduardo Guardia por La Libertad Avanza",0.191,0.176,0.211,0.12
"P09","A Miguel Coria por el Frente de Izquierda",0.019,0.058,0.02,0.01
"P09","No sabe",0.131,0.086,0.076,0.37
"P12","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.082,0.192,0.189,0.164
"P12","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.052,0.035,0.043,0.007
"P12","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.093,0.189,0.192,0.26
"P12","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.006,0.143,0.154,0.018
"P12","A Anibal Regueiro por un partido vecinal",0.48,0.104,0.027,0.026
"P12","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.095,0.197,0.286,0.199
"P12","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.153,0.062,0.02,0.024
"P12","No sabe",0.039,0.078,0.089,0.302
"P15","La votaría",0.319,0.198,0.228,0.077
"P15","Puede que la vote",0.208,0.367,0.111,0.068
"P15","Nunca la votaría",0.31,0.355,0.615,0.216
"P15","No sabe",0.163,0.08,0.046,0.639
"P16","Lo votaría",0.242,0.125,0.069,0.01
"P16","Puede que lo vote",0.332,0.527,0.113,0.022
"P16","Nunca lo votaría",0.336,0.203,0.748,0.108
"P16","No sabe",0.09,0.145,0.07,0.86
"P17","Lo votaría",0.339,0.076,0.125,0.026
"P17","Puede que lo vote",0.171,0.546,0.1,0.027
"P17","Nunca lo votaría",0.38,0.223,0.724,0.125
"P17","No sabe",0.11,0.155,0.051,0.822
"P18","Lo votaría",0.358,0.016,0.049,0.008
"P18","Puede que lo vote",0.136,0.487,0.059,0.003
"P18","Nunca lo votaría",0.343,0.333,0.813,0.054
"P18","No sabe",0.163,0.164,0.079,0.935
"P20","Lo votaría",0.27,0.092,0.098,0.042
"P20","Puede que lo vote",0.252,0.512,0.087,0.004
"P20","Nunca lo votaría",0.39,0.308,0.741,0.033
"P20","No sabe",0.088,0.088,0.074,0.921
"P21","Lo votaría",0.312,0.081,0.071,0
"P21","Puede que lo vote",0.167,0.593,0.03,0.029
"P21","Nunca lo votaría",0.324,0.152,0.8,0.01
"P21","No sabe",0.197,0.174,0.099,0.961
"P22","Si",0.279,0.318,0.297,0.346
"P22","No",0.721,0.682,0.703,0.654
