"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.625,0.241,0.224,0.113
"P05","Bastante",0.222,0.547,0.266,0.176
"P05","Poco",0.071,0.157,0.283,0.152
"P05","Nada",0.057,0.051,0.188,0.444
"P05","No sabe",0.025,0.004,0.039,0.115
"P08","Al candidato del Frente de Todos",0.362,0.276,0.207,0.163
"P08","Al candidato de Juntos por el Cambio",0.286,0.289,0.216,0.2
"P08","Al candidato de los liberales - libertarios",0.202,0.159,0.281,0.198
"P08","Al candidato de la Izquierda",0.023,0.08,0.029,0.004
"P08","A otro candidato",0.063,0.064,0.05,0.168
"P08","No sabe",0.064,0.132,0.217,0.267
"P09","A Blanca Cantero por el Frente de Todos",0.221,0.192,0.188,0.247
"P09","A Federico García por el Frente de Todos",0.126,0.045,0.039,0.077
"P09","A Victor Rengifo por Juntos por el Cambio",0.205,0.126,0.224,0.14
"P09","A Mauro Arranz por Juntos por el Cambio",0.088,0.103,0.075,0.058
"P09","A Anibal Regueiro por un partido vecinal",0.137,0.13,0.098,0.035
"P09","A Eduardo Guardia por La Libertad Avanza",0.048,0.158,0.154,0.24
"P09","A Miguel Coria por el Frente de Izquierda",0.004,0.042,0.039,0.014
"P09","No sabe",0.171,0.204,0.183,0.189
"P12","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.203,0.211,0.191,0.224
"P12","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.081,0.067,0.023,0.032
"P12","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.2,0.161,0.21,0.176
"P12","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.103,0.106,0.075,0.08
"P12","A Anibal Regueiro por un partido vecinal",0.142,0.057,0.105,0.08
"P12","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.172,0.189,0.191,0.169
"P12","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.005,0.045,0.062,0.062
"P12","No sabe",0.094,0.164,0.143,0.177
"P15","La votaría",0.23,0.218,0.263,0.208
"P15","Puede que la vote",0.151,0.196,0.113,0.157
"P15","Nunca la votaría",0.47,0.411,0.397,0.315
"P15","No sabe",0.149,0.175,0.227,0.32
"P16","Lo votaría",0.159,0.09,0.082,0.08
"P16","Puede que lo vote",0.144,0.239,0.107,0.348
"P16","Nunca lo votaría",0.481,0.358,0.56,0.292
"P16","No sabe",0.216,0.313,0.251,0.28
"P17","Lo votaría",0.064,0.087,0.147,0.142
"P17","Puede que lo vote",0.197,0.174,0.138,0.243
"P17","Nunca lo votaría",0.471,0.455,0.489,0.37
"P17","No sabe",0.268,0.284,0.226,0.245
"P18","Lo votaría",0.086,0.028,0.079,0.13
"P18","Puede que lo vote",0.096,0.145,0.12,0.2
"P18","Nunca lo votaría",0.511,0.457,0.563,0.382
"P18","No sabe",0.307,0.37,0.238,0.288
"P19","Lo votaría",0.17,0.073,0.09,0.223
"P19","Puede que lo vote",0.181,0.185,0.23,0.209
"P19","Nunca lo votaría",0.477,0.475,0.466,0.332
"P19","No sabe",0.172,0.267,0.214,0.236
"P20","Lo votaría",0.163,0.086,0.119,0.069
"P20","Puede que lo vote",0.181,0.206,0.109,0.204
"P20","Nunca lo votaría",0.459,0.37,0.522,0.467
"P20","No sabe",0.197,0.338,0.25,0.26
"P21","Lo votaría",0.088,0.096,0.109,0.04
"P21","Puede que lo vote",0.152,0.133,0.154,0.191
"P21","Nunca lo votaría",0.471,0.403,0.513,0.343
"P21","No sabe",0.289,0.368,0.224,0.426
"P22","Si",0.379,0.444,0.242,0.151
"P22","No",0.621,0.556,0.758,0.849
