"var","categoria","Si","No"
"P05","Mucho",0.308,0.246
"P05","Bastante",0.384,0.255
"P05","Poco",0.126,0.202
"P05","Nada",0.173,0.205
"P05","No sabe",0.009,0.092
"P06","Siempre",0.201,0.148
"P06","Casi siempre",0.462,0.26
"P06","Casi nunca",0.233,0.328
"P06","Nunca, pero esta es una excepción",0.104,0.264
"P08","Al candidato del Frente de Todos",0.361,0.206
"P08","Al candidato de Juntos por el Cambio",0.15,0.262
"P08","Al candidato de los liberales - libertarios",0.249,0.245
"P08","Al candidato de la Izquierda",0.05,0.019
"P08","A otro candidato",0.057,0.086
"P08","No sabe",0.133,0.182
"P09","A Blanca Cantero por el Frente de Todos",0.268,0.16
"P09","A Federico García por el Frente de Todos",0.025,0.036
"P09","A Victor Rengifo por Juntos por el Cambio",0.138,0.197
"P09","A Mauro Arranz por Juntos por el Cambio",0.033,0.093
"P09","A Anibal Regueiro por un partido vecinal",0.196,0.079
"P09","A Eduardo Guardia por La Libertad Avanza",0.151,0.236
"P09","A Miguel Coria por el Frente de Izquierda",0.047,0.022
"P09","No sabe",0.142,0.177
"P12","A Blanca Cantero por el Frente de Todos con el apoyo de Sergio Massa",0.218,0.156
"P12","A Federico García por el Frente de Todos con el apoyo de La Cámpora",0.045,0.027
"P12","A Victor Rengifo por Juntos por el Cambio con el apoyo de Patricia Bullrich",0.171,0.189
"P12","A Mauro Arranz por Juntos por el Cambio con el apoyo de Horacio Rodriguez Larreta",0.072,0.079
"P12","A Anibal Regueiro por un partido vecinal",0.049,0.108
"P12","A Eduardo Guardia por La Libertad Avanza con el apoyo de Javier Milei",0.185,0.263
"P12","A Miguel Coria por el Frente de Izquierda con el apoyo de Myriam Bregman",0.083,0.041
"P12","No sabe",0.177,0.137
"P15","La votaría",0.284,0.187
"P15","Puede que la vote",0.141,0.159
"P15","Nunca la votaría",0.386,0.438
"P15","No sabe",0.189,0.216
"P16","Lo votaría",0.15,0.069
"P16","Puede que lo vote",0.212,0.225
"P16","Nunca lo votaría",0.277,0.45
"P16","No sabe",0.361,0.256
"P17","Lo votaría",0.153,0.106
"P17","Puede que lo vote",0.143,0.204
"P17","Nunca lo votaría",0.411,0.435
"P17","No sabe",0.293,0.255
"P18","Lo votaría",0.076,0.084
"P18","Puede que lo vote",0.128,0.17
"P18","Nunca lo votaría",0.5,0.445
"P18","No sabe",0.296,0.301
"P19","Lo votaría",0.114,0.133
"P19","Puede que lo vote",0.214,0.206
"P19","Nunca lo votaría",0.412,0.439
"P19","No sabe",0.26,0.222
"P20","Lo votaría",0.171,0.076
"P20","Puede que lo vote",0.143,0.204
"P20","Nunca lo votaría",0.378,0.467
"P20","No sabe",0.308,0.253
"P21","Lo votaría",0.151,0.051
"P21","Puede que lo vote",0.137,0.184
"P21","Nunca lo votaría",0.339,0.458
"P21","No sabe",0.373,0.307
