"var","categoria","Si","No"
"P05","Tengo trabajo estable",0.55,0.489
"P05","Realizo changas o trabajos de vez en cuando",0.14,0.185
"P05","No tengo trabajo",0.113,0.105
"P05","Soy jubilado o pensionado",0.197,0.221
"P06","1",0.294,0.305
"P06","2",0.065,0.054
"P06","3",0.061,0.04
"P06","4",0.081,0.051
"P06","5",0.182,0.22
"P06","6",0.057,0.052
"P06","7",0.096,0.074
"P06","8",0.044,0.034
"P06","9",0.12,0.17
"P07","1",0.257,0.272
"P07","2",0.057,0.04
"P07","3",0.033,0.033
"P07","4",0.034,0.043
"P07","5",0.18,0.187
"P07","6",0.061,0.046
"P07","7",0.084,0.065
"P07","8",0.085,0.054
"P07","9",0.209,0.26
"P08","1",0.378,0.359
"P08","2",0.028,0.029
"P08","3",0.038,0.026
"P08","4",0.023,0.029
"P08","5",0.117,0.129
"P08","6",0.013,0.021
"P08","7",0.042,0.03
"P08","8",0.035,0.04
"P08","9",0.326,0.337
"P10","Del Frente de Todos y el peronismo",0.315,0.318
"P10","De Cambiemos",0.393,0.322
"P10","De los Liberales libertarios",0.179,0.211
"P10","De la Izquierda",0.018,0.028
"P10","No sabe",0.095,0.121
"P11","A Alberto Fernández",0.124,0.092
"P11","A Sergio Massa",0.281,0.216
"P11","A algún candidato del peronismo",0.094,0.114
"P11","A algún candidato del kirchnerismo",0.501,0.578
"P12","A Alberto Fernández",0.045,0.039
"P12","A Sergio Massa",0.131,0.091
"P12","A algún candidato del peronismo",0.102,0.106
"P12","A Cristina Fernández de Kirchner",0.722,0.764
"P13","A Horacio Rodriguez Larreta",0.258,0.278
"P13","A Mauricio Macri",0.3,0.281
"P13","A Patricia Bullrich",0.39,0.379
"P13","A Facundo Manes",0.038,0.045
"P13","A Gerardo Morales",0.014,0.017
"P14","Seguro lo votaria",0.166,0.121
"P14","Quizás lo votaría",0.336,0.366
"P14","Nunca lo votaría",0.498,0.513
"P15","Lo votaría",0.29,0.288
"P15","Puede que lo vote",0.052,0.056
"P15","Nunca lo votaría",0.601,0.605
"P15","No sabe",0.057,0.051
"P16","Lo votaría",0.124,0.108
"P16","Puede que lo vote",0.192,0.201
"P16","Nunca lo votaría",0.612,0.591
"P16","No sabe",0.072,0.1
"P17","Lo votaría",0.209,0.177
"P17","Puede que lo vote",0.273,0.269
"P17","Nunca lo votaría",0.462,0.469
"P17","No sabe",0.056,0.085
"P18","Lo votaría",0.171,0.155
"P18","Puede que lo vote",0.247,0.235
"P18","Nunca lo votaría",0.473,0.497
"P18","No sabe",0.109,0.113
"P19","Lo votaría",0.147,0.141
"P19","Puede que lo vote",0.197,0.232
"P19","Nunca lo votaría",0.613,0.587
"P19","No sabe",0.043,0.04
"P20","Lo votaría",0.051,0.056
"P20","Puede que lo vote",0.206,0.186
"P20","Nunca lo votaría",0.566,0.572
"P20","No sabe",0.177,0.186
"P21","Lo votaría",0.231,0.193
"P21","Puede que lo vote",0.219,0.239
"P21","Nunca lo votaría",0.478,0.481
"P21","No sabe",0.072,0.087
"P22","Lo votaría",0.048,0.034
"P22","Puede que lo vote",0.107,0.086
"P22","Nunca lo votaría",0.554,0.608
"P22","No sabe",0.291,0.272
"P23","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.159,0.132
"P23","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.101,0.089
"P23","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.168,0.162
"P23","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.031,0.018
"P23","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.246,0.262
"P23","Cristina Fernández de Kirchner presidenta  - Sergio Massa gobernador por el Frente de Todos",0.086,0.101
"P23","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.148,0.15
"P23","A los candidatos de la izquierda",0.015,0.021
"P23","Otros candidatos",0.046,0.065
"P24","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.259,0.229
"P24","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.137,0.145
"P24","Alberto Fernández presidente – Gabriel Katopodis gobernador por el Frente de Todos",0.062,0.07
"P24","Sergio Massa presidente – Axel Kicillof Gobernador",0.242,0.253
"P24","Javier Milei presidente - José Luis Espert gobernador por los liberales",0.17,0.174
"P24","A los candidatos de la izquierda",0.037,0.049
"P24","Otros candidatos",0.093,0.08
"P26","Cristina Fernández de Kirchner presidenta – Sergio Massa gobernador por el Frente de Todos",0.313,0.319
"P26","Mauricio Macri presidente – Cristian Ritondo gobernador por Juntos por el Cambio",0.298,0.27
"P26","Javier Milei presidente – José Luis Espert gobernador por los liberales",0.213,0.227
"P26","A los candidatos de la izquierda",0.036,0.028
"P26","Otro candidato",0.14,0.156
"P28","Horacio Rodríguez Larreta presidente – Diego Santilli gobernador por Juntos por el Cambio",0.311,0.289
"P28","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.31,0.321
"P28","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.245,0.238
"P28","A los candidatos de la izquierda",0.016,0.018
"P28","Otro candidato",0.118,0.134
"P30","Patricia Bullrich presidenta – Joaquín de la Torre gobernador por Juntos por el Cambio",0.349,0.333
"P30","Cristina Fernández de Kirchner presidenta  - Axel Kicillof gobernador por el Frente de Todos",0.335,0.325
"P30","Javier Milei presidente – José Luis Espert  gobernador por los liberales",0.206,0.202
"P30","A los candidatos de la izquierda",0.019,0.016
"P30","Otro candidato",0.091,0.124
"P31","Sergio Massa por el Frente de Todos",0.28,0.261
"P31","Patricia Bullrich por Juntos por el Cambio",0.325,0.315
"P31","Javier Milei por los liberales libertarios",0.192,0.193
"P31","Nicolás del Caño por la izquierda",0.022,0.031
"P31","Otro candidato",0.093,0.108
"P31","Aún no lo tengo decidido",0.088,0.092
"P33","Sergio Massa por el Frente de Todos",0.27,0.261
"P33","Horacio Rodríguez Larreta por Juntos por el Cambio",0.261,0.273
"P33","Javier Milei por los liberales libertarios",0.247,0.229
"P33","Nicolás del Caño por la izquierda",0.026,0.034
"P33","Otro candidato",0.114,0.113
"P33","Aún no lo tengo decidido",0.082,0.09
"P34","Cristina Fernández de Kirchner por el Frente de Todos",0.312,0.319
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.281,0.271
"P34","Javier Milei por los liberales libertarios",0.251,0.229
"P34","Nicolás del Caño por la izquierda",0.023,0.026
"P34","Otro candidato",0.086,0.089
"P34","Aún no lo tengo decidido",0.047,0.066
"P35","Sergio Massa por el Frente de Todos",0.294,0.318
"P35","Mauricio Macri por Juntos por el Cambio",0.289,0.263
"P35","Javier Milei por los liberales libertarios",0.21,0.205
"P35","Nicolás del Caño por la izquierda",0.029,0.039
"P35","Otro candidato",0.115,0.11
"P35","Aún no lo tengo decidido",0.063,0.065
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.365,0.343
"P36","Mauricio Macri por Juntos por el Cambio",0.446,0.438
"P36","No sabe",0.189,0.219
"P37","Alberto Fernández por el Frente de Todos",0.286,0.271
"P37","Horacio Rodríguez Larreta por Juntos por el Cambio",0.433,0.415
"P37","No sabe",0.281,0.314
"P38","Sergio Massa presidente por el Frente de Todos",0.306,0.315
