"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.39,0.145,0.098,0.015,0.065
"P06","Casi siempre",0.276,0.464,0.369,0.089,0.135
"P06","Casi nunca",0.228,0.257,0.381,0.355,0.308
"P06","Nunca, pero esta es una excepción",0.106,0.134,0.152,0.541,0.492
"P08","Unión por la Patria",0.396,0.412,0.206,0.188,0.176
"P08","Juntos por el Cambio",0.252,0.283,0.434,0.232,0.216
"P08","De los Liberales libertarios",0.142,0.135,0.147,0.064,0
"P08","De la Izquierda",0.045,0.035,0.041,0.064,0
"P08","Hacemos por nuestro país",0.006,0.014,0,0.087,0
"P08","Otro",0.059,0.023,0.051,0.102,0.059
"P08","En blanco",0.028,0.005,0.006,0.111,0.218
"P08","No sabe",0.072,0.093,0.115,0.152,0.331
"P09","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.306,0.3,0.161,0.207,0.177
"P09","Juan Grabois a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria",0.147,0.114,0.032,0,0.111
"P09","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Pablo Cocuzza a intendente por Juntos por el Cambio",0.13,0.189,0.194,0.194,0.105
"P09","Horacio Rodríguez Larreta a presidente, Diego Santilli a gobernador y David Zencich a intendente por Juntos por el Cambio",0.103,0.091,0.251,0.086,0.087
"P09","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.14,0.168,0.143,0.134,0.018
"P09","Raul Othaceché a intendente por el frente vecinal crecer",0.034,0.008,0.073,0.004,0.132
"P09","Alguno de los candidatos a presidente, gobernador e intendente de la Izquierda",0.029,0.011,0.014,0.097,0
"P09","Guillermo Moreno a presidente, Luis D´elia a gobernador y Alberto Viscoti a intendente por Principios y valores",0.086,0.047,0.007,0.08,0
"P09","En blanco",0.001,0.001,0.005,0.124,0
"P09","No sabe",0.024,0.071,0.12,0.074,0.37
"P12","Lo votaría",0.328,0.296,0.128,0.157,0.227
"P12","Puede que lo vote",0.146,0.181,0.22,0.106,0.073
"P12","Nunca lo votaría",0.456,0.473,0.56,0.58,0.338
"P12","No sabe",0.07,0.05,0.092,0.157,0.362
"P13","Lo votaría",0.23,0.136,0.093,0.123,0.094
"P13","Puede que lo vote",0.163,0.21,0.088,0.108,0.127
"P13","Nunca lo votaría",0.523,0.578,0.716,0.625,0.322
"P13","No sabe",0.084,0.076,0.103,0.144,0.457
"P14","Lo votaría",0.222,0.206,0.243,0.374,0.045
"P14","Puede que lo vote",0.104,0.15,0.195,0.039,0.246
"P14","Nunca lo votaría",0.6,0.618,0.493,0.325,0.275
"P14","No sabe",0.074,0.026,0.069,0.262,0.434
"P15","Lo votaría",0.16,0.096,0.274,0.279,0.288
"P15","Puede que lo vote",0.138,0.196,0.165,0.038,0.1
"P15","Nunca lo votaría",0.654,0.639,0.488,0.454,0.225
"P15","No sabe",0.048,0.069,0.073,0.229,0.387
"P16","Lo votaría",0.182,0.158,0.163,0.299,0.024
"P16","Puede que lo vote",0.104,0.129,0.053,0.009,0
"P16","Nunca lo votaría",0.655,0.661,0.68,0.517,0.404
"P16","No sabe",0.059,0.052,0.104,0.175,0.572
"P17","Si",0.508,0.332,0.276,0.229,0.203
"P17","No",0.492,0.668,0.724,0.771,0.797
