"var","categoria","Si","No"
"P05","Mucho",0.439,0.307
"P05","Bastante",0.316,0.267
"P05","Poco",0.163,0.208
"P05","Nada",0.082,0.14
"P05","No sabe",0,0.078
"P06","Comunidad",0.518,0.167
"P06","MPN",0.139,0.159
"P06","Desarrollo Ciudadano",0.104,0.073
"P06","Partido Justicialista",0.092,0.039
"P06","Iguales",0.023,0.061
"P06","Otro",0.056,0.152
"P06","No sabe",0.068,0.349
"P07","Julieta Corroza por Comunidad",0.399,0.153
"P07","Sergio Soto por el MPN",0.195,0.086
"P07","Luis Bertolini por Desarrollo Ciudadano",0.119,0.177
"P07","Andrés Peressini por Iguales",0.068,0.074
"P07","Karina Ortiz por el PJ",0.073,0.052
"P07","No sabe",0.146,0.458
"P11","Julieta Corroza por Comunidad",0.403,0.192
"P11","Sergio Soto por el MPN",0.09,0.111
"P11","Luis Bertolini por Desarrollo Ciudadano",0.19,0.091
"P11","Andrés Peressini por Iguales",0.101,0.096
"P11","Karina Ortiz por el PJ",0.024,0.067
"P11","No sabe",0.192,0.443
"P15","Lo votaría",0.455,0.19
"P15","Puede que lo vote",0.228,0.202
"P15","Nunca lo votaría",0.211,0.288
"P15","No sabe",0.106,0.32
"P16","Lo votaría",0.196,0.132
"P16","Puede que lo vote",0.067,0.078
"P16","Nunca lo votaría",0.627,0.544
"P16","No sabe",0.11,0.246
"P17","Lo votaría",0.205,0.084
"P17","Puede que lo vote",0.148,0.155
"P17","Nunca lo votaría",0.501,0.406
"P17","No sabe",0.146,0.355
"P18","Lo votaría",0.205,0.099
"P18","Puede que lo vote",0.135,0.186
"P18","Nunca lo votaría",0.564,0.445
"P18","No sabe",0.096,0.27
"P19","Lo votaría",0.187,0.058
"P19","Puede que lo vote",0.128,0.124
"P19","Nunca lo votaría",0.524,0.487
"P19","No sabe",0.161,0.331
