"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P07","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.63,0.691,0.089,0.63
"P07","A David Zencich por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta y santilli",0.003,0.062,0.123,0.089
"P07","A Pablo Cocuzza por Juntos por el Cambio con el apoyo de Patricia Bullrich y joaquin de la torre ",0.179,0.135,0.035,0.067
"P07","Al candidato de Milei en el municipio de Merlo",0,0.059,0.47,0.024
"P07","Al candidato de Espert en la boleta de Espert gobernador",0.009,0,0.008,0.002
"P07","A Cristian Franco por el Frente de Izquierda",0.006,0.015,0.046,0.043
"P07","No sabe",0.173,0.038,0.229,0.145
"P09","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.802,0.883,0.089,0.767
"P09","A David Zencich por Juntos por el Cambio con el apoyo de Horacio Rodríguez Larreta, Patricia Bullrich y Mauricio Macri",0.182,0.019,0.158,0.01
"P09","Al candidato de Javier Milei en el municipio de Merlo",0,0,0.47,0.002
"P09","Al candidato de José Luis Espert en la boleta de Espert gobernador",0,0,0,0.005
"P09","A Cristian Franco por el Frente de Izquierda",0.006,0.01,0.025,0.077
"P09","No sabe",0.01,0.088,0.258,0.139
"P11","A Gustavo Menendez por el Frente de Todos con el apoyo de Cristina Kirchner, Sergio Massa y Alberto Fernández",0.878,0.888,0.089,0.645
"P11","A Pablo Cocuzza por Juntos por el Cambio con el apoyo de Patricia Bullrich, Horacio Rodríguez Larreta y Mauricio Macri",0.106,0.02,0.158,0.115
"P11","Al candidato de Javier Milei en el municipio de Merlo",0,0,0.47,0.018
"P11","Al candidato de José Luis Espert en la boleta de Espert gobernador",0,0,0,0
"P11","A Cristian Franco por el Frente de Izquierda",0.006,0.01,0.025,0.083
"P11","No sabe",0.01,0.082,0.258,0.139
"P13","Muy buena",0.189,0.188,0.012,0.27
"P13","Buena",0.229,0.393,0.617,0.262
"P13","Ni buena ni mala",0.197,0.363,0,0.081
"P13","Mala",0.254,0.01,0.239,0.178
"P13","Muy mala",0.018,0.046,0.066,0.138
"P13","No sabe",0.113,0,0.066,0.071
"P14","Muy buena",0.014,0.08,0.012,0.026
"P14","Buena",0.125,0.18,0.025,0.055
"P14","Ni buena ni mala",0.538,0.555,0.187,0.16
"P14","Mala",0,0.042,0.513,0.279
"P14","Muy mala",0.006,0.064,0.034,0.311
"P14","No sabe",0.317,0.079,0.229,0.169
"P15","Muy buena",0.012,0,0.025,0.024
"P15","Buena",0.125,0.293,0.133,0.066
"P15","Ni buena ni mala",0.516,0.431,0.535,0.22
"P15","Mala",0.028,0.092,0.263,0.208
"P15","Muy mala",0.014,0.096,0.024,0.303
"P15","No sabe",0.305,0.088,0.02,0.179
"P16","Muy buena",0.173,0.066,0,0.124
"P16","Buena",0.167,0.381,0.192,0.1
"P16","Ni buena ni mala",0.523,0.309,0.536,0.173
"P16","Mala",0.008,0.142,0.242,0.222
"P16","Muy mala",0.015,0.046,0.01,0.247
"P16","No sabe",0.114,0.056,0.02,0.134
"P17","Muy buena",0,0,0,0.023
"P17","Buena",0.134,0.294,0.506,0.06
"P17","Ni buena ni mala",0.533,0.366,0.227,0.317
"P17","Mala",0.004,0.052,0,0.127
"P17","Muy mala",0.003,0.01,0,0.144
"P17","No sabe",0.326,0.278,0.267,0.329
"P18","Lo votaría",0.319,0.25,0.077,0.409
"P18","Puede que lo vote",0.041,0.633,0.592,0.219
"P18","Nunca lo votaría",0.456,0.015,0.331,0.246
"P18","No sabe",0.184,0.102,0,0.126
"P19","Lo votaría",0.117,0.009,0.046,0.041
"P19","Puede que lo vote",0.037,0.085,0.078,0.118
"P19","Nunca lo votaría",0.497,0.533,0.406,0.655
"P19","No sabe",0.349,0.373,0.47,0.186
"P20","Lo votaría",0,0,0.037,0.036
"P20","Puede que lo vote",0.028,0.025,0.042,0.093
"P20","Nunca lo votaría",0.623,0.611,0.431,0.657
"P20","No sabe",0.349,0.364,0.49,0.214
"P21","Muy buena",0.508,0.499,0.019,0.735
"P21","Buena",0.032,0.331,0.278,0.122
"P21","Ni buena ni mala",0.451,0.111,0.656,0.042
"P21","Mala",0,0,0.012,0.032
"P21","Muy mala",0.009,0.013,0.035,0
"P21","No sabe",0,0.046,0,0.069
"P22","Muy buena",0,0.425,0.02,0.08
"P22","Buena",0.091,0.111,0,0.018
"P22","Ni buena ni mala",0.67,0.175,0.857,0.164
"P22","Mala",0.02,0.099,0.089,0.245
"P22","Muy mala",0.027,0.086,0.034,0.363
"P22","No sabe",0.192,0.104,0,0.13
"P23","Muy buena",0,0.293,0.01,0
"P23","Buena",0.012,0.089,0.025,0.057
"P23","Ni buena ni mala",0.749,0.293,0.878,0.093
"P23","Mala",0.024,0.092,0.063,0.251
"P23","Muy mala",0.02,0.106,0.024,0.471
"P23","No sabe",0.195,0.127,0,0.128
"P24","Muy buena",0,0.071,0.133,0.023
"P24","Buena",0.012,0.282,0.025,0
"P24","Ni buena ni mala",0.751,0.27,0.525,0.086
"P24","Mala",0.014,0.105,0.263,0.226
"P24","Muy mala",0.031,0.139,0.054,0.546
"P24","No sabe",0.192,0.133,0,0.119
"P25","Muy buena",0,0.312,0.01,0
"P25","Buena",0.003,0.068,0,0.065
"P25","Ni buena ni mala",0.742,0.263,0.655,0.098
"P25","Mala",0.02,0.136,0.053,0.185
"P25","Muy mala",0.034,0.051,0.282,0.476
"P25","No sabe",0.201,0.17,0,0.176
"P26","Lo votaría",0.523,0.571,0.317,0.883
"P26","Puede que lo vote",0.033,0.286,0.032,0.04
"P26","Nunca lo votaría",0.271,0.033,0.181,0.005
"P26","No sabe",0.173,0.11,0.47,0.072
"P27","Lo votaría",0,0.282,0.039,0.051
"P27","Puede que lo vote",0.069,0.171,0.495,0.008
"P27","Nunca lo votaría",0.579,0.461,0.466,0.774
"P27","No sabe",0.352,0.086,0,0.167
"P28","Lo votaría",0,0,0.035,0.018
"P28","Puede que lo vote",0.078,0.315,0.483,0.016
"P28","Nunca lo votaría",0.57,0.352,0.482,0.731
"P28","No sabe",0.352,0.333,0,0.235
"P29","Lo votaría",0,0.342,0.035,0.03
"P29","Puede que lo vote",0.069,0.011,0.483,0
"P29","Nunca lo votaría",0.547,0.467,0.482,0.692
"P29","No sabe",0.384,0.18,0,0.278
"P30","Lo votaría",0,0.282,0.02,0.042
"P30","Puede que lo vote",0.003,0.133,0.518,0.064
"P30","Nunca lo votaría",0.626,0.433,0.42,0.65
"P30","No sabe",0.371,0.152,0.042,0.244
"P31","La seguridad",0.544,0.31,0,0.09
"P31","El tránsito",0.003,0.059,0,0.003
"P31","El arreglo de las calles",0.199,0.3,0.013,0.197
"P31","Los parques y espacios públicos",0.007,0.169,0.307,0.381
"P31","El sistema de salud",0.18,0,0,0.017
"P31","La limpieza de las calles",0.027,0,0,0.036
"P31","El deporte y la cultura",0.012,0.03,0.01,0.1
"P31","La luminaria",0,0.025,0.021,0.004
"P31","No sabe",0.028,0.107,0.649,0.172
"P32","La seguridad",0.478,0.501,0.876,0.304
"P32","El tránsito",0.177,0.14,0.015,0.025
"P32","El arreglo de las calles",0.023,0.184,0.032,0.294
"P32","Los parques y espacios públicos",0,0.005,0.01,0.013
"P32","El sistema de salud",0.182,0.071,0,0.168
"P32","La limpieza de las calles",0.134,0.019,0,0.017
"P32","El deporte y la cultura",0,0,0,0.035
"P32","La luminaria",0,0.01,0.026,0.002
"P32","No sabe",0.006,0.07,0.041,0.142
"P33","Agua corriente y cloacas",0.51,0.688,0.406,0.388
"P33","Energía eléctrica",0.167,0.184,0.025,0.115
"P33","Red de gas natural",0.113,0.017,0,0.233
