"var","categoria","Agua corriente y cloacas","Energía eléctrica","Red de gas natural","Recolección de residuos","Ninguno"
"P07","Al candidato del Frente de Todos",0.329,0.276,0.535,0.39,0.39
"P07","Al candidato de Juntos por el Cambio",0.329,0.327,0.273,0.345,0.212
"P07","Al candidato de los liberales - libertarios",0.136,0.255,0.027,0.146,0.113
"P07","Al candidato de la Izquierda",0.075,0.029,0.121,0.017,0.019
"P07","A otro candidato",0.047,0.047,0.015,0.054,0.088
"P07","No sabe",0.084,0.066,0.029,0.048,0.178
"P08","A Julio Zamora por el Frente de Todos",0.304,0.267,0.575,0.141,0.417
"P08","A Malena Galmarini por el Frente de Todos",0.102,0.069,0.007,0.315,0.121
"P08","A Segundo Cernadas por Cambiemos",0.252,0.223,0.16,0.237,0.136
"P08","A Nicolás Massot por Cambiemos",0.085,0.098,0.019,0.105,0.049
"P08","Al candidato de los liberales libertarios",0.134,0.235,0.17,0.149,0.135
"P08","A Paula Akerfeld por el Frente de Izquierda",0.077,0.042,0.031,0.025,0.012
"P08","No sabe",0.046,0.066,0.038,0.028,0.13
"P10","A Julio Zamora por el Frente de Todos",0.356,0.334,0.501,0.247,0.439
"P10","A Segundo Cernadas por Cambiemos",0.242,0.292,0.221,0.304,0.151
"P10","Al candidato de los liberales libertarios",0.175,0.178,0.193,0.207,0.204
"P10","A Paula Akerfeld por el Frente de Izquierda",0.042,0.039,0.035,0.022,0.041
"P10","No sabe",0.185,0.157,0.05,0.22,0.165
"P12","A Malena Galmarini por el Frente de Todos",0.259,0.216,0.601,0.449,0.337
"P12","A Segundo Cernadas por Cambiemos",0.339,0.368,0.188,0.278,0.232
"P12","Al candidato de los liberales libertarios",0.138,0.262,0.05,0.172,0.143
"P12","A Paula Akerfeld por el Frente de Izquierda",0.062,0.031,0.051,0.036,0.055
"P12","No sabe",0.202,0.123,0.11,0.065,0.233
"P14","Muy buena",0.139,0.112,0.146,0.237,0.111
"P14","Buena",0.086,0.049,0.384,0.174,0.236
"P14","Ni buena ni mala",0.177,0.147,0.218,0.101,0.286
"P14","Mala",0.156,0.177,0.126,0.062,0.054
"P14","Muy mala",0.375,0.397,0.068,0.408,0.221
"P14","No sabe",0.067,0.118,0.058,0.018,0.092
"P15","Muy buena",0.161,0.158,0.134,0.375,0.295
"P15","Buena",0.21,0.163,0.578,0.152,0.172
"P15","Ni buena ni mala",0.264,0.206,0.193,0.206,0.253
"P15","Mala",0.175,0.227,0.032,0.097,0.132
"P15","Muy mala",0.183,0.231,0.063,0.147,0.099
"P15","No sabe",0.007,0.015,0,0.023,0.049
"P16","Muy buena",0.211,0.175,0.162,0.099,0.048
"P16","Buena",0.14,0.29,0.128,0.119,0.127
"P16","Ni buena ni mala",0.279,0.226,0.31,0.311,0.434
"P16","Mala",0.061,0.095,0.272,0.151,0.122
"P16","Muy mala",0.17,0.104,0.061,0.307,0.096
"P16","No sabe",0.139,0.11,0.067,0.013,0.173
"P17","Muy buena",0.07,0.076,0.149,0.172,0.031
"P17","Buena",0.047,0.014,0.1,0.087,0.014
"P17","Ni buena ni mala",0.318,0.311,0.359,0.176,0.417
"P17","Mala",0.09,0.152,0.023,0.074,0.059
"P17","Muy mala",0.078,0.09,0.005,0.151,0.016
"P17","No sabe",0.397,0.357,0.364,0.34,0.463
"P18","Muy buena",0.109,0.108,0.131,0.087,0.082
"P18","Buena",0.073,0.101,0.093,0.048,0.121
"P18","Ni buena ni mala",0.367,0.424,0.59,0.478,0.301
"P18","Mala",0.084,0.069,0.027,0.148,0.094
"P18","Muy mala",0.153,0.131,0.039,0.164,0.095
"P18","No sabe",0.214,0.167,0.12,0.075,0.307
"P19","Muy buena",0.166,0.139,0.49,0.188,0.251
"P19","Buena",0.205,0.17,0.21,0.236,0.232
"P19","Ni buena ni mala",0.241,0.277,0.185,0.262,0.207
