"var","categoria","A Horacio Rodriguez Larreta","A Mauricio Macri","A Patricia Bullrich","A Facundo Manes","A Gerardo Morales"
"P07","Al candidato del Frente de Todos",0.356,0.087,0.027,0.63,0.817
"P07","Al candidato de Juntos por el Cambio",0.364,0.514,0.368,0.165,0.034
"P07","Al candidato de los liberales - libertarios",0.108,0.155,0.405,0.034,0
"P07","Al candidato de la Izquierda",0.097,0,0.096,0.069,0.035
"P07","A otro candidato",0.024,0.102,0.083,0.016,0.017
"P07","No sabe",0.051,0.142,0.021,0.086,0.097
"P08","A Julio Zamora por el Frente de Todos",0.294,0.175,0.078,0.388,0.533
"P08","A Malena Galmarini por el Frente de Todos",0.136,0,0.011,0.323,0.323
"P08","A Segundo Cernadas por Cambiemos",0.292,0.524,0.22,0.15,0.04
"P08","A Nicolás Massot por Cambiemos",0.043,0.101,0.168,0.006,0.034
"P08","Al candidato de los liberales libertarios",0.034,0.053,0.495,0.056,0
"P08","A Paula Akerfeld por el Frente de Izquierda",0.111,0.11,0.014,0.069,0.035
"P08","No sabe",0.09,0.037,0.014,0.008,0.035
"P10","A Julio Zamora por el Frente de Todos",0.382,0.159,0.144,0.542,0.776
"P10","A Segundo Cernadas por Cambiemos",0.289,0.506,0.215,0.021,0.034
"P10","Al candidato de los liberales libertarios",0.079,0.168,0.477,0.123,0
"P10","A Paula Akerfeld por el Frente de Izquierda",0.01,0,0.028,0.061,0.035
"P10","No sabe",0.24,0.167,0.136,0.253,0.155
"P12","A Malena Galmarini por el Frente de Todos",0.227,0.088,0.025,0.44,0.773
"P12","A Segundo Cernadas por Cambiemos",0.385,0.596,0.409,0.078,0.034
"P12","Al candidato de los liberales libertarios",0.079,0.069,0.416,0.061,0
"P12","A Paula Akerfeld por el Frente de Izquierda",0.136,0.007,0.007,0.196,0.035
"P12","No sabe",0.173,0.24,0.143,0.225,0.158
"P14","Muy buena",0.2,0.078,0.014,0.241,0.245
"P14","Buena",0.074,0.026,0.005,0.15,0.178
"P14","Ni buena ni mala",0.153,0.247,0.134,0.236,0.337
"P14","Mala",0.261,0.121,0.125,0.202,0.047
"P14","Muy mala",0.269,0.511,0.697,0.142,0.069
"P14","No sabe",0.043,0.017,0.025,0.029,0.124
"P15","Muy buena",0.189,0.043,0.139,0.208,0.44
"P15","Buena",0.221,0.048,0.121,0.281,0.355
"P15","Ni buena ni mala",0.268,0.374,0.274,0.252,0.135
"P15","Mala",0.18,0.196,0.168,0.161,0
"P15","Muy mala",0.101,0.322,0.296,0.098,0.07
"P15","No sabe",0.041,0.017,0.002,0,0
"P16","Muy buena",0.176,0.459,0.339,0,0.024
"P16","Buena",0.205,0.122,0.236,0.01,0.029
"P16","Ni buena ni mala",0.37,0.345,0.235,0.232,0.381
"P16","Mala",0.093,0.036,0.078,0.173,0
"P16","Muy mala",0.117,0.007,0.091,0.391,0.168
"P16","No sabe",0.039,0.031,0.021,0.194,0.398
"P17","Muy buena",0,0.016,0.169,0,0
"P17","Buena",0.014,0.018,0.051,0.005,0.312
"P17","Ni buena ni mala",0.34,0.352,0.377,0.319,0.342
"P17","Mala",0.09,0.104,0.103,0.046,0
"P17","Muy mala",0.081,0.2,0.048,0.058,0.064
"P17","No sabe",0.475,0.31,0.252,0.572,0.282
"P18","Muy buena",0.046,0.146,0.299,0.034,0.034
"P18","Buena",0.009,0.101,0.12,0.035,0
"P18","Ni buena ni mala",0.434,0.347,0.284,0.255,0.638
"P18","Mala",0.144,0.076,0.053,0.178,0.037
"P18","Muy mala",0.121,0.181,0.078,0.251,0.167
"P18","No sabe",0.246,0.149,0.166,0.247,0.124
"P19","Muy buena",0.217,0.025,0.101,0.18,0.575
"P19","Buena",0.25,0.157,0.158,0.219,0.202
"P19","Ni buena ni mala",0.248,0.291,0.101,0.375,0.12
"P19","Mala",0.21,0.313,0.352,0.187,0.015
"P19","Muy mala",0.068,0.208,0.277,0.039,0.07
"P19","No sabe",0.007,0.006,0.011,0,0.018
"P20","Que continúe el intendente Julio Zamora",0.111,0.035,0.111,0.193,0.438
"P20","Que continúe Julio Zamora pero con mejoras",0.377,0.17,0.164,0.466,0.113
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.215,0.133,0.152,0.079,0.047
"P20","Que cambie el intendente Julio Zamora",0.297,0.662,0.573,0.262,0.402
"P21","Es kirchnerista",0.252,0.089,0.102,0.014,0.16
"P21","Forma parte del Frente de Todos",0.348,0.097,0.145,0.549,0.189
"P21","Es un hombre de Massa",0.141,0.245,0.077,0.089,0.252
"P21","Es un peronista independiente de centro",0.027,0.321,0.19,0.229,0
"P21","Es un oportunista y está donde le conviene",0.07,0.205,0.464,0.054,0.024
"P21","No sabe",0.162,0.043,0.022,0.065,0.375
"P22","Son lo mismo aunque estén en espacios politoca diferentes",0.164,0.231,0.342,0.068,0.046
"P22","Son aliados tácticos pero lo ocultan",0.046,0.051,0.066,0.09,0.002
"P22","Son adversarios políticos",0.492,0.622,0.403,0.506,0.417
"P22","No sabe",0.298,0.096,0.189,0.336,0.535
"P23","Son lo mismo, ambos son de Massa",0.255,0.231,0.278,0.063,0.06
"P23","Son aliados en el Frente de Todos pero compiten",0.31,0.407,0.431,0.498,0.476
"P23","Son enemigos porque Zamora traicionó a Massa",0.151,0.248,0.146,0.189,0.024
"P23","No sabe",0.284,0.114,0.145,0.25,0.44
"P24","La seguridad",0.261,0.182,0.487,0.072,0.103
"P24","El tránsito",0.069,0.028,0.048,0.059,0.238
"P24","El arreglo de las calles",0.094,0.186,0.02,0.06,0.394
"P24","El estado de las escuelas y la educación",0.013,0.009,0.01,0.013,0
"P24","El sistema de salud",0.048,0.038,0.044,0.071,0.031
"P24","El deporte y la cultura",0.089,0.051,0.077,0.506,0
"P24","La obra pública",0.021,0,0.009,0.084,0.007
"P24","La luminaria",0.256,0.157,0.142,0.052,0.015
"P24","No sabe",0.149,0.349,0.163,0.083,0.212
"P25","La seguridad",0.112,0.121,0.162,0.019,0.343
"P25","El tránsito",0.194,0.122,0.395,0.11,0.158
"P25","El arreglo de las calles",0.135,0.285,0.171,0.16,0.135
"P25","El estado de las escuelas y la educación",0.161,0.07,0.113,0.048,0
"P25","El sistema de salud",0.329,0.199,0.077,0.231,0.062
"P25","El deporte y la cultura",0,0,0.023,0.258,0.238
"P25","La obra pública",0.038,0.048,0.038,0.021,0
"P25","La luminaria",0,0.115,0,0.046,0
"P25","No sabe",0.031,0.04,0.021,0.107,0.064
"P26","Agua corriente y cloacas",0.924,0.929,0.787,0.893,0.916
"P26","Energía eléctrica",0.019,0.061,0.038,0.044,0.084
"P26","Red de gas natural",0.008,0,0,0.006,0
"P26","Recolección de residuos",0.046,0.005,0.009,0.057,0
"P26","Ninguno",0.003,0.005,0.166,0,0
"P27","Los robos",0.253,0.444,0.203,0.352,0.316
"P27","El narcotráfico",0.363,0.207,0.243,0.276,0.12
"P27","La ausencia de patrulleros y personal policial",0.19,0.115,0.302,0.078,0.191
"P27","Otro",0.091,0.225,0.076,0.221,0.057
"P27","Ninguno",0.103,0.009,0.176,0.073,0.316
"P33","Seguro lo votaria",0.283,0.371,0.329,0.051,0.002
"P33","Quizás lo votaría",0.227,0.386,0.274,0.053,0.094
"P33","Nunca lo votaría",0.49,0.243,0.397,0.896,0.904
"P34","Muy buena",0.147,0.138,0.022,0.012,0.345
"P34","Buena",0.068,0.256,0.016,0.317,0.083
"P34","Ni buena ni mala",0.221,0.042,0.081,0.502,0.534
"P34","Mala",0.268,0.056,0.037,0.129,0.002
"P34","Muy mala",0.271,0.508,0.841,0.04,0.036
"P34","No sabe",0.025,0,0.003,0,0
"P35","Muy buena",0.101,0.56,0.102,0,0
"P35","Buena",0.266,0.366,0.33,0.041,0.052
"P35","Ni buena ni mala",0.133,0.017,0.297,0.135,0
"P35","Mala",0.247,0.027,0.065,0.057,0.136
"P35","Muy mala",0.244,0.021,0.206,0.754,0.747
"P35","No sabe",0.009,0.009,0,0.013,0.065
"P36","Muy buena",0.201,0.083,0.016,0.613,0.373
"P36","Buena",0.056,0.254,0.003,0.077,0.018
