"var","categoria","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza","En blanco","No sabe"
"P06","Mucho",0.578,0.582,0.662,0.521
"P06","Bastante",0.318,0.265,0.253,0.28
"P06","Poco",0.077,0.116,0.062,0.142
"P06","Nada",0.023,0.033,0.019,0.023
"P06","No sabe",0.004,0.004,0.004,0.034
"P07","Siempre",0.304,0.271,0.191,0.157
"P07","Casi siempre",0.419,0.353,0.454,0.405
"P07","Casi nunca",0.219,0.302,0.317,0.38
"P07","Nunca, pero esta es una excepción",0.058,0.074,0.038,0.058
"P09","Gran excedente habitual",0.016,0.022,0.026,0.009
"P09","Gran excedente excepcional",0.026,0.022,0.028,0.04
"P09","Pequeño excedente habitual",0.119,0.109,0.152,0.063
"P09","Pequeño excedente excepcional",0.168,0.142,0.177,0.163
"P09","Alcanza gastos familia",0.153,0.146,0.131,0.126
"P09","No alcanza gastos familia",0.063,0.061,0.026,0.101
"P09","Solo NBFamiliares",0.236,0.262,0.281,0.253
"P09","No alcanza NBFamiliares",0.207,0.226,0.177,0.234
"P09","No sabe",0.012,0.01,0.002,0.011
"P10","Tiene Decidido que va a ir a votar",0.909,0.923,0.914,0.816
"P10","Tiene dudas sobre si va a ir a  votar",0.063,0.057,0.071,0.106
"P10","Tiene Decidido que no va a ir a votar",0.028,0.02,0.015,0.078
"P13","Unión por la Patria",0.122,0.102,0.781,0.45
"P13","Juntos por el Cambio ",0.665,0.123,0.062,0.094
"P13","Liberales",0.108,0.609,0.026,0.048
"P13","Izquierda",0.042,0.028,0.07,0.11
"P13","Hacemos por Nuestro país",0.017,0.086,0.03,0.029
"P13","No sabe",0.046,0.052,0.031,0.269
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.144,0.123,0.757,0.506
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.709,0.196,0.064,0.104
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.093,0.642,0.073,0.058
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.012,0.026,0.048
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.006,0.013,0.05,0.078
"P14","En blanco",0.021,0.013,0.022,0.063
"P14","No sabe",0.009,0.001,0.008,0.143
"P17","Totalmente seguro",0.713,0.676,0.721,0.537
"P17","Bastante seguro",0.15,0.172,0.149,0.114
"P17","Algo seguro",0.109,0.096,0.081,0.139
"P17","Para nada seguro",0.028,0.056,0.049,0.21
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.334,0.188,0.045,0.043
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.2,0.413,0.015,0.04
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.18,0.153,0.148,0.297
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.201,0.143,0.389,0.335
"P22","En blanco",0.054,0.103,0.324,0.008
"P22","No sabe",0.031,0,0.079,0.277
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.073,0.153,0.176,0.147
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.349,0.659,0.181,0.14
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.163,0.077,0.326,0.159
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.022,0.013,0.117,0.047
"P25","En blanco",0.269,0.042,0.2,0.139
"P25","No sabe",0.124,0.056,0,0.368
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.2,0.075,0.291,0.337
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.478,0.431,0.258,0.409
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.19,0.169,0.27,0.107
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.114,0.028,0.119,0.043
"P28","En blanco",0,0.258,0.062,0.104
"P28","No sabe",0.018,0.039,0,0
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.448,0.522,0.078,0.141
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.306,0.24,0.08,0.134
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.149,0.121,0.57,0.298
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.034,0.04,0.157,0.192
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.032,0.045,0.097,0.093
"P36","No sabe",0.031,0.032,0.018,0.142
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.232,0.131,0.742,0.462
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.699,0.557,0.043,0.134
"P37","En blanco",0.047,0.259,0.186,0.026
"P37","No sabe",0.022,0.053,0.029,0.378
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.242,0.141,0.777,0.528
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.349,0.789,0.023,0.047
"P39","En blanco",0.295,0.045,0.182,0.028
"P39","No sabe",0.114,0.025,0.018,0.397
"P40","Lo votaría",0.222,0.114,0.734,0.516
"P40","Puede que lo vote",0.091,0.192,0.104,0.137
"P40","Nunca lo votaría",0.657,0.656,0.153,0.183
"P40","No sabe",0.03,0.038,0.009,0.164
"P41","Lo votaría",0.715,0.215,0.129,0.096
"P41","Puede que lo vote",0.086,0.259,0.041,0.115
"P41","Nunca lo votaría",0.169,0.456,0.807,0.615
"P41","No sabe",0.03,0.07,0.023,0.174
"P42","Lo votaría",0.207,0.62,0.037,0.043
"P42","Puede que lo vote",0.237,0.194,0.019,0.124
"P42","Nunca lo votaría",0.496,0.14,0.931,0.688
"P42","No sabe",0.06,0.046,0.013,0.145
"P43","Lo votaría",0.063,0.113,0.174,0.163
"P43","Puede que lo vote",0.132,0.119,0.356,0.292
"P43","Nunca lo votaría",0.77,0.716,0.43,0.36
"P43","No sabe",0.035,0.052,0.04,0.185
"P44","Lo votaría",0.077,0.088,0.083,0.061
"P44","Puede que lo vote",0.258,0.244,0.227,0.263
"P44","Nunca lo votaría",0.61,0.615,0.615,0.441
"P44","No sabe",0.055,0.053,0.075,0.235
"P53","Sergio Massa y Javier Milei",0.181,0.377,0.729,0.537
"P53","Patricia Bullrich y Javier Milei",0.63,0.486,0.086,0.162
"P53","Sergio Massa y Patricia Bullrich",0.189,0.137,0.185,0.301
"P54","Muy buena",0.069,0.061,0.112,0.075
"P54","Buena",0.109,0.131,0.086,0.146
"P54","Regular",0.089,0.068,0.422,0.247
"P54","Mala",0.208,0.19,0.265,0.305
