"var","categoria","Muy positivo","Positivo","Neutral","Algo negativo","Negativo","No sabe"
"P06","Mucho",0.662,0.533,0.659,0.575,0.652,0.402
"P06","Bastante",0.249,0.368,0.201,0.303,0.27,0.357
"P06","Poco",0.064,0.084,0.12,0.118,0.068,0.129
"P06","Nada",0.017,0.015,0.012,0.004,0.006,0.024
"P06","No sabe",0.008,0,0.008,0,0.004,0.088
"P07","Siempre",0.29,0.218,0.316,0.211,0.358,0.283
"P07","Casi siempre",0.345,0.531,0.405,0.535,0.423,0.54
"P07","Casi nunca",0.308,0.234,0.22,0.173,0.187,0.177
"P07","Nunca, pero esta es una excepción",0.057,0.017,0.059,0.081,0.032,0
"P09","Gran excedente habitual",0.022,0.027,0.007,0.015,0.015,0.008
"P09","Gran excedente excepcional",0.017,0.052,0.014,0.017,0.018,0.034
"P09","Pequeño excedente habitual",0.137,0.133,0.091,0.208,0.085,0.077
"P09","Pequeño excedente excepcional",0.138,0.111,0.176,0.113,0.24,0.258
"P09","Alcanza gastos familia",0.153,0.132,0.144,0.218,0.16,0.069
"P09","No alcanza gastos familia",0.038,0.047,0.056,0.111,0.087,0.071
"P09","Solo NBFamiliares",0.252,0.284,0.316,0.193,0.206,0.214
"P09","No alcanza NBFamiliares",0.243,0.199,0.174,0.121,0.189,0.149
"P09","No sabe",0,0.015,0.022,0.004,0,0.12
"P10","Tiene Decidido que va a ir a votar",0.927,0.875,0.886,0.927,0.886,0.775
"P10","Tiene dudas sobre si va a ir a  votar",0.063,0.086,0.105,0.042,0.069,0.041
"P10","Tiene Decidido que no va a ir a votar",0.01,0.039,0.009,0.031,0.045,0.184
"P13","Unión por la Patria",0.69,0.357,0.109,0.061,0.086,0.18
"P13","Juntos por el Cambio ",0.116,0.288,0.473,0.543,0.456,0.464
"P13","Liberales",0.058,0.163,0.277,0.285,0.295,0.038
"P13","Izquierda",0.052,0.061,0.055,0.023,0.099,0
"P13","Hacemos por Nuestro país",0.031,0.043,0.04,0.013,0.024,0.027
"P13","No sabe",0.053,0.088,0.046,0.075,0.04,0.291
