"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.631,0.564,0.457,0.395
"P06","Bastante",0.261,0.326,0.281,0.299
"P06","Poco",0.075,0.087,0.193,0.182
"P06","Nada",0.029,0.017,0.056,0.106
"P06","No sabe",0.004,0.006,0.013,0.018
"P07","Siempre",0.277,0.195,0.23,0.087
"P07","Casi siempre",0.419,0.469,0.303,0.28
"P07","Casi nunca",0.242,0.287,0.384,0.513
"P07","Nunca, pero esta es una excepción",0.062,0.049,0.083,0.12
"P09","Gran excedente habitual",0.021,0.018,0.019,0.004
"P09","Gran excedente excepcional",0.032,0.012,0.046,0
"P09","Pequeño excedente habitual",0.12,0.114,0.156,0.084
"P09","Pequeño excedente excepcional",0.165,0.165,0.12,0.115
"P09","Alcanza gastos familia",0.141,0.128,0.133,0.178
"P09","No alcanza gastos familia",0.046,0.085,0.088,0.079
"P09","Solo NBFamiliares",0.265,0.231,0.23,0.209
"P09","No alcanza NBFamiliares",0.202,0.235,0.195,0.331
"P09","No sabe",0.008,0.012,0.013,0
"P10","Tiene Decidido que va a ir a votar",0.918,0.907,0.827,0.706
"P10","Tiene dudas sobre si va a ir a  votar",0.057,0.072,0.119,0.211
"P10","Tiene Decidido que no va a ir a votar",0.025,0.021,0.054,0.083
"P13","Unión por la Patria",0.377,0.269,0.285,0.091
"P13","Juntos por el Cambio ",0.329,0.323,0.257,0.136
"P13","Liberales",0.182,0.243,0.175,0.119
"P13","Izquierda",0.049,0.075,0.066,0.033
"P13","Hacemos por Nuestro país",0.028,0.05,0.086,0.087
"P13","No sabe",0.035,0.04,0.131,0.534
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.376,0.341,0.269,0.174
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.365,0.365,0.35,0.078
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.199,0.227,0.221,0.19
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.024,0.018,0.006,0.108
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.024,0.019,0.028,0.068
"P14","En blanco",0.007,0.024,0.044,0.212
"P14","No sabe",0.005,0.006,0.082,0.17
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.082,0.219,0.082,0.331
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.09,0.097,0.082,0
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.191,0.105,0.234,0.072
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.33,0.314,0.336,0.208
"P22","En blanco",0.209,0.136,0.178,0.235
"P22","No sabe",0.098,0.129,0.088,0.154
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.098,0.098,0.102,0.07
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.34,0.459,0.436,0.276
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.174,0.136,0.175,0.055
