"var","categoria","Si","No"
"P06","Mucho",0.419,0.514
"P06","Bastante",0.391,0.337
"P06","Poco",0.161,0.123
"P06","Nada",0.026,0.021
"P06","No sabe",0.003,0.005
"P07","Siempre",0.232,0.294
"P07","Casi siempre",0.419,0.432
"P07","Casi nunca",0.289,0.215
"P07","Nunca, pero esta es una excepción",0.06,0.059
"P09","Gran excedente habitual",0.017,0.013
"P09","Gran excedente excepcional",0.011,0.009
"P09","Pequeño excedente habitual",0.05,0.072
"P09","Pequeño excedente excepcional",0.115,0.155
"P09","Alcanza gastos familia",0.115,0.108
"P09","No alcanza gastos familia",0.104,0.054
"P09","Solo NBFamiliares",0.233,0.294
"P09","No alcanza NBFamiliares",0.351,0.29
"P09","No sabe",0.004,0.005
"P10","Tiene Decidido que va a ir a votar",0.845,0.912
"P10","Tiene dudas sobre si va a ir a  votar",0.121,0.074
"P10","Tiene Decidido que no va a ir a votar",0.034,0.014
"P13","Unión por la Patria",0.181,0.461
"P13","Juntos por el Cambio ",0.232,0.264
"P13","Liberales",0.328,0.151
"P13","Izquierda",0.074,0.028
"P13","Hacemos por Nuestro país",0.069,0.044
"P13","No sabe",0.116,0.052
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.177,0.47
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.282,0.334
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.333,0.155
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.043,0.003
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.055,0.015
"P18","En blanco",0.055,0.011
"P18","No sabe",0.055,0.012
"P21","Totalmente seguro",0.573,0.756
"P21","Bastante seguro",0.16,0.122
"P21","Algo seguro",0.127,0.091
"P21","Para nada seguro",0.14,0.031
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.127,0.089
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.124,0.068
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.227,0.236
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.315,0.244
"P32","En blanco",0.153,0.229
"P32","No sabe",0.054,0.134
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.128,0.092
