"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P06","Mucho",0.532,0.351,0.331,0.227
"P06","Bastante",0.33,0.416,0.422,0.305
"P06","Poco",0.107,0.184,0.184,0.282
"P06","Nada",0.027,0.028,0.06,0.155
"P06","No sabe",0.004,0.021,0.003,0.031
"P07","Siempre",0.283,0.244,0.229,0.151
"P07","Casi siempre",0.425,0.399,0.451,0.368
"P07","Casi nunca",0.225,0.275,0.26,0.342
"P07","Nunca, pero esta es una excepción",0.067,0.082,0.06,0.139
"P09","Gran excedente habitual",0.017,0.004,0.013,0
"P09","Gran excedente excepcional",0.008,0.004,0.011,0.002
"P09","Pequeño excedente habitual",0.076,0.053,0.05,0.015
"P09","Pequeño excedente excepcional",0.138,0.133,0.092,0.124
"P09","Alcanza gastos familia",0.108,0.12,0.083,0.112
"P09","No alcanza gastos familia",0.065,0.089,0.117,0.134
"P09","Solo NBFamiliares",0.278,0.263,0.235,0.227
"P09","No alcanza NBFamiliares",0.305,0.331,0.398,0.374
"P09","No sabe",0.005,0.003,0.001,0.012
"P10","Tiene Decidido que va a ir a votar",0.938,0.852,0.884,0.657
"P10","Tiene dudas sobre si va a ir a  votar",0.047,0.129,0.091,0.255
"P10","Tiene Decidido que no va a ir a votar",0.015,0.019,0.025,0.088
"P13","Unión por la Patria",0.442,0.287,0.245,0.116
"P13","Juntos por el Cambio ",0.293,0.272,0.224,0.082
"P13","Liberales",0.178,0.221,0.213,0.081
"P13","Izquierda",0.028,0.063,0.046,0.073
"P13","Hacemos por Nuestro país",0.028,0.115,0.147,0.106
"P13","No sabe",0.031,0.042,0.125,0.542
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.439,0.344,0.353,0.133
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.323,0.344,0.331,0.119
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.2,0.238,0.217,0.094
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.01,0.009,0.019,0.051
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.013,0.028,0.028,0.106
"P18","En blanco",0.008,0.02,0.032,0.263
"P18","No sabe",0.007,0.017,0.02,0.234
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.088,0.078,0.172,0.335
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.073,0.061,0.123,0.085
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.252,0.253,0.246,0.104
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.228,0.27,0.128,0.217
"P32","En blanco",0.233,0.155,0.132,0.162
"P32","No sabe",0.126,0.183,0.199,0.097
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.088,0.077,0.174,0.239
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.392,0.268,0.398,0.255
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.151,0.158,0.114,0.053
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.019,0.013,0.005,0.021
"P33","En blanco",0.249,0.257,0.074,0.012
"P33","No sabe",0.101,0.227,0.235,0.42
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.143,0.287,0.171,0.308
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.457,0.351,0.434,0.019
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.139,0.082,0.091,0.139
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.024,0.016,0.023,0.322
"P34","En blanco",0.185,0.212,0.134,0
"P34","No sabe",0.052,0.052,0.147,0.212
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.394,0.327,0.278,0.291
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.17,0.261,0.235,0.125
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.28,0.178,0.186,0.124
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.077,0.086,0.124,0.208
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.042,0.071,0.068,0.057
"P36","No sabe",0.037,0.077,0.109,0.195
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.477,0.349,0.326,0.17
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.401,0.452,0.406,0.181
"P37","En blanco",0.092,0.102,0.15,0.177
"P37","No sabe",0.03,0.097,0.118,0.472
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.38,0.414,0.352,0.193
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.211,0.293,0.274,0.142
"P38","En blanco",0.287,0.16,0.21,0.215
"P38","No sabe",0.122,0.133,0.164,0.45
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.479,0.39,0.39,0.162
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.315,0.336,0.351,0.167
"P39","En blanco",0.135,0.128,0.128,0.229
"P39","No sabe",0.071,0.146,0.131,0.442
"P45","Lo votaría",0.468,0.353,0.348,0.154
"P45","Puede que lo vote",0.051,0.138,0.218,0.131
"P45","Nunca lo votaría",0.465,0.433,0.381,0.375
"P45","No sabe",0.016,0.076,0.053,0.34
"P46","Lo votaría",0.356,0.338,0.304,0.096
"P46","Puede que lo vote",0.099,0.187,0.181,0.198
"P46","Nunca lo votaría",0.513,0.369,0.465,0.421
"P46","No sabe",0.032,0.106,0.05,0.285
"P47","Lo votaría",0.208,0.236,0.217,0.097
"P47","Puede que lo vote",0.126,0.21,0.288,0.129
"P47","Nunca lo votaría",0.623,0.467,0.454,0.468
"P47","No sabe",0.043,0.087,0.041,0.306
"P48","Lo votaría",0.119,0.111,0.142,0.172
"P48","Puede que lo vote",0.297,0.292,0.384,0.156
"P48","Nunca lo votaría",0.541,0.508,0.418,0.327
"P48","No sabe",0.043,0.089,0.056,0.345
"P49","Lo votaría",0.094,0.077,0.049,0.121
"P49","Puede que lo vote",0.257,0.326,0.377,0.181
"P49","Nunca lo votaría",0.588,0.489,0.463,0.323
"P49","No sabe",0.061,0.108,0.111,0.375
"P50","Si",0.402,0.543,0.58,0.679
"P50","No",0.598,0.457,0.42,0.321
"P51","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.404,0.195,0.312,0.141
"P51","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.17,0.331,0.142,0.178
"P51","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.31,0.395,0.454,0.291
"P51","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.078,0.057,0.068,0.169
"P51","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.017,0.011,0.002,0.041
"P51","En blanco",0.006,0.009,0.01,0.082
"P51","No sabe",0.015,0.002,0.012,0.098
"P52","Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.5,0.325,0.501,0.266
"P52","Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.327,0.486,0.302,0.237
"P52","Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.039,0.089,0.111,0.114
"P52","Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda.",0.075,0.043,0.051,0.178
"P52","En blanco",0.01,0.04,0.006,0.066
"P52","No sabe",0.049,0.017,0.029,0.139
"P53","Sergio Massa y Javier Milei",0.5,0.409,0.505,0.484
"P53","Patricia Bullrich y Javier Milei",0.417,0.526,0.393,0.392
"P53","Sergio Massa y Patricia Bullrich",0.083,0.065,0.102,0.124
"P54","Muy buena",0.044,0.041,0.059,0.089
"P54","Buena",0.108,0.094,0.084,0.063
"P54","Regular",0.247,0.185,0.168,0.106
"P54","Mala",0.212,0.287,0.345,0.347
"P54","Muy mala",0.389,0.393,0.344,0.395
"P55","Muy buena",0.065,0.033,0.065,0.028
"P55","Buena",0.177,0.063,0.037,0.01
"P55","Regular",0.176,0.219,0.214,0.232
"P55","Mala",0.167,0.199,0.267,0.254
"P55","Muy mala",0.415,0.486,0.417,0.476
"P56","Muy buena",0.158,0.044,0.097,0.007
"P56","Buena",0.274,0.216,0.172,0.079
"P56","Regular",0.322,0.437,0.409,0.319
"P56","Mala",0.162,0.189,0.215,0.286
"P56","Muy mala",0.084,0.114,0.107,0.309
"P57","Muy buena",0.054,0.017,0.03,0.004
"P57","Buena",0.213,0.144,0.205,0.105
"P57","Regular",0.42,0.511,0.517,0.413
"P57","Mala",0.21,0.223,0.181,0.233
"P57","Muy mala",0.103,0.105,0.067,0.245
"P58","Muy buena",0.077,0.012,0.068,0.076
"P58","Buena",0.202,0.153,0.226,0.051
"P58","Regular",0.307,0.393,0.311,0.34
"P58","Mala",0.24,0.244,0.239,0.285
"P58","Muy mala",0.174,0.198,0.156,0.248
"P59","Muy buena",0.128,0.028,0.088,0.021
"P59","Buena",0.331,0.241,0.244,0.121
"P59","Regular",0.383,0.467,0.388,0.38
"P59","Mala",0.109,0.2,0.144,0.281
"P59","Muy mala",0.049,0.064,0.136,0.197
"P60","Ha aumentado significativamente",0.086,0.033,0.031,0.04
"P60","Ha aumentado ligeramente",0.21,0.192,0.165,0.098
"P60","Se mantiene igual",0.293,0.302,0.333,0.227
"P60","Ha disminuido ligeramente",0.185,0.246,0.256,0.19
