"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.576,0.431,0.466,0.452,0.539,0.429
"P06","Bastante",0.318,0.396,0.36,0.398,0.271,0.312
"P06","Poco",0.076,0.138,0.147,0.113,0.17,0.167
"P06","Nada",0.027,0.019,0.024,0.016,0.018,0.086
"P06","No sabe",0.003,0.016,0.003,0.021,0.002,0.006
"P07","Siempre",0.35,0.245,0.248,0.237,0.311,0.282
"P07","Casi siempre",0.409,0.475,0.447,0.526,0.43,0.348
"P07","Casi nunca",0.183,0.233,0.252,0.196,0.184,0.299
"P07","Nunca, pero esta es una excepción",0.058,0.047,0.053,0.041,0.075,0.071
"P09","Gran excedente habitual",0.032,0.003,0.002,0.005,0.021,0.006
"P09","Gran excedente excepcional",0.01,0.003,0.005,0.007,0.011,0
"P09","Pequeño excedente habitual",0.104,0.081,0.068,0.054,0.059,0.009
"P09","Pequeño excedente excepcional",0.186,0.151,0.164,0.166,0.126,0.147
"P09","Alcanza gastos familia",0.084,0.12,0.09,0.119,0.12,0.103
"P09","No alcanza gastos familia",0.07,0.126,0.054,0.042,0.054,0.012
"P09","Solo NBFamiliares",0.259,0.315,0.237,0.284,0.275,0.485
"P09","No alcanza NBFamiliares",0.253,0.2,0.376,0.312,0.334,0.234
"P09","No sabe",0.002,0.001,0.004,0.011,0,0.004
"P10","Tiene Decidido que va a ir a votar",0.936,0.856,0.855,0.857,0.918,0.788
"P10","Tiene dudas sobre si va a ir a  votar",0.05,0.112,0.107,0.143,0.071,0.208
"P10","Tiene Decidido que no va a ir a votar",0.014,0.032,0.038,0,0.011,0.004
"P13","Unión por la Patria",0.754,0.41,0.1,0.027,0.058,0.216
"P13","Juntos por el Cambio ",0.074,0.266,0.424,0.49,0.428,0.308
"P13","Liberales",0.056,0.147,0.292,0.328,0.369,0.265
"P13","Izquierda",0.05,0.047,0.021,0.029,0.01,0.073
"P13","Hacemos por Nuestro país",0.043,0.075,0.06,0.007,0.067,0.056
"P13","No sabe",0.023,0.055,0.103,0.119,0.068,0.082
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.756,0.427,0.12,0.098,0.034,0.055
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.081,0.32,0.552,0.629,0.548,0.521
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.096,0.185,0.211,0.217,0.352,0.306
