"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P07","Siempre",0.399,0.146,0.094,0.114,0.08
"P07","Casi siempre",0.359,0.533,0.222,0.213,0.439
"P07","Casi nunca",0.181,0.244,0.492,0.314,0.342
"P07","Nunca, pero esta es una excepción",0.061,0.077,0.192,0.359,0.139
"P09","Gran excedente habitual",0.016,0.006,0.006,0.025,0
"P09","Gran excedente excepcional",0.01,0.007,0.009,0.022,0
"P09","Pequeño excedente habitual",0.093,0.065,0.035,0.023,0.067
"P09","Pequeño excedente excepcional",0.146,0.125,0.073,0.1,0.014
"P09","Alcanza gastos familia",0.115,0.1,0.129,0.106,0.135
"P09","No alcanza gastos familia",0.062,0.104,0.137,0.189,0.262
"P09","Solo NBFamiliares",0.296,0.302,0.238,0.194,0.264
"P09","No alcanza NBFamiliares",0.254,0.285,0.372,0.335,0.251
"P09","No sabe",0.008,0.006,0.001,0.006,0.007
"P10","Tiene Decidido que va a ir a votar",0.924,0.879,0.821,0.702,0.734
"P10","Tiene dudas sobre si va a ir a  votar",0.055,0.095,0.148,0.175,0.266
"P10","Tiene Decidido que no va a ir a votar",0.021,0.026,0.031,0.123,0
"P13","Unión por la Patria",0.421,0.303,0.233,0.11,0.247
"P13","Juntos por el Cambio ",0.242,0.295,0.283,0.184,0.182
"P13","Liberales",0.203,0.204,0.178,0.162,0.193
"P13","Izquierda",0.039,0.038,0.04,0.062,0
"P13","Hacemos por Nuestro país",0.054,0.063,0.111,0.137,0.213
"P13","No sabe",0.041,0.097,0.155,0.345,0.165
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.428,0.357,0.25,0.236,0.498
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.304,0.337,0.333,0.199,0.189
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.2,0.208,0.246,0.279,0.06
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.012,0.013,0.027,0.045,0.028
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.022,0.018,0.049,0.008,0.131
"P18","En blanco",0.018,0.032,0.04,0.107,0.063
"P18","No sabe",0.016,0.035,0.055,0.126,0.031
"P21","Totalmente seguro",0.782,0.642,0.524,0.46,0.345
"P21","Bastante seguro",0.106,0.166,0.185,0.098,0.346
"P21","Algo seguro",0.076,0.128,0.141,0.157,0.035
"P21","Para nada seguro",0.036,0.064,0.15,0.285,0.274
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.085,0.093,0.194,0.217,0
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.07,0.078,0.118,0.066,0
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.258,0.27,0.156,0.183,0.06
