"var","categoria","Si","No"
"P06","Mucho",0.525,0.491
"P06","Bastante",0.353,0.347
"P06","Poco",0.098,0.133
"P06","Nada",0.024,0.025
"P06","No sabe",0,0.004
"P07","Siempre",0.381,0.188
"P07","Casi siempre",0.442,0.446
"P07","Casi nunca",0.151,0.285
"P07","Nunca, pero esta es una excepción",0.026,0.081
"P09","Gran excedente habitual",0.012,0.016
"P09","Gran excedente excepcional",0.004,0.009
"P09","Pequeño excedente habitual",0.075,0.1
"P09","Pequeño excedente excepcional",0.184,0.15
"P09","Alcanza gastos familia",0.088,0.112
"P09","No alcanza gastos familia",0.067,0.092
"P09","Solo NBFamiliares",0.279,0.264
"P09","No alcanza NBFamiliares",0.285,0.256
"P09","No sabe",0.006,0.001
"P10","Tiene Decidido que va a ir a votar",0.926,0.875
"P10","Tiene dudas sobre si va a ir a  votar",0.064,0.092
"P10","Tiene Decidido que no va a ir a votar",0.01,0.033
"P13","Unión por la Patria",0.442,0.38
"P13","Juntos por el Cambio ",0.223,0.276
"P13","Liberales",0.183,0.202
"P13","Izquierda",0.034,0.042
"P13","Hacemos por Nuestro país",0.069,0.044
"P13","No sabe",0.049,0.056
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.435,0.381
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.317,0.351
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.172,0.192
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.019,0.012
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.022,0.032
"P18","En blanco",0.028,0.011
"P18","No sabe",0.007,0.021
"P21","Totalmente seguro",0.717,0.692
"P21","Bastante seguro",0.132,0.148
"P21","Algo seguro",0.102,0.116
"P21","Para nada seguro",0.049,0.044
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.07,0.063
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.048,0.12
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.249,0.231
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.262,0.235
"P32","En blanco",0.282,0.223
"P32","No sabe",0.089,0.128
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.097,0.094
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.331,0.413
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.148,0.185
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.021,0.014
"P33","En blanco",0.218,0.191
"P33","No sabe",0.185,0.103
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.146,0.136
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.35,0.495
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.193,0.183
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.002,0.011
"P34","En blanco",0.192,0.121
"P34","No sabe",0.117,0.054
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.313,0.349
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.169,0.182
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.264,0.296
