"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.655,0.45,0.455,0.418,0.553,0.371
"P06","Bastante",0.258,0.412,0.348,0.412,0.293,0.438
"P06","Poco",0.065,0.118,0.15,0.129,0.125,0.116
"P06","Nada",0.021,0.015,0.03,0.025,0.027,0.071
"P06","No sabe",0.001,0.005,0.017,0.016,0.002,0.004
"P07","Siempre",0.366,0.222,0.251,0.311,0.304,0.236
"P07","Casi siempre",0.444,0.486,0.434,0.42,0.381,0.571
"P07","Casi nunca",0.138,0.236,0.26,0.204,0.258,0.135
"P07","Nunca, pero esta es una excepción",0.052,0.056,0.055,0.065,0.057,0.058
"P09","Gran excedente habitual",0.035,0.011,0.002,0.011,0.023,0
"P09","Gran excedente excepcional",0.006,0.01,0.008,0.004,0.005,0
"P09","Pequeño excedente habitual",0.106,0.122,0.05,0.039,0.088,0.015
"P09","Pequeño excedente excepcional",0.271,0.08,0.132,0.214,0.177,0.193
"P09","Alcanza gastos familia",0.082,0.113,0.101,0.059,0.115,0.088
"P09","No alcanza gastos familia",0.074,0.097,0.055,0.02,0.072,0.144
"P09","Solo NBFamiliares",0.203,0.333,0.302,0.344,0.244,0.257
"P09","No alcanza NBFamiliares",0.218,0.229,0.347,0.309,0.276,0.3
"P09","No sabe",0.005,0.005,0.003,0,0,0.003
"P10","Tiene Decidido que va a ir a votar",0.926,0.868,0.895,0.795,0.936,0.98
"P10","Tiene dudas sobre si va a ir a  votar",0.059,0.099,0.082,0.203,0.057,0.008
"P10","Tiene Decidido que no va a ir a votar",0.015,0.033,0.023,0.002,0.007,0.012
"P13","Unión por la Patria",0.85,0.589,0.168,0.06,0.024,0.198
"P13","Juntos por el Cambio ",0.039,0.166,0.323,0.474,0.473,0.379
"P13","Liberales",0.03,0.133,0.287,0.315,0.366,0.14
"P13","Izquierda",0.019,0.061,0.045,0.019,0.01,0.032
"P13","Hacemos por Nuestro país",0.055,0.028,0.069,0.042,0.064,0.153
"P13","No sabe",0.007,0.023,0.108,0.09,0.063,0.098
"P18","Sergio Massa presidente, Agustín Rossi vicepresidente y Axel Kicillof gobernador, Verónica Magario vicegobernadora; por Unión por la Patria",0.824,0.591,0.173,0.155,0.033,0.189
"P18","Patricia Bullrich presidenta, Luis Petri vicepresidente y Néstor Grindetti gobernador, Miguel Fernández vicegobernador; por Juntos por el Cambio",0.057,0.207,0.456,0.647,0.55,0.466
"P18","Javier Milei Presidente, Victoria Villarruel Vicepresidenta y Carolina Piparo gobernadora, Francisco Oneto vicegobernador; por la Libertad Avanza",0.094,0.144,0.246,0.157,0.325,0.223
"P18","Juan Schiaretti a presidente, Florencio Randazzo vicepresidente por Hacemos por Nuestro País",0.002,0.012,0.013,0,0.03,0.056
"P18","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González por el Frente de Izquierda",0.015,0.035,0.039,0.006,0.008,0.012
"P18","En blanco",0.005,0.007,0.036,0.01,0.046,0.033
"P18","No sabe",0.003,0.004,0.037,0.025,0.008,0.021
"P21","Totalmente seguro",0.814,0.7,0.618,0.697,0.752,0.613
"P21","Bastante seguro",0.086,0.199,0.149,0.09,0.11,0.179
"P21","Algo seguro",0.079,0.086,0.136,0.151,0.081,0.13
"P21","Para nada seguro",0.021,0.015,0.097,0.062,0.057,0.078
"P32","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.092,0.026,0.133,0.218,0.066,0
"P32","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.048,0.081,0.085,0.282,0.787,0.028
"P32","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.233,0.315,0.066,0.057,0.066,0.307
"P32","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.251,0.227,0.287,0.261,0.081,0.211
"P32","En blanco",0.281,0.233,0.177,0.159,0,0.101
"P32","No sabe",0.095,0.118,0.252,0.023,0,0.353
"P33","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.198,0.13,0.081,0.167,0.019,0.021
"P33","Javier Milei a presidente, Victoria Villarruel a vicepresidente, Carolina Piparo a gobernadora y Francisco Otero a vicegobernador por la Libertad Avanza",0.293,0.367,0.398,0.443,0.376,0.311
"P33","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.301,0.273,0.154,0.121,0.108,0.132
"P33","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0,0.016,0.035,0,0.002,0.023
"P33","En blanco",0.064,0.14,0.176,0.22,0.35,0.167
"P33","No sabe",0.144,0.074,0.156,0.049,0.145,0.346
"P34","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Axel Kicillof a gobernador y Verónica Magario a vicegobernadora por Unión por la Patria",0.463,0.2,0.037,0.113,0.042,0
"P34","Patricia Bullrich a presidente, Luis Petri a vicepresidente, Néstor Grindetti a gobernador y Miguel Fernández a vicegobernador por Juntos por el Cambio",0.275,0.16,0.527,0.789,0.372,0.538
"P34","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.242,0.285,0.183,0.011,0.273,0.021
"P34","Myriam Bregman a presidente, Nicolas del Caño a vicepresidente, Rubén Sobrero a gobernador y Natalia González a vicegobernadora por el Frente de Izquierda",0.012,0,0.01,0,0.02,0
"P34","En blanco",0.008,0.355,0.094,0.087,0.183,0.383
"P34","No sabe",0,0,0.149,0,0.11,0.058
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.101,0.249,0.461,0.449,0.612,0.431
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.098,0.113,0.22,0.339,0.206,0.219
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.516,0.399,0.127,0.067,0.04,0.155
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.143,0.093,0.068,0.067,0.046,0.104
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.106,0.112,0.041,0.021,0.038,0.042
"P36","No sabe",0.036,0.034,0.083,0.057,0.058,0.049
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.82,0.638,0.225,0.152,0.048,0.24
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.052,0.212,0.548,0.737,0.708,0.592
"P37","En blanco",0.092,0.107,0.126,0.046,0.168,0.102
"P37","No sabe",0.036,0.043,0.101,0.065,0.076,0.066
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.159,0.233,0.416,0.572,0.542,0.443
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.071,0.2,0.304,0.265,0.367,0.253
"P38","En blanco",0.571,0.394,0.137,0.078,0.041,0.19
"P38","No sabe",0.199,0.173,0.143,0.085,0.05,0.114
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.832,0.614,0.223,0.199,0.083,0.302
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.063,0.235,0.431,0.488,0.633,0.391
"P39","En blanco",0.047,0.078,0.18,0.153,0.212,0.207
"P39","No sabe",0.058,0.073,0.166,0.16,0.072,0.1
"P45","Lo votaría",0.849,0.631,0.189,0.118,0.049,0.187
"P45","Puede que lo vote",0.052,0.063,0.152,0.091,0.155,0.098
"P45","Nunca lo votaría",0.083,0.282,0.588,0.746,0.793,0.673
"P45","No sabe",0.016,0.024,0.071,0.045,0.003,0.042
"P46","Lo votaría",0.115,0.216,0.355,0.516,0.575,0.354
"P46","Puede que lo vote",0.05,0.125,0.162,0.133,0.161,0.145
"P46","Nunca lo votaría",0.804,0.635,0.403,0.323,0.257,0.452
"P46","No sabe",0.031,0.024,0.08,0.028,0.007,0.049
"P47","Lo votaría",0.047,0.171,0.31,0.285,0.381,0.247
