"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P05","Mucho",0.614,0.403,0.516,0.466,0.431,0.508
"P05","Bastante",0.279,0.44,0.268,0.278,0.21,0.248
"P05","Poco",0.079,0.078,0.149,0.251,0.342,0.121
"P05","Nada",0.017,0.068,0.052,0,0.017,0.102
"P05","No sabe",0.011,0.011,0.015,0.005,0,0.021
"P06","Siempre",0.216,0.166,0.168,0.129,0.226,0.042
"P06","Casi siempre",0.368,0.378,0.381,0.225,0.268,0.47
"P06","Casi nunca",0.262,0.328,0.286,0.479,0.341,0.074
"P06","Nunca, pero esta es una excepción",0.154,0.128,0.165,0.167,0.165,0.414
"P10","Unión por la Patria",0.695,0.368,0.126,0.157,0.014,0.256
"P10","Juntos por el Cambio",0.118,0.349,0.49,0.428,0.391,0.266
"P10","De los Liberales libertarios",0.103,0.159,0.243,0.207,0.367,0.091
"P10","De la Izquierda",0.045,0.007,0.027,0.07,0.012,0
"P10","Hacemos por nuestro país",0.018,0.025,0.078,0.073,0.052,0.01
"P10","En blanco",0.003,0.011,0.011,0,0,0.127
"P10","No sabe",0.018,0.081,0.025,0.065,0.164,0.25
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.545,0.39,0.241,0.121,0.166,0.142
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.109,0.241,0.443,0.571,0.285,0.236
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.294,0.29,0.284,0.16,0.345,0.337
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.033,0.008,0.001,0.093,0.006,0
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.003,0.03,0.004,0,0.034,0.176
"P13","En blanco",0.007,0.014,0.012,0,0,0
"P13","No sabe",0.009,0.027,0.015,0.055,0.164,0.109
"P16","Si",0.237,0.396,0.44,0.299,0.336,0.364
"P16","No",0.763,0.604,0.56,0.701,0.664,0.636
"P17","Sergio Massa a presidente por Unión por la Patria.",0.551,0.245,0.209,0.037,0,0.304
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.107,0.383,0.399,0.582,0.493,0.275
"P17","Javier Milei a presidente por la Libertad Avanza",0.22,0.182,0.367,0.381,0.482,0.384
"P17","Los candidatos a presidente de la Izquierda",0.106,0.003,0,0,0.015,0
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.144,0.003,0,0.01,0
"P17","En blanco",0,0.003,0.013,0,0,0
"P17","No sabe",0.002,0.04,0.009,0,0,0.037
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.516,0.428,0.084,0.043,0.105,0.106
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.117,0.379,0.572,0.899,0.417,0.286
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.15,0.124,0.269,0.046,0.468,0.211
"P20","El candidato a gobernador de la Izquierda",0.118,0.007,0,0,0.01,0.267
"P20","En blanco",0.055,0,0.008,0.012,0,0.093
"P20","No sabe",0.044,0.062,0.067,0,0,0.037
"P23","Fernando Moreira a intendente por Unión por la Patria.",0.614,0.361,0.159,0.021,0.045,0.331
"P23","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.172,0.26,0.62,0.923,0.489,0.343
"P23","Hernán Sardella a intendente por la Libertad Avanza",0.013,0.166,0.205,0.019,0.113,0.288
"P23","El candidato del Frente de Izquierda",0.12,0.148,0,0,0,0
"P23","En blanco",0.028,0.025,0.005,0.037,0,0
"P23","No sabe",0.053,0.04,0.011,0,0.353,0.038
"P26","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.239,0.331,0.475,0.841,0.698,0.343
"P26","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.215,0.245,0.237,0.098,0.177,0.388
"P26","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.391,0.278,0.213,0.046,0.038,0.041
"P26","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.094,0.078,0.046,0.015,0,0
"P26","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.036,0.03,0.001,0,0,0
"P26","No sabe",0.025,0.038,0.028,0,0.087,0.228
"P27","Totalmente seguro.",0.799,0.545,0.775,0.802,0.79,0.415
"P27","Bastante seguro",0.138,0.25,0.048,0.094,0.182,0.255
"P27","Algo seguro",0.036,0.153,0.172,0.042,0.006,0.255
"P27","Para nada seguro",0.027,0.052,0.005,0.062,0.022,0.075
"P28","Tiene Decidido que va a ir a votar.",0.955,0.907,0.92,0.954,0.876,0.655
"P28","Tiene dudas sobre si va a ir a  votar",0.045,0.064,0.022,0.046,0.124,0.154
"P28","Tiene Decidido que no va a ir a votar",0,0.029,0.058,0,0,0.191
"P29","No estaba enterado del tema",0.199,0.14,0.231,0.087,0.164,0.145
"P29","Un tema de la vida privada de él",0.129,0.122,0.046,0.016,0.059,0
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.499,0.325,0.161,0.193,0.059,0.354
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.063,0.146,0.304,0.257,0.29,0.288
