"var","categoria","Si","No"
"P05","Mucho",0.487,0.514
"P05","Bastante",0.22,0.298
"P05","Poco",0.215,0.137
"P05","Nada",0.075,0.039
"P05","No sabe",0.003,0.012
"P06","Siempre",0.176,0.171
"P06","Casi siempre",0.28,0.341
"P06","Casi nunca",0.39,0.31
"P06","Nunca, pero esta es una excepción",0.154,0.178
"P10","Unión por la Patria",0.24,0.429
"P10","Juntos por el Cambio",0.323,0.264
"P10","De los Liberales libertarios",0.216,0.164
"P10","De la Izquierda",0.077,0.042
"P10","Hacemos por nuestro país",0.013,0.034
"P10","En blanco",0.047,0.008
"P10","No sabe",0.084,0.059
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Fernando Moreira a intendente por Unión por la Patria.",0.228,0.399
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.304,0.238
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora y Hernán Sardella a intendente por la Libertad Avanza",0.283,0.269
"P13","A los candidatos a presidente, a gobernador y a intendente del Frente de Izquierda",0.045,0.035
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.014,0.016
"P13","En blanco",0.033,0.006
"P13","No sabe",0.093,0.037
"P16","Si",1,0.211
"P16","No",0,0.789
"P17","Sergio Massa a presidente por Unión por la Patria.",0.314,0.31
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.351,0.26
"P17","Javier Milei a presidente por la Libertad Avanza",0.256,0.26
"P17","Los candidatos a presidente de la Izquierda",0.043,0.042
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.009,0.07
"P17","En blanco",0.014,0.002
"P17","No sabe",0.013,0.056
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.306,0.306
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.258,0.335
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.29,0.209
"P20","El candidato a gobernador de la Izquierda",0.028,0.065
"P20","En blanco",0.044,0.003
"P20","No sabe",0.074,0.082
"P23","Fernando Moreira a intendente por Unión por la Patria.",0.356,0.246
"P23","Mauricio D’Alessandro a intendente por Juntos por el Cambio",0.443,0.367
"P23","Hernán Sardella a intendente por la Libertad Avanza",0.09,0.13
"P23","El candidato del Frente de Izquierda",0.01,0.131
"P23","En blanco",0.015,0.019
"P23","No sabe",0.086,0.107
"P26","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.437,0.378
"P26","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.143,0.233
"P26","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.247,0.244
"P26","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.051,0.073
"P26","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.023,0.024
"P26","No sabe",0.099,0.048
"P27","Totalmente seguro.",0.687,0.74
"P27","Bastante seguro",0.15,0.139
"P27","Algo seguro",0.137,0.076
"P27","Para nada seguro",0.026,0.045
"P28","Tiene Decidido que va a ir a votar.",0.915,0.91
"P28","Tiene dudas sobre si va a ir a  votar",0.066,0.062
"P28","Tiene Decidido que no va a ir a votar",0.019,0.028
"P29","No estaba enterado del tema",0.203,0.167
"P29","Un tema de la vida privada de él",0.098,0.116
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.265,0.35
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.199,0.167
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.222,0.183
"P29","No sabe",0.013,0.017
"P30","Si",0.795,0.757
"P30","No",0.205,0.243
"P31","Sergio Massa",0.385,0.462
"P31","Patria Bullrich",0.316,0.222
"P31","Javier Milei",0.157,0.172
"P31","Myriam Bregman",0.055,0.082
"P31","Juan Schiaretti",0.087,0.062
"P32","Ha aumentado significativamente",0.096,0.127
"P32","Ha aumentado ligeramente",0.113,0.201
"P32","Se mantiene igual",0.276,0.265
"P32","Ha disminuido ligeramente",0.21,0.173
"P32","Ha disminuido significativamente",0.305,0.234
"P33","No, ninguna dificultad",0.252,0.333
"P33","Alguna dificultad ocasional",0.312,0.307
"P33","Sí, dificultades frecuentes",0.436,0.36
"P34","Sí, absolutamente",0.429,0.505
"P34","Sí, en cierta medida",0.351,0.31
"P34","No, en absoluto",0.22,0.185
"P35","Reducir la inflación",0.479,0.407
"P35","Implementar reformas fiscales",0.066,0.123
"P35","Establecer políticas de control de precios",0.183,0.157
"P35","Reducir el gasto público",0.226,0.266
"P35","Estimular la inversión extranjera",0.038,0.032
"P35","Aumentar los subsidios a los servicios públicos",0.008,0.015
"P36","Muy positiva",0.263,0.254
"P36","Positiva",0.177,0.185
"P36","Neutral",0.31,0.239
