"var","categoria","Si","No"
"P05","Mucho",0.442,0.412
"P05","Bastante",0.382,0.294
"P05","Poco",0.109,0.18
"P05","Nada",0.039,0.082
"P05","No sabe",0.028,0.032
"P06","Siempre",0.323,0.169
"P06","Casi siempre",0.355,0.253
"P06","Casi nunca",0.193,0.351
"P06","Nunca, pero esta es una excepción",0.129,0.227
"P10","Unidos para Cambiar misiones",0.34,0.232
"P10","Juntos Avancemos",0.262,0.267
"P10","De los liberales libertarios",0.294,0.36
"P10","De la Izquierda",0.016,0.005
"P10","Hacemos por nuestro país",0.023,0.027
"P10","En blanco",0.027,0.043
"P10","No sabe",0.038,0.066
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.413,0.279
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.235,0.242
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.286,0.357
"P13","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.028
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.009,0.02
"P13","En blanco",0.021,0.021
"P13","No sabe",0.024,0.053
"P16","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.501,0.442
"P16","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.184,0.177
"P16","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.229,0.189
"P16","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.057,0.101
"P16","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.008,0.013
"P16","No sabe",0.021,0.078
"P17","Totalmente seguro.",0.771,0.652
"P17","Bastante seguro",0.117,0.173
"P17","Algo seguro",0.062,0.08
"P17","Para nada seguro",0.05,0.095
"P18","Tiene Decidido que va a ir a votar.",0.966,0.87
"P18","Tiene dudas sobre si va a ir a  votar",0.013,0.081
"P18","Tiene Decidido que no va a ir a votar",0.021,0.049
"P19","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.528,0.39
"P19","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.249,0.315
"P19","En blanco",0.153,0.145
"P19","No sabe",0.07,0.15
"P20","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.322,0.256
"P20","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.311,0.383
"P20","En blanco",0.17,0.187
"P20","No sabe",0.197,0.174
"P21","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.493,0.251
"P21","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.344,0.491
"P21","En blanco",0.089,0.128
"P21","No sabe",0.074,0.13
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.426,0.304
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.237,0.245
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.295,0.371
"P13_imputada","Myriam Bregman a Presidente y Nicolás del Caño a Vicepresidente por el Frente de Izquierda",0.012,0.028
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.009,0.021
"P13_imputada","En blanco",0.021,0.031
