"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.538,0.463,0.396,0.228
"P05","Bastante",0.189,0.28,0.257,0.302
"P05","Poco",0.134,0.106,0.19,0.236
"P05","Nada",0.099,0.103,0.148,0.178
"P05","No sabe",0.04,0.048,0.009,0.056
"P06","Siempre",0.407,0.271,0.236,0.172
"P06","Casi siempre",0.321,0.332,0.352,0.344
"P06","Casi nunca",0.157,0.29,0.297,0.324
"P06","Nunca, pero esta es una excepción",0.115,0.107,0.115,0.16
"P09","De Unión por la Patria",0.741,0.511,0.151,0.159
"P09","De Juntos por el Cambio",0.066,0.204,0.442,0.348
"P09","De los liberales libertarios",0.017,0.088,0.187,0.153
"P09","De la Izquierda",0.029,0.046,0.026,0.023
"P09","Hacemos por Nuestro País",0.029,0.029,0.014,0.017
"P09","otro",0.073,0.024,0.049,0.067
"P09","En blanco",0.042,0.01,0.083,0.058
"P09","No sabe",0.003,0.088,0.048,0.175
"P10","Unidos para Cambiar Santa Fe",0.542,0.357,0.248,0.15
"P10","Juntos Avancemos",0.306,0.266,0.291,0.239
"P10","De los liberales libertarios",0.029,0.108,0.158,0.12
"P10","De la Izquierda",0.022,0.062,0.039,0.037
"P10","En blanco",0.031,0.048,0.093,0.076
"P10","No sabe",0.07,0.159,0.171,0.378
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.062,0.207,0.269,0.214
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.091,0.1,0.229,0.201
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.003,0.055,0.096,0.06
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.332,0.28,0.136,0.098
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.129,0.126,0.052,0.082
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.318,0.066,0.029,0.03
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.039,0.052,0.017,0.031
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0.019,0.055,0.016,0.015
"P11","En blanco",0.007,0.003,0.09,0.063
"P11","No sabe",0,0.056,0.066,0.206
"P15","Lo votaría",0.347,0.164,0.077,0.054
"P15","Puede que lo vote",0.221,0.303,0.132,0.123
