"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.567,0.382,0.405,0.256
"P05","Bastante",0.22,0.307,0.232,0.311
"P05","Poco",0.158,0.168,0.199,0.217
"P05","Nada",0.055,0.1,0.151,0.166
"P05","No sabe",0,0.043,0.013,0.05
"P06","Siempre",0.356,0.252,0.242,0.197
"P06","Casi siempre",0.363,0.323,0.322,0.398
"P06","Casi nunca",0.175,0.334,0.301,0.29
"P06","Nunca, pero esta es una excepción",0.106,0.091,0.135,0.115
"P09","De Unión por la Patria",0.695,0.401,0.159,0.195
"P09","De Juntos por el Cambio",0.1,0.271,0.405,0.361
"P09","De los liberales libertarios",0.018,0.117,0.193,0.148
"P09","De la Izquierda",0.043,0.033,0.029,0.023
"P09","Hacemos por Nuestro País",0.061,0.008,0.015,0.008
"P09","otro",0.075,0.029,0.048,0.081
"P09","En blanco",0,0.039,0.093,0.046
"P09","No sabe",0.008,0.102,0.058,0.138
"P10","Unidos para Cambiar Santa Fe",0.373,0.319,0.251,0.203
"P10","Juntos Avancemos",0.422,0.292,0.265,0.236
"P10","De los liberales libertarios",0.024,0.163,0.152,0.13
"P10","De la Izquierda",0.094,0.033,0.047,0.028
"P10","En blanco",0.022,0.034,0.105,0.063
"P10","No sabe",0.065,0.159,0.18,0.34
"P11","Carolina Losada a gobernadora y Federico Angelini a vicegobernador por Unidos para Cambiar Santa Fe",0.132,0.224,0.261,0.217
"P11","Maximiliano Pullaro a gobernador y Gisela Scaglia a vicegobernadora por Unidos para Cambiar Santa Fe",0.029,0.191,0.191,0.207
"P11","Mónica Fein a gobernadora y Eugenio Fernández a vicegobernador por Unidos para Cambiar Santa Fe",0.021,0.061,0.088,0.074
"P11","Marcelo Lewandowski a gobernador y Silvina Patricia Frana a vicegobernadora por Juntos Avancemos",0.583,0.175,0.138,0.097
"P11","Marcos Cleri a gobernador y Alejandra del Huerto Obeid a vicegobernadora por Juntos Avancemos",0.098,0.088,0.052,0.084
"P11","Leandro Busatto a gobernador y Alejandra Gómez Sáenz a vicegobernadora por Juntos Avancemos",0.091,0.122,0.05,0.046
"P11","Eduardo Toniolli a gobernador y Leticia Quagliaro a vicegobernadora por Juntos Avancemos",0.037,0.039,0.02,0.033
"P11","Alguno de los candidatos a gobernador y vicegobernador de la Izquierda",0,0.054,0.024,0.005
"P11","En blanco",0,0.015,0.108,0.05
"P11","No sabe",0.009,0.031,0.068,0.187
"P15","Lo votaría",0.242,0.119,0.084,0.067
"P15","Puede que lo vote",0.187,0.315,0.136,0.138
"P15","Nunca lo votaría",0.184,0.339,0.577,0.211
"P15","No sabe",0.387,0.227,0.203,0.584
"P16","La votaría",0.148,0.171,0.241,0.146
"P16","Puede que la vote",0.117,0.206,0.128,0.194
"P16","Nunca la votaría",0.674,0.538,0.588,0.343
"P16","No sabe",0.061,0.085,0.043,0.317
"P17","Lo votaría",0.099,0.229,0.207,0.197
"P17","Puede que lo vote",0.098,0.25,0.131,0.205
"P17","Nunca lo votaría",0.741,0.473,0.614,0.302
"P17","No sabe",0.062,0.048,0.048,0.296
"P18","La votaría",0.279,0.11,0.08,0.035
"P18","Puede que la vote",0.12,0.315,0.065,0.111
"P18","Nunca la votaría",0.315,0.394,0.699,0.192
"P18","No sabe",0.286,0.181,0.156,0.662
"P19","La votaría",0.155,0.095,0.107,0.083
"P19","Puede que la vote",0.168,0.337,0.153,0.168
"P19","Nunca la votaría",0.535,0.444,0.681,0.265
"P19","No sabe",0.142,0.124,0.059,0.484
"P20","Lo votaría",0.66,0.23,0.157,0.098
"P20","Puede que lo vote",0.081,0.367,0.097,0.149
"P20","Nunca lo votaría",0.159,0.295,0.705,0.307
"P20","No sabe",0.1,0.108,0.041,0.446
"P21","Lo votaría",0.39,0.148,0.08,0.078
"P21","Puede que lo vote",0.236,0.398,0.076,0.111
"P21","Nunca lo votaría",0.186,0.369,0.793,0.304
"P21","No sabe",0.188,0.085,0.051,0.507
"P22","Lo votaría",0.297,0.12,0.042,0.041
"P22","Puede que lo vote",0.245,0.357,0.075,0.059
"P22","Nunca lo votaría",0.171,0.34,0.759,0.184
"P22","No sabe",0.287,0.183,0.124,0.716
"P23","Lo votaría",0.411,0.133,0.046,0.035
