"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.529,0.408,0.414,0.41,0.476,0.302
"P06","Bastante",0.277,0.341,0.272,0.312,0.209,0.218
"P06","Poco",0.163,0.225,0.277,0.248,0.297,0.364
"P06","Nada",0.028,0.018,0.029,0.009,0.015,0.085
"P06","No sabe",0.003,0.008,0.008,0.021,0.003,0.031
"P07","Siempre",0.331,0.269,0.258,0.26,0.304,0.247
"P07","Casi siempre",0.407,0.427,0.446,0.443,0.395,0.378
"P07","Casi nunca",0.212,0.256,0.249,0.221,0.219,0.235
"P07","Nunca, pero esta es una excepción",0.05,0.048,0.047,0.076,0.082,0.14
"P09","Gran excedente habitual",0.026,0.009,0.013,0.005,0.01,0.002
"P09","Gran excedente excepcional",0.013,0.008,0.015,0.008,0.009,0.002
"P09","Pequeño excedente habitual",0.105,0.097,0.066,0.071,0.063,0.018
"P09","Pequeño excedente excepcional",0.168,0.16,0.146,0.166,0.134,0.087
"P09","Alcanza gastos familia",0.108,0.134,0.124,0.124,0.151,0.121
"P09","No alcanza gastos familia",0.054,0.077,0.06,0.067,0.075,0.056
"P09","Solo NBFamiliares",0.259,0.314,0.267,0.273,0.218,0.403
"P09","No alcanza NBFamiliares",0.261,0.199,0.303,0.281,0.34,0.296
"P09","No sabe",0.006,0.002,0.006,0.005,0,0.015
"P10","Tiene Decidido que va a ir a votar",0.932,0.887,0.861,0.89,0.896,0.755
"P10","Tiene dudas sobre si va a ir a  votar",0.053,0.089,0.104,0.097,0.079,0.204
"P10","Tiene Decidido que no va a ir a votar",0.015,0.024,0.035,0.013,0.025,0.041
"P13","Unión por la Patria",0.702,0.396,0.141,0.067,0.033,0.14
"P13","Juntos por el Cambio ",0.097,0.264,0.374,0.437,0.408,0.356
"P13","Liberales",0.074,0.189,0.3,0.359,0.396,0.214
"P13","Izquierda",0.038,0.035,0.043,0.025,0.019,0.042
"P13","Hacemos por Nuestro país",0.049,0.058,0.066,0.03,0.081,0.055
"P13","No sabe",0.04,0.058,0.076,0.082,0.063,0.193
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.7,0.407,0.174,0.104,0.075,0.2
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.116,0.301,0.454,0.584,0.514,0.393
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.109,0.217,0.261,0.237,0.345,0.248
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.018,0.021,0.03,0.015,0.008,0.014
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.024,0.023,0.023,0.003,0.005,0.009
"P14","En blanco",0.019,0.007,0.038,0.025,0.041,0.023
"P14","No sabe",0.014,0.024,0.02,0.032,0.012,0.113
"P17","Totalmente seguro",0.784,0.652,0.627,0.711,0.748,0.517
"P17","Bastante seguro",0.111,0.176,0.145,0.112,0.108,0.182
"P17","Algo seguro",0.065,0.122,0.146,0.115,0.079,0.165
"P17","Para nada seguro",0.04,0.05,0.082,0.062,0.065,0.136
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.076,0.111,0.182,0.364,0.526,0.04
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.066,0.118,0.235,0.053,0.283,0.224
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.266,0.244,0.233,0.2,0.164,0.237
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.295,0.167,0.185,0.029,0.027,0.104
"P22","En blanco",0.207,0.225,0.102,0.168,0,0.154
"P22","No sabe",0.09,0.135,0.063,0.186,0,0.241
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.311,0.132,0.081,0.157,0.054,0.227
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.273,0.419,0.443,0.332,0.279,0.161
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.12,0.199,0.17,0.168,0.175,0.182
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.011,0.007,0.022,0.007,0.017,0.096
"P25","En blanco",0.131,0.137,0.191,0.242,0.371,0.1
"P25","No sabe",0.154,0.106,0.093,0.094,0.104,0.234
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.208,0.145,0.13,0.126,0.142,0.273
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.457,0.411,0.496,0.475,0.36,0.508
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.174,0.246,0.115,0.102,0.181,0.031
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.028,0.006,0.019,0.012,0.012,0
"P28","En blanco",0.116,0.173,0.17,0.275,0.189,0.175
"P28","No sabe",0.017,0.019,0.07,0.01,0.116,0.013
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.755,0.202,0.172,0.014,0.137,0.4
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.024,0.021,0.542,0.015,0.451,0.2
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.047,0.016,0.091,0.015,0.275,0
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0,0.01,0.003,0.941,0,0
"P31","En blanco",0.171,0.723,0.003,0,0.137,0.2
"P31","No sabe",0.003,0.028,0.189,0.015,0,0.2
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.205,0.313,0.469,0.553,0.535,0.396
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.112,0.234,0.228,0.228,0.233,0.25
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.447,0.273,0.147,0.073,0.087,0.117
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.126,0.085,0.065,0.06,0.049,0.078
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.082,0.035,0.048,0.039,0.054,0.019
"P36","No sabe",0.028,0.06,0.043,0.047,0.042,0.14
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.732,0.414,0.232,0.118,0.124,0.235
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.123,0.412,0.562,0.668,0.629,0.449
"P37","En blanco",0.091,0.11,0.133,0.115,0.199,0.125
"P37","No sabe",0.054,0.064,0.073,0.099,0.048,0.191
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.218,0.358,0.472,0.545,0.469,0.4
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.123,0.261,0.294,0.287,0.434,0.31
"P38","En blanco",0.477,0.27,0.135,0.075,0.06,0.08
"P38","No sabe",0.182,0.111,0.099,0.093,0.037,0.21
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.727,0.44,0.212,0.119,0.119,0.313
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.129,0.362,0.472,0.517,0.576,0.366
"P39","En blanco",0.073,0.104,0.201,0.211,0.229,0.09
"P39","No sabe",0.071,0.094,0.115,0.153,0.076,0.231
"P40","Lo votaría",0.734,0.411,0.182,0.133,0.112,0.209
"P40","Puede que lo vote",0.049,0.119,0.121,0.112,0.108,0.148
"P40","Nunca lo votaría",0.18,0.423,0.646,0.721,0.754,0.497
"P40","No sabe",0.037,0.047,0.051,0.034,0.026,0.146
"P41","Lo votaría",0.161,0.321,0.422,0.527,0.452,0.326
"P41","Puede que lo vote",0.058,0.18,0.162,0.193,0.136,0.23
"P41","Nunca lo votaría",0.752,0.459,0.353,0.253,0.367,0.324
"P41","No sabe",0.029,0.04,0.063,0.027,0.045,0.12
"P42","Lo votaría",0.1,0.237,0.336,0.384,0.445,0.222
"P42","Puede que lo vote",0.074,0.194,0.2,0.194,0.182,0.22
"P42","Nunca lo votaría",0.802,0.507,0.401,0.386,0.319,0.457
"P42","No sabe",0.024,0.062,0.063,0.036,0.054,0.101
"P43","Lo votaría",0.153,0.086,0.085,0.068,0.068,0.096
"P43","Puede que lo vote",0.358,0.265,0.172,0.184,0.118,0.143
"P43","Nunca lo votaría",0.438,0.563,0.681,0.679,0.767,0.626
"P43","No sabe",0.051,0.086,0.062,0.069,0.047,0.135
"P44","Lo votaría",0.106,0.104,0.093,0.054,0.042,0.013
"P44","Puede que lo vote",0.278,0.312,0.25,0.249,0.167,0.278
"P44","Nunca lo votaría",0.561,0.499,0.566,0.585,0.729,0.529
"P44","No sabe",0.055,0.085,0.091,0.112,0.062,0.18
"P53","Sergio Massa y Javier Milei",0.67,0.456,0.317,0.187,0.226,0.305
"P53","Patricia Bullrich y Javier Milei",0.192,0.396,0.53,0.644,0.636,0.479
"P53","Sergio Massa y Patricia Bullrich",0.138,0.148,0.153,0.169,0.138,0.216
"P54","Muy buena",0.078,0.078,0.081,0.013,0.052,0.083
"P54","Buena",0.153,0.087,0.091,0.1,0.096,0.108
"P54","Regular",0.388,0.241,0.103,0.034,0.042,0.132
"P54","Mala",0.23,0.273,0.205,0.246,0.187,0.22
"P54","Muy mala",0.151,0.321,0.52,0.607,0.623,0.457
"P55","Muy buena",0.102,0.032,0.024,0,0.016,0.008
"P55","Buena",0.276,0.109,0.046,0.033,0.001,0.037
"P55","Regular",0.308,0.252,0.119,0.043,0.043,0.195
"P55","Mala",0.178,0.244,0.217,0.202,0.168,0.262
"P55","Muy mala",0.136,0.363,0.594,0.722,0.772,0.498
"P56","Muy buena",0.213,0.08,0.05,0.024,0.063,0.038
"P56","Buena",0.361,0.278,0.16,0.119,0.098,0.146
"P56","Regular",0.275,0.379,0.397,0.437,0.308,0.364
"P56","Mala",0.111,0.17,0.234,0.253,0.218,0.271
"P56","Muy mala",0.04,0.093,0.159,0.167,0.313,0.181
"P57","Muy buena",0.083,0.035,0.035,0.009,0.035,0.015
"P57","Buena",0.317,0.219,0.146,0.118,0.115,0.131
"P57","Regular",0.402,0.487,0.467,0.457,0.36,0.501
"P57","Mala",0.144,0.199,0.204,0.326,0.24,0.235
"P57","Muy mala",0.054,0.06,0.148,0.09,0.25,0.118
"P58","Muy buena",0.145,0.055,0.045,0.009,0.017,0.002
"P58","Buena",0.314,0.207,0.115,0.091,0.082,0.2
"P58","Regular",0.331,0.372,0.322,0.233,0.226,0.401
"P58","Mala",0.14,0.213,0.309,0.423,0.299,0.236
"P58","Muy mala",0.07,0.153,0.209,0.244,0.376,0.161
"P59","Muy buena",0.19,0.094,0.066,0.036,0.057,0.06
"P59","Buena",0.424,0.345,0.211,0.178,0.178,0.201
"P59","Regular",0.284,0.386,0.477,0.458,0.394,0.519
"P59","Mala",0.067,0.129,0.172,0.212,0.193,0.155
"P59","Muy mala",0.035,0.046,0.074,0.116,0.178,0.065
"P60","Ha aumentado significativamente",0.166,0.071,0.03,0.027,0.037,0.002
"P60","Ha aumentado ligeramente",0.281,0.276,0.163,0.101,0.133,0.213
"P60","Se mantiene igual",0.314,0.275,0.334,0.251,0.189,0.291
"P60","Ha disminuido ligeramente",0.145,0.192,0.217,0.364,0.233,0.289
"P60","Ha disminuido significativamente",0.094,0.186,0.256,0.257,0.408,0.205
"P61","Muy baja",0.065,0.051,0.029,0.011,0.016,0.035
"P61","Baja",0.08,0.063,0.068,0.034,0.044,0.144
"P61","Moderada",0.152,0.114,0.059,0.045,0.065,0.052
"P61","Alta",0.405,0.257,0.216,0.161,0.086,0.201
"P61","Muy alta",0.298,0.515,0.628,0.749,0.789,0.568
"P62","Muy bajas",0.041,0.028,0.063,0.046,0.076,0.036
"P62","Bajas",0.091,0.131,0.109,0.16,0.109,0.106
"P62","Adecuadas",0.349,0.269,0.178,0.196,0.203,0.265
"P62","Altas",0.351,0.342,0.309,0.295,0.216,0.215
"P62","Muy altas",0.168,0.23,0.341,0.303,0.396,0.378
"P63","No, ninguna dificultad",0.432,0.292,0.245,0.237,0.212,0.198
"P63","Alguna dificultad ocasional",0.289,0.361,0.376,0.349,0.263,0.288
"P63","Sí, dificultades frecuentes",0.279,0.347,0.379,0.414,0.525,0.514
"P64","Sí, absolutamente",0.726,0.396,0.299,0.186,0.208,0.326
"P64","Sí, en cierta medida",0.205,0.439,0.372,0.418,0.255,0.318
"P64","No, en absoluto",0.069,0.165,0.329,0.396,0.537,0.356
"P65","Reducir la inflación",0.514,0.423,0.424,0.382,0.292,0.346
"P65","Implementar reformas fiscales",0.11,0.153,0.099,0.089,0.12,0.064
"P65","Establecer políticas de control de precios",0.228,0.137,0.101,0.083,0.082,0.209
"P65","Reducir el gasto público",0.088,0.244,0.33,0.387,0.438,0.295
"P65","Estimular la inversión extranjera",0.039,0.037,0.042,0.04,0.045,0.046
"P65","Aumentar los subsidios a los servicios públicos",0.021,0.006,0.004,0.019,0.023,0.04
"P66","Fomentar la competencia entre proveedores",0.304,0.328,0.438,0.399,0.477,0.302
"P66","Incrementar la inversión en infraestructura",0.202,0.218,0.197,0.22,0.204,0.276
"P66","Implementar políticas de subsidios focalizados en grupos vulnerables",0.186,0.172,0.116,0.099,0.048,0.239
"P66","Realizar auditorías periódicas a las empresas de servicios públicos",0.308,0.282,0.249,0.282,0.271,0.183
"P67","Muy positiva",0.453,0.164,0.142,0.085,0.069,0.043
"P67","Positiva",0.259,0.303,0.144,0.121,0.087,0.131
"P67","Neutral",0.146,0.305,0.434,0.248,0.151,0.189
"P67","Algo negativa",0.061,0.088,0.101,0.322,0.123,0.093
"P67","Negativa",0.013,0.045,0.108,0.172,0.474,0.1
"P67","No sabe",0.068,0.095,0.071,0.052,0.096,0.444
"P68","Muy positivo",0.379,0.08,0.061,0.008,0.017,0.01
"P68","Positivo",0.328,0.356,0.104,0.067,0.026,0.088
"P68","Neutral",0.164,0.358,0.517,0.313,0.146,0.124
"P68","Algo negativo",0.032,0.079,0.118,0.374,0.111,0.071
"P68","Negativo",0.019,0.028,0.124,0.166,0.566,0.057
"P68","No sabe",0.078,0.099,0.076,0.072,0.134,0.65
"P69","Muy positivo",0.303,0.035,0.008,0.008,0.018,0.008
"P69","Positivo",0.243,0.333,0.048,0.03,0.017,0.027
"P69","Neutral",0.295,0.431,0.75,0.422,0.228,0.08
"P69","Algo negativo",0.025,0.069,0.07,0.386,0.093,0.026
"P69","Negativo",0.017,0.023,0.06,0.087,0.52,0.004
"P69","No sabe",0.117,0.109,0.064,0.067,0.124,0.855
"P71","Muy positivo",0.836,0.114,0.068,0.036,0.036,0.08
