"var","categoria","Muy positiva","Positiva","Neutral","Algo negativa","Negativa","No sabe"
"P06","Mucho",0.533,0.4,0.386,0.443,0.452,0.297
"P06","Bastante",0.256,0.333,0.278,0.293,0.236,0.256
"P06","Poco",0.186,0.241,0.281,0.225,0.298,0.353
"P06","Nada",0.022,0.021,0.041,0.032,0.005,0.062
"P06","No sabe",0.003,0.005,0.014,0.007,0.009,0.032
"P07","Siempre",0.306,0.275,0.27,0.282,0.3,0.313
"P07","Casi siempre",0.443,0.425,0.397,0.433,0.401,0.343
"P07","Casi nunca",0.2,0.244,0.287,0.234,0.233,0.229
"P07","Nunca, pero esta es una excepción",0.051,0.056,0.046,0.051,0.066,0.115
"P09","Gran excedente habitual",0.016,0.011,0.015,0.017,0.018,0.001
"P09","Gran excedente excepcional",0.014,0.009,0.008,0.002,0.024,0.001
"P09","Pequeño excedente habitual",0.118,0.084,0.049,0.087,0.06,0.026
"P09","Pequeño excedente excepcional",0.2,0.134,0.145,0.131,0.135,0.074
"P09","Alcanza gastos familia",0.103,0.164,0.106,0.154,0.142,0.125
"P09","No alcanza gastos familia",0.049,0.079,0.064,0.089,0.062,0.124
"P09","Solo NBFamiliares",0.268,0.237,0.316,0.279,0.278,0.36
"P09","No alcanza NBFamiliares",0.227,0.276,0.29,0.241,0.28,0.28
"P09","No sabe",0.005,0.006,0.007,0,0.001,0.009
"P10","Tiene Decidido que va a ir a votar",0.923,0.892,0.846,0.895,0.894,0.844
"P10","Tiene dudas sobre si va a ir a  votar",0.063,0.077,0.124,0.095,0.094,0.076
"P10","Tiene Decidido que no va a ir a votar",0.014,0.031,0.03,0.01,0.012,0.08
"P13","Unión por la Patria",0.636,0.408,0.162,0.113,0.043,0.198
"P13","Juntos por el Cambio ",0.103,0.214,0.337,0.471,0.498,0.404
"P13","Liberales",0.145,0.21,0.308,0.282,0.318,0.163
"P13","Izquierda",0.033,0.034,0.052,0.032,0.022,0.015
"P13","Hacemos por Nuestro país",0.044,0.063,0.077,0.023,0.093,0.02
"P13","No sabe",0.039,0.071,0.064,0.079,0.026,0.2
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.622,0.386,0.254,0.136,0.093,0.293
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.145,0.28,0.415,0.578,0.587,0.425
