"var","categoria","Si","No"
"P06","Mucho",0.476,0.423
"P06","Bastante",0.279,0.268
"P06","Poco",0.216,0.276
"P06","Nada",0.023,0.027
"P06","No sabe",0.006,0.006
"P07","Siempre",0.382,0.187
"P07","Casi siempre",0.436,0.395
"P07","Casi nunca",0.151,0.328
"P07","Nunca, pero esta es una excepción",0.031,0.09
"P09","Gran excedente habitual",0.012,0.015
"P09","Gran excedente excepcional",0.013,0.008
"P09","Pequeño excedente habitual",0.079,0.094
"P09","Pequeño excedente excepcional",0.179,0.136
"P09","Alcanza gastos familia",0.121,0.128
"P09","No alcanza gastos familia",0.055,0.086
"P09","Solo NBFamiliares",0.266,0.282
"P09","No alcanza NBFamiliares",0.268,0.247
"P09","No sabe",0.007,0.004
"P10","Tiene Decidido que va a ir a votar",0.92,0.86
"P10","Tiene dudas sobre si va a ir a  votar",0.067,0.1
"P10","Tiene Decidido que no va a ir a votar",0.013,0.04
"P13","Unión por la Patria",0.413,0.327
"P13","Juntos por el Cambio ",0.239,0.267
"P13","Liberales",0.189,0.253
"P13","Izquierda",0.03,0.045
"P13","Hacemos por Nuestro país",0.067,0.046
"P13","No sabe",0.062,0.062
"P14","Sergio Massa a Presidente y Agustín Rossi a Vicepresidente por Unión por la Patria. ",0.421,0.359
"P14","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.298,0.336
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.194,0.218
"P14","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.022,0.024
"P14","Myriam Bregman a presidente y Nicolás del Caño a vicepresidente por el Frente de Izquierda",0.017,0.022
"P14","En blanco",0.03,0.019
"P14","No sabe",0.018,0.022
"P17","Totalmente seguro",0.697,0.693
"P17","Bastante seguro",0.137,0.132
"P17","Algo seguro",0.104,0.11
"P17","Para nada seguro",0.062,0.065
"P22","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.102,0.138
"P22","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.088,0.143
"P22","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.249,0.24
"P22","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.228,0.206
"P22","En blanco",0.211,0.193
"P22","No sabe",0.122,0.08
"P25","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.144,0.132
"P25","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.358,0.388
"P25","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.154,0.171
"P25","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.033,0.016
"P25","En blanco",0.196,0.182
"P25","No sabe",0.115,0.111
"P28","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.188,0.137
"P28","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.472,0.467
"P28","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro País",0.142,0.147
"P28","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.009,0.016
"P28","En blanco",0.147,0.18
"P28","No sabe",0.042,0.053
"P31","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.266,0.242
"P31","Patricia Bullrich a presidente y Luis Petri a vicepresidente por Juntos por el Cambio",0.268,0.297
"P31","Javier Milei a presidente y Victoria Villarruel a vicepresidente por la Libertad Avanza",0.016,0.236
"P31","Myriam Bregman a presidente y Nicolas del Caño a vicepresidente por el Frente de Izquierda",0.072,0.022
"P31","En blanco",0.337,0.029
"P31","No sabe",0.041,0.174
"P36","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.324,0.379
"P36","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.189,0.18
"P36","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.277,0.263
"P36","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.101,0.082
"P36","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.071,0.047
"P36","No sabe",0.038,0.049
"P37","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.459,0.393
"P37","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.349,0.418
"P37","En blanco",0.127,0.118
"P37","No sabe",0.065,0.071
"P38","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.339,0.395
"P38","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.235,0.251
"P38","En blanco",0.295,0.225
"P38","No sabe",0.131,0.129
"P39","Sergio Massa a presidente y Agustín Rossi a vicepresidente por Unión por la Patria",0.462,0.394
"P39","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.315,0.362
"P39","En blanco",0.138,0.132
"P39","No sabe",0.085,0.112
"P40","Lo votaría",0.448,0.385
"P40","Puede que lo vote",0.093,0.103
"P40","Nunca lo votaría",0.412,0.472
"P40","No sabe",0.047,0.04
"P41","Lo votaría",0.323,0.31
"P41","Puede que lo vote",0.106,0.158
"P41","Nunca lo votaría",0.531,0.48
"P41","No sabe",0.04,0.052
"P42","Lo votaría",0.231,0.259
"P42","Puede que lo vote",0.119,0.178
"P42","Nunca lo votaría",0.599,0.52
"P42","No sabe",0.051,0.043
"P43","Lo votaría",0.106,0.095
"P43","Puede que lo vote",0.272,0.239
"P43","Nunca lo votaría",0.562,0.597
"P43","No sabe",0.06,0.069
"P44","Lo votaría",0.091,0.076
"P44","Puede que lo vote",0.25,0.272
