"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","En juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.007,0.107,0.203,0.123
"P06","En Juntos por el cambio, A Andrés Petrillo con el apoyo de Jorge Macri",0.086,0.202,0.226,0.172
"P06","En juntos por el Cambio,a Mauricio D’alessandro",0.002,0.045,0.096,0.072
"P06","En el frente de todos, a Gabriel Katopodis con el apoyo de Alberto Fernández",0.604,0.299,0.109,0.301
"P06","En el frente de todos, a Juan Esleiman con el apoyo de Sergio Massa",0.126,0.08,0.066,0.041
"P06","En el frente de todos, a Leonardo Grosso",0.126,0.068,0.025,0.022
"P06","Al candidato de Javier Milei",0.014,0.069,0.169,0.156
"P06","Al Candidato de la izquierda",0.015,0.006,0.017,0.015
"P06","No sabe",0.02,0.124,0.089,0.098
"P08","En Juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.135,0.114,0.214,0.167
"P08","En Juntos por el Cambio, a Andrés Petrillo con el apoyo de Jorge Macri",0.059,0.152,0.197,0.078
"P08","En Juntos por el Cambio, a Mauricio D’alessandro",0.057,0.059,0.108,0.031
"P08","En el Frente de Todos, a Fernando Moreira con el apoyo de Alberto Fernández",0.454,0.242,0.127,0.257
"P08","En el Frente de Todos, a Juan Esleiman con el apoyo de Sergio Massa",0.117,0.115,0.027,0.071
"P08","En el Frente de Todos, a Leonardo Grosso",0.143,0.084,0.052,0.082
"P08","Al candidato de Javier Milei",0.016,0.09,0.175,0.131
"P08","Al Candidato del Frente de Izquierda",0,0.008,0.021,0.005
"P08","No sabe",0.019,0.136,0.079,0.178
"P10","A Santiago López Medrano por Juntos por el Cambio",0.086,0.296,0.478,0.173
"P10","A Gabriel Katopodis por el Frente de Todos",0.8,0.419,0.101,0.265
"P10","Al candidato de los liberales libertarios",0.052,0.079,0.247,0.142
"P10","Al candidato del Frente de Izquierda",0.031,0.038,0.048,0.036
"P10","No sabe",0.031,0.168,0.126,0.384
"P12","A Santiago López Medrano por Juntos por el Cambio",0.175,0.292,0.447,0.205
"P12","A Fernando Moreira por el Frente de Todos",0.662,0.411,0.112,0.242
"P12","Al candidato de los liberales libertarios",0.019,0.098,0.215,0.132
"P12","Al candidato del Frente de Izquierda",0.024,0.022,0.03,0.005
"P12","No sabe",0.12,0.177,0.196,0.416
"P14","A Santiago López Medrano por Juntos por el Cambio",0.09,0.35,0.449,0.185
"P14","A Juan Esleiman por el Frente de Todos",0.582,0.329,0.144,0.216
"P14","Al candidato de los liberales libertarios",0.019,0.1,0.23,0.123
"P14","Al candidato del Frente de Izquierda",0.057,0.027,0.032,0.016
"P14","No sabe",0.252,0.194,0.145,0.46
"P16","A Andrés Petrillo por Juntos por el Cambio",0.165,0.292,0.402,0.14
"P16","A Gabriel Katopodis por el Frente de Todos",0.748,0.457,0.172,0.354
"P16","Al candidato de los liberales libertarios",0.019,0.101,0.234,0.117
"P16","Al candidato del Frente de Izquierda",0.007,0.012,0.015,0.011
"P16","No sabe",0.061,0.138,0.177,0.378
"P17","A Andrés Petrillo por Juntos por el Cambio",0.095,0.368,0.427,0.182
"P17","A Fernando Moreira por el Frente de Todos",0.811,0.334,0.119,0.242
"P17","Al candidato de los liberales libertarios",0.022,0.114,0.231,0.145
"P17","Al candidato del Frente de Izquierda",0.007,0.038,0.022,0.019
"P17","No sabe",0.065,0.146,0.201,0.412
"P18","A Andrés Petrillo por Juntos por el Cambio",0.104,0.341,0.44,0.177
"P18","A Juan Esleiman por el Frente de Todos",0.615,0.335,0.124,0.201
"P18","Al candidato de los liberales libertarios",0.027,0.1,0.238,0.117
"P18","Al candidato del Frente de Izquierda",0.035,0.028,0.023,0.044
"P18","No sabe",0.219,0.196,0.175,0.461
"P19","Lo votaría",0.097,0.131,0.21,0.09
"P19","Puede que lo vote",0.135,0.118,0.201,0.075
"P19","Nunca lo votaría",0.599,0.477,0.346,0.195
"P19","No sabe",0.169,0.274,0.243,0.64
"P20","Lo votaría",0.546,0.11,0.041,0.093
"P20","Puede que lo vote",0.247,0.196,0.093,0.1
"P20","Nunca lo votaría",0.123,0.38,0.686,0.28
"P20","No sabe",0.084,0.314,0.18,0.527
"P21","Lo votaría",0.114,0.155,0.17,0.105
"P21","Puede que lo vote",0.145,0.158,0.234,0.056
"P21","Nunca lo votaría",0.601,0.361,0.386,0.233
"P21","No sabe",0.14,0.326,0.21,0.606
"P22","Lo votaría",0.732,0.359,0.079,0.276
"P22","Puede que lo vote",0.141,0.18,0.122,0.094
"P22","Nunca lo votaría",0.106,0.317,0.709,0.32
"P22","No sabe",0.021,0.144,0.09,0.31
"P23","Lo votaría",0.118,0.117,0.19,0.138
"P23","Puede que lo vote",0.13,0.193,0.257,0.072
"P23","Nunca lo votaría",0.625,0.373,0.381,0.349
"P23","No sabe",0.127,0.317,0.172,0.441
"P24","Lo votaría",0.262,0.047,0.048,0.033
"P24","Puede que lo vote",0.245,0.217,0.166,0.081
"P24","Nunca lo votaría",0.343,0.353,0.593,0.28
"P24","No sabe",0.15,0.383,0.193,0.606
"P25","Lo votaría",0.297,0.072,0.039,0.045
"P25","Puede que lo vote",0.242,0.157,0.085,0.073
"P25","Nunca lo votaría",0.297,0.416,0.674,0.315
"P25","No sabe",0.164,0.355,0.202,0.567
"P26","En Juntos por el Cambio, a Horacio Rodríguez Larreta presidente con Diego Santilli de gobernador",0.175,0.186,0.222,0.096
"P26","En Juntos por el Cambio, a Patricia Bullrich presidenta con Joaquín De La Torre de gobernador",0.102,0.238,0.329,0.168
"P26","En el Frente de Todos, a Alberto Fernández presidente con Victoria Tolosa paz de gobernadora",0.157,0.193,0.113,0.186
"P26","En el Frente de Todos, a Sergio Massa presidente con Axel Kicillof de gobernador",0.463,0.254,0.081,0.285
"P26","Por los liberales, a  Javier Milei presidente con Carolina Píparo de gobernadora",0.005,0.075,0.169,0.052
"P26","Solo como gobernador a José Luis Espert",0.012,0.014,0.017,0.028
"P26","A los candidatos a presidente y gobernador del Frente de Izquierda",0.024,0.014,0.01,0
"P26","No sabe",0.062,0.026,0.059,0.185
