"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P06","En juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.007,0.008,0.107,0.197,0.21,0.123
"P06","En Juntos por el cambio, A Andrés Petrillo con el apoyo de Jorge Macri",0.077,0.096,0.202,0.259,0.191,0.172
"P06","En juntos por el Cambio,a Mauricio D’alessandro",0,0.004,0.045,0.149,0.039,0.072
"P06","En el frente de todos, a Gabriel Katopodis con el apoyo de Alberto Fernández",0.619,0.588,0.299,0.101,0.117,0.301
"P06","En el frente de todos, a Juan Esleiman con el apoyo de Sergio Massa",0.135,0.115,0.08,0.033,0.1,0.041
"P06","En el frente de todos, a Leonardo Grosso",0.14,0.109,0.068,0.035,0.015,0.022
"P06","Al candidato de Javier Milei",0,0.03,0.069,0.122,0.219,0.156
"P06","Al Candidato de la izquierda",0.006,0.024,0.006,0.027,0.007,0.015
"P06","No sabe",0.016,0.026,0.124,0.077,0.102,0.098
"P08","En Juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.169,0.097,0.114,0.177,0.253,0.167
"P08","En Juntos por el Cambio, a Andrés Petrillo con el apoyo de Jorge Macri",0.083,0.031,0.152,0.238,0.153,0.078
"P08","En Juntos por el Cambio, a Mauricio D’alessandro",0.027,0.09,0.059,0.149,0.065,0.031
"P08","En el Frente de Todos, a Fernando Moreira con el apoyo de Alberto Fernández",0.474,0.433,0.242,0.115,0.14,0.257
"P08","En el Frente de Todos, a Juan Esleiman con el apoyo de Sergio Massa",0.071,0.168,0.115,0.035,0.017,0.071
"P08","En el Frente de Todos, a Leonardo Grosso",0.158,0.126,0.084,0.065,0.039,0.082
"P08","Al candidato de Javier Milei",0.004,0.03,0.09,0.134,0.219,0.131
"P08","Al Candidato del Frente de Izquierda",0,0,0.008,0.03,0.011,0.005
"P08","No sabe",0.014,0.025,0.136,0.057,0.103,0.178
"P10","A Santiago López Medrano por Juntos por el Cambio",0.073,0.1,0.296,0.504,0.451,0.173
"P10","A Gabriel Katopodis por el Frente de Todos",0.875,0.715,0.419,0.117,0.084,0.265
"P10","Al candidato de los liberales libertarios",0,0.111,0.079,0.209,0.287,0.142
"P10","Al candidato del Frente de Izquierda",0.021,0.042,0.038,0.069,0.025,0.036
"P10","No sabe",0.031,0.032,0.168,0.101,0.153,0.384
"P12","A Santiago López Medrano por Juntos por el Cambio",0.189,0.16,0.292,0.496,0.396,0.205
"P12","A Fernando Moreira por el Frente de Todos",0.655,0.668,0.411,0.174,0.045,0.242
"P12","Al candidato de los liberales libertarios",0.004,0.036,0.098,0.134,0.3,0.132
"P12","Al candidato del Frente de Izquierda",0,0.051,0.022,0.042,0.019,0.005
"P12","No sabe",0.152,0.085,0.177,0.154,0.24,0.416
"P14","A Santiago López Medrano por Juntos por el Cambio",0.1,0.08,0.35,0.491,0.405,0.185
"P14","A Juan Esleiman por el Frente de Todos",0.556,0.61,0.329,0.199,0.086,0.216
"P14","Al candidato de los liberales libertarios",0.004,0.035,0.1,0.185,0.278,0.123
"P14","Al candidato del Frente de Izquierda",0.008,0.111,0.027,0.022,0.043,0.016
"P14","No sabe",0.332,0.164,0.194,0.103,0.188,0.46
"P16","A Andrés Petrillo por Juntos por el Cambio",0.169,0.16,0.292,0.491,0.307,0.14
