"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P06","En juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.216,0.116,0.015,0.076
"P06","En Juntos por el cambio, A Andrés Petrillo con el apoyo de Jorge Macri",0.22,0.162,0.108,0.157
"P06","En juntos por el Cambio,a Mauricio D’alessandro",0.083,0.058,0.019,0.045
"P06","En el frente de todos, a Gabriel Katopodis con el apoyo de Alberto Fernández",0.271,0.329,0.413,0.325
"P06","En el frente de todos, a Juan Esleiman con el apoyo de Sergio Massa",0.112,0.092,0.031,0.106
"P06","En el frente de todos, a Leonardo Grosso",0.026,0.032,0.162,0.06
"P06","Al candidato de Javier Milei",0.006,0.117,0.154,0.104
"P06","Al Candidato de la izquierda",0,0.001,0.038,0.02
"P06","No sabe",0.066,0.093,0.06,0.107
"P08","En Juntos por el Cambio, a Santiago López Medrano con el apoyo de María Eugenía Vidal",0.33,0.111,0.067,0.115
"P08","En Juntos por el Cambio, a Andrés Petrillo con el apoyo de Jorge Macri",0.163,0.175,0.074,0.098
"P08","En Juntos por el Cambio, a Mauricio D’alessandro",0.08,0.075,0.071,0.061
"P08","En el Frente de Todos, a Fernando Moreira con el apoyo de Alberto Fernández",0.221,0.265,0.32,0.289
"P08","En el Frente de Todos, a Juan Esleiman con el apoyo de Sergio Massa",0.089,0.079,0.054,0.082
"P08","En el Frente de Todos, a Leonardo Grosso",0.041,0.073,0.183,0.096
"P08","Al candidato de Javier Milei",0.01,0.128,0.154,0.106
"P08","Al Candidato del Frente de Izquierda",0.002,0.004,0.027,0.01
"P08","No sabe",0.064,0.09,0.05,0.143
"P10","A Santiago López Medrano por Juntos por el Cambio",0.461,0.352,0.117,0.141
"P10","A Gabriel Katopodis por el Frente de Todos",0.399,0.348,0.512,0.435
"P10","Al candidato de los liberales libertarios",0.031,0.158,0.183,0.155
"P10","Al candidato del Frente de Izquierda",0.057,0.019,0.082,0.024
"P10","No sabe",0.052,0.123,0.106,0.245
"P12","A Santiago López Medrano por Juntos por el Cambio",0.567,0.325,0.15,0.137
"P12","A Fernando Moreira por el Frente de Todos",0.275,0.339,0.466,0.405
"P12","Al candidato de los liberales libertarios",0.014,0.141,0.143,0.157
"P12","Al candidato del Frente de Izquierda",0.003,0.014,0.074,0.015
"P12","No sabe",0.141,0.181,0.167,0.286
"P14","A Santiago López Medrano por Juntos por el Cambio",0.506,0.358,0.11,0.141
"P14","A Juan Esleiman por el Frente de Todos",0.354,0.292,0.407,0.311
"P14","Al candidato de los liberales libertarios",0.014,0.129,0.169,0.173
"P14","Al candidato del Frente de Izquierda",0.008,0.038,0.09,0.019
"P14","No sabe",0.118,0.183,0.224,0.356
"P16","A Andrés Petrillo por Juntos por el Cambio",0.547,0.305,0.098,0.129
"P16","A Gabriel Katopodis por el Frente de Todos",0.286,0.395,0.642,0.45
"P16","Al candidato de los liberales libertarios",0.053,0.141,0.143,0.154
"P16","Al candidato del Frente de Izquierda",0,0.01,0.024,0.019
"P16","No sabe",0.114,0.149,0.093,0.248
"P17","A Andrés Petrillo por Juntos por el Cambio",0.477,0.349,0.102,0.145
"P17","A Fernando Moreira por el Frente de Todos",0.33,0.348,0.522,0.422
"P17","Al candidato de los liberales libertarios",0.061,0.146,0.14,0.158
"P17","Al candidato del Frente de Izquierda",0.008,0.021,0.043,0.016
"P17","No sabe",0.124,0.136,0.193,0.259
"P18","A Andrés Petrillo por Juntos por el Cambio",0.5,0.351,0.115,0.138
"P18","A Juan Esleiman por el Frente de Todos",0.297,0.276,0.438,0.335
"P18","Al candidato de los liberales libertarios",0.075,0.129,0.164,0.165
"P18","Al candidato del Frente de Izquierda",0.008,0.042,0.047,0.019
"P18","No sabe",0.12,0.202,0.236,0.343
"P19","Lo votaría",0.406,0.113,0.025,0.022
"P19","Puede que lo vote",0.215,0.17,0.063,0.109
"P19","Nunca lo votaría",0.284,0.398,0.753,0.369
"P19","No sabe",0.095,0.319,0.159,0.5
"P20","Lo votaría",0.161,0.111,0.372,0.253
