"var","categoria","Si","No","No sabe"
"P08","Empleado sector publico",0.308,0.224,0.194
"P08","Empleado sector privado",0.256,0.474,0.197
"P08","Changas o trabajos eventuales",0.191,0.104,0.266
"P08","Estudiante",0.029,0.054,0.033
"P08","Amas de casa",0.069,0.058,0.087
"P08","Profesional o independiente",0.06,0.036,0.072
"P08","Comerciante, emprendedor o empresario",0.035,0.023,0.077
"P08","Trabajador informal",0.01,0.003,0.002
"P08","No tengo trabajo",0.042,0.024,0.072
"P09","Siempre",0.261,0.187,0.222
"P09","Casi siempre",0.355,0.392,0.282
"P09","Casi nunca",0.281,0.309,0.301
"P09","Nunca, pero esta es una excepción",0.103,0.112,0.195
"P10","Muy buena",0.234,0.081,0.137
"P10","Buena",0.216,0.25,0.137
"P10","Ni buena ni mala",0.315,0.371,0.509
"P10","Mala",0.126,0.208,0.108
"P10","Muy mala",0.081,0.075,0.034
"P10","No sabe",0.028,0.015,0.075
"P11","Muy buena",0.268,0.085,0.059
"P11","Buena",0.262,0.316,0.211
"P11","Ni buena ni mala",0.262,0.31,0.447
"P11","Mala",0.113,0.189,0.128
"P11","Muy mala",0.072,0.092,0.026
"P11","No sabe",0.023,0.008,0.129
"P13","Muy buena",0.257,0.139,0.085
"P13","Buena",0.232,0.306,0.2
"P13","Ni buena ni mala",0.275,0.293,0.447
"P13","Mala",0.136,0.163,0.145
"P13","Muy mala",0.079,0.095,0.039
"P13","No sabe",0.021,0.004,0.084
"P14","Muy buena",0.177,0.083,0.086
"P14","Buena",0.132,0.319,0.169
"P14","Ni buena ni mala",0.222,0.239,0.371
"P14","Mala",0.28,0.213,0.206
"P14","Muy mala",0.158,0.132,0.079
"P14","No sabe",0.031,0.014,0.089
"P15","Muy buena",0.184,0.087,0.128
"P15","Buena",0.126,0.324,0.133
"P15","Ni buena ni mala",0.315,0.26,0.348
"P15","Mala",0.184,0.17,0.206
"P15","Muy mala",0.148,0.127,0.049
"P15","No sabe",0.043,0.032,0.136
"P16","Muy buena",0.21,0.143,0.105
"P16","Buena",0.163,0.307,0.168
"P16","Ni buena ni mala",0.234,0.219,0.315
"P16","Mala",0.203,0.159,0.187
"P16","Muy mala",0.149,0.148,0.066
"P16","No sabe",0.041,0.024,0.159
"P17","Muy buena",0.185,0.154,0.084
"P17","Buena",0.169,0.291,0.12
"P17","Ni buena ni mala",0.173,0.119,0.277
"P17","Mala",0.195,0.159,0.186
"P17","Muy mala",0.265,0.256,0.178
"P17","No sabe",0.013,0.021,0.155
"P18","Muy buena",0.346,0.247,0.147
"P18","Buena",0.174,0.283,0.139
"P18","Ni buena ni mala",0.135,0.101,0.21
"P18","Mala",0.153,0.146,0.225
"P18","Muy mala",0.176,0.213,0.166
"P18","No sabe",0.016,0.01,0.113
"P20","Muy buena",0.164,0.053,0.051
"P20","Buena",0.144,0.302,0.174
"P20","Ni buena ni mala",0.301,0.228,0.335
"P20","Mala",0.167,0.165,0.145
"P20","Muy mala",0.166,0.209,0.084
"P20","No sabe",0.058,0.043,0.211
"P21","Si",0.566,0.244,0.256
"P21","No",0.272,0.607,0.251
"P21","No sabe",0.162,0.149,0.493
"P23","Gobierno nacional",0.358,0.194,0.193
"P23","Gobierno provincial",0.536,0.719,0.484
"P23","No sabe",0.106,0.087,0.323
"P24","El gobierno anterior de Omar Gutierrez",0.514,0.238,0.269
"P24","El actual gobierno de Rolo Figueroa",0.171,0.53,0.166
"P24","No sabe",0.315,0.232,0.565
"P25","El gobierno anterior de Alberto Fernández",0.448,0.454,0.372
"P25","El actual gobierno de Javier Milei",0.453,0.515,0.397
"P25","No sabe",0.099,0.031,0.231
"P26","Si",0.891,0.67,0.65
"P26","No",0.109,0.33,0.35
"P27","Si",0.327,0.349,0.179
"P27","No estoy seguro",0.418,0.417,0.376
"P27","No",0.169,0.156,0.156
"P27","No sabe",0.086,0.078,0.289
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.315,0.173,0.12
"P28","Investigaciones científicas no declaradas con fines secretos",0.257,0.446,0.153
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.171,0.127,0.112
"P28","Otro",0.079,0.118,0.132
"P28","No sabe",0.178,0.136,0.483
"P29","Es imposible",0.33,0.281,0.189
"P29","Es muy difícil",0.3,0.336,0.203
"P29","Es bastante factible",0.128,0.096,0.093
"P29","Es posible",0.165,0.208,0.158
"P29","No sabe",0.077,0.079,0.357
"P30","Si",0.524,0.244,0.167
"P30","Es probable",0.177,0.395,0.148
"P30","No",0.226,0.254,0.273
"P30","No sabe",0.073,0.107,0.412
"P31","De acuerdo",0.681,0.336,0.185
"P31","Ni de acuerdo ni en desacuerdo",0.146,0.381,0.189
"P31","En desacuerdo",0.137,0.261,0.328
"P31","No sabe",0.036,0.022,0.298
"P33","Muy de acuerdo",0.287,0.11,0.101
"P33","De acuerdo",0.158,0.426,0.147
"P33","Ni de acuerdo ni en desacuerdo",0.152,0.109,0.224
"P33","En desacuerdo",0.34,0.285,0.304
"P33","Muy en desacuerdo",0.055,0.046,0.142
"P33","No sabe",0.008,0.024,0.082
"P34","Si",0.765,0.57,0.402
"P34","No",0.235,0.43,0.598
"P35","Muy de acuerdo",0.298,0.11,0.118
"P35","De acuerdo",0.189,0.399,0.152
"P35","Ni de acuerdo ni en desacuerdo",0.15,0.161,0.183
"P35","En desacuerdo",0.265,0.24,0.231
"P35","Muy en desacuerdo",0.095,0.09,0.259
"P35","No sabe",0.003,0,0.057
"P36","1-Excelente",0.27,0.142,0.168
"P36","2",0.096,0.244,0.103
"P36","3",0.061,0.051,0.068
"P36","4",0.048,0.037,0.079
"P36","5",0.197,0.071,0.095
"P36","6",0.036,0.01,0.028
"P36","7",0.033,0.029,0.044
"P36","8",0.028,0.029,0.028
"P36","9-Pésimo",0.156,0.276,0.225
"P36","No sabe",0.075,0.111,0.162
"P37","1-Excelente",0.213,0.095,0.111
"P37","2",0.108,0.259,0.097
"P37","3",0.063,0.055,0.038
"P37","4",0.08,0.056,0.089
"P37","5",0.185,0.088,0.155
"P37","6",0.08,0.05,0.07
"P37","7",0.046,0.03,0.049
"P37","8",0.034,0.014,0.067
"P37","9-Pésimo",0.154,0.27,0.174
"P37","No sabe",0.037,0.083,0.15
"P38","1-Excelente",0.227,0.095,0.118
"P38","2",0.086,0.249,0.127
"P38","3",0.085,0.033,0.038
"P38","4",0.086,0.117,0.024
"P38","5",0.163,0.055,0.095
"P38","6",0.055,0.046,0.136
"P38","7",0.063,0.028,0.053
"P38","8",0.031,0.039,0.05
"P38","9-Pésimo",0.15,0.232,0.168
"P38","No sabe",0.054,0.106,0.191
"P39","1-Excelente",0.205,0.128,0.131
"P39","2",0.097,0.217,0.127
"P39","3",0.086,0.08,0.052
"P39","4",0.093,0.053,0.033
"P39","5",0.169,0.105,0.139
"P39","6",0.054,0.046,0.075
"P39","7",0.049,0.023,0.049
"P39","8",0.034,0.037,0.051
"P39","9-Pésimo",0.159,0.223,0.158
"P39","No sabe",0.054,0.088,0.185
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.417,0.423,0.338
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.187,0.25,0.132
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.208,0.14,0.18
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.149,0.131,0.157
"P40","No sabe",0.039,0.056,0.193
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.351,0.375,0.264
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.158,0.273,0.126
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.305,0.149,0.355
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.166,0.145,0.067
"P41","No sabe",0.02,0.058,0.188
"P42","Oponerse totalmente",0.324,0.347,0.314
"P42","Oponerse parcialmente",0.124,0.296,0.076
"P42","Apoyar parcialmente",0.269,0.164,0.299
"P42","Apoyar totalmente",0.26,0.17,0.098
"P42","No sabe",0.023,0.023,0.213
"P43","Inseguridad y narcotráfico",0.35,0.297,0.258
"P43","Altos impuestos y tarifas",0.263,0.282,0.117
"P43","Educación y estado de las escuelas",0.19,0.108,0.18
"P43","Inflación",0.111,0.196,0.241
"P43","Estado de la salud",0.046,0.071,0.145
"P43","Corrupción",0.02,0.031,0.008
"P43","Pobreza",0.01,0.004,0.003
"P43","Medio ambiente, incendios y contaminación",0.004,0,0
"P43","Falta de trabajo",0.001,0,0.048
"P43","No sabe",0.005,0.011,0
"P47","Muy buena",0.138,0.063,0.042
"P47","Buena",0.291,0.323,0.141
"P47","Ni buena ni mala",0.314,0.292,0.399
"P47","Mala",0.165,0.195,0.329
"P47","Muy mala",0.064,0.118,0.034
"P47","No sabe",0.028,0.009,0.055
"P48","Peor",0.378,0.442,0.343
"P48","Igual",0.408,0.456,0.478
"P48","Mejor",0.157,0.066,0.042
"P48","No sabe",0.057,0.036,0.137
"P49","Peor",0.328,0.396,0.375
"P49","Igual",0.324,0.341,0.338
"P49","Mejor",0.282,0.2,0.067
"P49","No sabe",0.066,0.063,0.22
"P50","El gobierno de Javier Milei",0.337,0.346,0.355
"P50","El gobierno de Alberto Fernández",0.554,0.523,0.474
"P50","Ambos",0.105,0.097,0.076
"P50","No sabe",0.004,0.034,0.095
"P51","Javier Milei",0.549,0.459,0.398
"P51","Los gobernadores",0.358,0.47,0.442
"P51","No sabe",0.093,0.071,0.16
"P52","Muy buena",0.217,0.185,0.207
"P52","Buena",0.095,0.284,0.083
"P52","Ni buena ni mala",0.093,0.095,0.163
"P52","Mala",0.154,0.104,0.104
"P52","Muy mala",0.44,0.328,0.391
"P52","No sabe",0.001,0.004,0.052
"P53","Muy buena",0.165,0.143,0.022
"P53","Buena",0.142,0.239,0.119
"P53","Ni buena ni mala",0.215,0.193,0.292
"P53","Mala",0.256,0.204,0.18
"P53","Muy mala",0.22,0.219,0.258
"P53","No sabe",0.002,0.002,0.129
"P54","Muy buena",0.332,0.224,0.107
"P54","Buena",0.217,0.339,0.23
"P54","Ni buena ni mala",0.139,0.092,0.171
"P54","Mala",0.136,0.168,0.125
"P54","Muy mala",0.175,0.177,0.253
"P54","No sabe",0.001,0,0.114
"P55","Muy buena",0.232,0.27,0.099
"P55","Buena",0.172,0.203,0.15
"P55","Ni buena ni mala",0.243,0.2,0.256
"P55","Mala",0.124,0.078,0.182
"P55","Muy mala",0.195,0.204,0.181
"P55","No sabe",0.034,0.045,0.132
"P56","Muy buena",0.444,0.35,0.197
"P56","Buena",0.155,0.24,0.112
"P56","Ni buena ni mala",0.104,0.086,0.276
"P56","Mala",0.097,0.117,0.114
"P56","Muy mala",0.166,0.185,0.192
"P56","No sabe",0.034,0.022,0.109
"P57","Muy buena",0.14,0.136,0.077
"P57","Buena",0.195,0.26,0.191
"P57","Ni buena ni mala",0.383,0.261,0.406
"P57","Mala",0.135,0.187,0.122
"P57","Muy mala",0.122,0.124,0.081
"P57","No sabe",0.025,0.032,0.123
"P58","Muy buena",0.262,0.243,0.1
"P58","Buena",0.212,0.244,0.122
"P58","Ni buena ni mala",0.207,0.177,0.283
"P58","Mala",0.102,0.107,0.16
"P58","Muy mala",0.182,0.197,0.228
"P58","No sabe",0.035,0.032,0.107
"P59","Muy buena",0.235,0.19,0.081
"P59","Buena",0.174,0.194,0.128
"P59","Ni buena ni mala",0.276,0.247,0.302
"P59","Mala",0.114,0.113,0.158
"P59","Muy mala",0.139,0.209,0.149
"P59","No sabe",0.062,0.047,0.182
