"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P08","Empleado sector publico",0.415,0.239,0.213,0.146
"P08","Empleado sector privado",0.168,0.32,0.295,0.256
"P08","Changas o trabajos eventuales",0.2,0.163,0.21,0.223
"P08","Estudiante",0.018,0.022,0.038,0.099
"P08","Amas de casa",0.052,0.077,0.058,0.103
"P08","Profesional o independiente",0.042,0.076,0.076,0.046
"P08","Comerciante, emprendedor o empresario",0.028,0.031,0.043,0.05
"P08","Trabajador informal",0.009,0.014,0.019,0.019
"P08","No tengo trabajo",0.068,0.058,0.048,0.058
"P10","Muy buena",0.375,0.12,0.123,0.107
"P10","Buena",0.173,0.321,0.171,0.089
"P10","Ni buena ni mala",0.242,0.392,0.487,0.33
"P10","Mala",0.103,0.097,0.138,0.273
"P10","Muy mala",0.083,0.047,0.064,0.108
"P10","No sabe",0.024,0.023,0.017,0.093
"P11","Muy buena",0.386,0.168,0.148,0.109
"P11","Buena",0.189,0.364,0.273,0.193
"P11","Ni buena ni mala",0.244,0.314,0.372,0.33
"P11","Mala",0.074,0.085,0.14,0.187
"P11","Muy mala",0.082,0.046,0.043,0.065
"P11","No sabe",0.025,0.023,0.024,0.116
"P13","Muy buena",0.36,0.199,0.135,0.106
"P13","Buena",0.207,0.33,0.256,0.197
"P13","Ni buena ni mala",0.253,0.304,0.395,0.26
"P13","Mala",0.084,0.089,0.129,0.259
"P13","Muy mala",0.065,0.052,0.067,0.083
"P13","No sabe",0.031,0.026,0.018,0.095
"P14","Muy buena",0.353,0.11,0.093,0.09
"P14","Buena",0.175,0.295,0.183,0.171
"P14","Ni buena ni mala",0.208,0.271,0.331,0.24
"P14","Mala",0.117,0.198,0.221,0.213
"P14","Muy mala",0.11,0.078,0.121,0.189
"P14","No sabe",0.037,0.048,0.051,0.097
"P15","Muy buena",0.357,0.104,0.084,0.09
"P15","Buena",0.135,0.271,0.204,0.098
"P15","Ni buena ni mala",0.21,0.33,0.357,0.286
"P15","Mala",0.103,0.152,0.206,0.195
"P15","Muy mala",0.126,0.094,0.102,0.178
"P15","No sabe",0.069,0.049,0.047,0.153
"P16","Muy buena",0.389,0.134,0.127,0.059
"P16","Buena",0.129,0.285,0.176,0.15
"P16","Ni buena ni mala",0.188,0.251,0.335,0.209
"P16","Mala",0.112,0.173,0.181,0.275
"P16","Muy mala",0.123,0.119,0.132,0.175
"P16","No sabe",0.059,0.038,0.049,0.132
"P17","Muy buena",0.376,0.105,0.093,0.1
"P17","Buena",0.131,0.269,0.151,0.096
"P17","Ni buena ni mala",0.105,0.199,0.254,0.186
"P17","Mala",0.125,0.178,0.192,0.256
"P17","Muy mala",0.21,0.236,0.281,0.275
"P17","No sabe",0.053,0.013,0.029,0.087
"P18","Muy buena",0.443,0.243,0.269,0.233
"P18","Buena",0.105,0.271,0.157,0.135
"P18","Ni buena ni mala",0.115,0.14,0.215,0.135
"P18","Mala",0.195,0.121,0.17,0.155
"P18","Muy mala",0.124,0.198,0.172,0.241
"P18","No sabe",0.018,0.027,0.017,0.101
"P20","Muy buena",0.317,0.069,0.056,0.067
"P20","Buena",0.122,0.247,0.148,0.118
"P20","Ni buena ni mala",0.204,0.282,0.39,0.311
"P20","Mala",0.146,0.19,0.13,0.187
"P20","Muy mala",0.149,0.133,0.199,0.193
"P20","No sabe",0.062,0.079,0.077,0.124
"P21","Si",0.553,0.475,0.39,0.313
"P21","No",0.319,0.318,0.298,0.341
"P21","No sabe",0.128,0.207,0.312,0.346
"P23","Gobierno nacional",0.435,0.261,0.265,0.238
"P23","Gobierno provincial",0.412,0.57,0.586,0.513
"P23","No sabe",0.153,0.169,0.149,0.249
"P24","El gobierno anterior de Omar Gutierrez",0.482,0.364,0.413,0.537
"P24","El actual gobierno de Rolo Figueroa",0.251,0.299,0.229,0.131
"P24","No sabe",0.267,0.337,0.358,0.332
"P25","El gobierno anterior de Alberto Fernández",0.629,0.413,0.367,0.507
"P25","El actual gobierno de Javier Milei",0.352,0.453,0.455,0.447
"P25","No sabe",0.019,0.134,0.178,0.046
"P26","Si",0.773,0.769,0.878,0.738
"P26","No",0.227,0.231,0.122,0.262
"P27","Si",0.46,0.232,0.267,0.237
"P27","No estoy seguro",0.29,0.528,0.406,0.34
"P27","No",0.16,0.126,0.187,0.24
"P27","No sabe",0.09,0.114,0.14,0.183
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.246,0.236,0.252,0.335
"P28","Investigaciones científicas no declaradas con fines secretos",0.212,0.335,0.256,0.158
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.203,0.128,0.153,0.157
"P28","Otro",0.096,0.113,0.115,0.081
"P28","No sabe",0.243,0.188,0.224,0.269
"P29","Es imposible",0.411,0.214,0.303,0.332
"P29","Es muy difícil",0.251,0.331,0.311,0.16
"P29","Es bastante factible",0.066,0.123,0.16,0.142
"P29","Es posible",0.164,0.21,0.125,0.161
"P29","No sabe",0.108,0.122,0.101,0.205
"P30","Si",0.535,0.375,0.4,0.429
"P30","Es probable",0.185,0.252,0.19,0.172
"P30","No",0.203,0.241,0.261,0.231
"P30","No sabe",0.077,0.132,0.149,0.168
"P31","De acuerdo",0.588,0.5,0.576,0.499
"P31","Ni de acuerdo ni en desacuerdo",0.158,0.25,0.171,0.129
"P31","En desacuerdo",0.188,0.182,0.197,0.217
"P31","No sabe",0.066,0.068,0.056,0.155
"P32","Si",0.725,0.684,0.655,0.582
"P32","No",0.13,0.189,0.18,0.159
"P32","No sabe",0.145,0.127,0.165,0.259
"P33","Muy de acuerdo",0.346,0.196,0.176,0.206
"P33","De acuerdo",0.171,0.279,0.161,0.127
"P33","Ni de acuerdo ni en desacuerdo",0.153,0.131,0.196,0.138
"P33","En desacuerdo",0.252,0.314,0.386,0.358
"P33","Muy en desacuerdo",0.055,0.064,0.06,0.126
"P33","No sabe",0.023,0.016,0.021,0.045
"P34","Si",0.663,0.662,0.718,0.641
"P34","No",0.337,0.338,0.282,0.359
"P35","Muy de acuerdo",0.339,0.196,0.21,0.222
"P35","De acuerdo",0.258,0.257,0.175,0.118
"P35","Ni de acuerdo ni en desacuerdo",0.131,0.166,0.185,0.108
"P35","En desacuerdo",0.176,0.235,0.314,0.355
"P35","Muy en desacuerdo",0.084,0.141,0.116,0.139
"P35","No sabe",0.012,0.005,0,0.058
"P36","1-Excelente",0.45,0.211,0.113,0.137
"P36","2",0.06,0.189,0.092,0.13
"P36","3",0.044,0.046,0.084,0.083
"P36","4",0.047,0.053,0.055,0.041
"P36","5",0.075,0.209,0.197,0.099
"P36","6",0.038,0.037,0.025,0.004
"P36","7",0.041,0.023,0.045,0.022
"P36","8",0.006,0.031,0.028,0.067
"P36","9-Pésimo",0.114,0.135,0.261,0.319
"P36","No sabe",0.125,0.066,0.1,0.098
"P37","1-Excelente",0.394,0.133,0.082,0.104
"P37","2",0.12,0.174,0.1,0.114
"P37","3",0.044,0.084,0.043,0.046
"P37","4",0.039,0.084,0.083,0.127
"P37","5",0.093,0.207,0.177,0.151
"P37","6",0.093,0.057,0.09,0.038
"P37","7",0.026,0.033,0.083,0.009
"P37","8",0.018,0.039,0.04,0.048
"P37","9-Pésimo",0.109,0.132,0.253,0.262
"P37","No sabe",0.064,0.057,0.049,0.101
"P38","1-Excelente",0.409,0.123,0.116,0.115
"P38","2",0.085,0.191,0.069,0.105
"P38","3",0.034,0.093,0.068,0.075
"P38","4",0.089,0.086,0.074,0.083
"P38","5",0.072,0.181,0.145,0.101
"P38","6",0.034,0.047,0.11,0.07
"P38","7",0.048,0.055,0.076,0.018
"P38","8",0.01,0.04,0.05,0.035
"P38","9-Pésimo",0.117,0.11,0.225,0.293
"P38","No sabe",0.102,0.074,0.067,0.105
"P39","1-Excelente",0.363,0.164,0.067,0.144
"P39","2",0.099,0.161,0.112,0.079
"P39","3",0.096,0.076,0.087,0.041
"P39","4",0.041,0.089,0.09,0.085
"P39","5",0.077,0.2,0.169,0.133
"P39","6",0.05,0.068,0.053,0.033
"P39","7",0.021,0.032,0.092,0.016
"P39","8",0.021,0.046,0.021,0.081
"P39","9-Pésimo",0.127,0.113,0.231,0.283
"P39","No sabe",0.105,0.051,0.078,0.105
"P40","Oponerse totalmente y elevar un recurso de amparo ante la corte",0.591,0.366,0.339,0.333
"P40","Oponerse y tratar de negociar con el gobierno nacional a cambio de apoyo legislativo en otros temas",0.114,0.224,0.206,0.206
"P40","Apoyar las iniciativas del gobierno nacional y así no tener problemas con la participación",0.17,0.17,0.249,0.161
"P40","Apoyar totalmente la iniciativa del gobierno nacional porque es lo que votó la mayoría del pueblo argentino",0.094,0.155,0.169,0.176
"P40","No sabe",0.031,0.085,0.037,0.124
"P41","Oponerse totalmente y no concurrir a la convocatoria",0.476,0.326,0.289,0.27
"P41","Oponerse parcialmente y concurrir a la convocatoria",0.157,0.218,0.156,0.126
"P41","Apoyar la iniciativa del gobierno nacional y negociar otros temas en discusión",0.249,0.273,0.32,0.294
"P41","Apoyar totalmente la iniciativa del gobierno nacional",0.108,0.135,0.191,0.171
"P41","No sabe",0.01,0.048,0.044,0.139
"P42","Oponerse totalmente",0.532,0.263,0.291,0.201
"P42","Oponerse parcialmente",0.109,0.219,0.078,0.201
"P42","Apoyar parcialmente",0.166,0.285,0.303,0.217
"P42","Apoyar totalmente",0.173,0.21,0.268,0.236
"P42","No sabe",0.02,0.023,0.06,0.145
"P43","Inseguridad y narcotráfico",0.441,0.28,0.307,0.324
"P43","Altos impuestos y tarifas",0.228,0.276,0.244,0.204
"P43","Educación y estado de las escuelas",0.16,0.178,0.202,0.115
"P43","Inflación",0.099,0.15,0.142,0.215
"P43","Estado de la salud",0.038,0.067,0.06,0.108
"P43","Corrupción",0.029,0.014,0.026,0.008
"P43","Pobreza",0.004,0.015,0.005,0
"P43","Medio ambiente, incendios y contaminación",0,0,0.008,0
"P43","Falta de trabajo",0,0.018,0,0.007
"P43","No sabe",0.001,0.002,0.006,0.019
"P47","Muy buena",0.338,0.038,0.054,0.028
"P47","Buena",0.218,0.352,0.242,0.265
"P47","Ni buena ni mala",0.181,0.381,0.389,0.254
"P47","Mala",0.142,0.174,0.208,0.301
"P47","Muy mala",0.073,0.039,0.101,0.075
"P47","No sabe",0.048,0.016,0.006,0.077
"P48","Peor",0.551,0.269,0.405,0.345
"P48","Igual",0.318,0.549,0.413,0.316
"P48","Mejor",0.105,0.157,0.102,0.133
"P48","No sabe",0.026,0.025,0.08,0.206
"P49","Peor",0.511,0.251,0.365,0.254
"P49","Igual",0.319,0.419,0.241,0.312
"P49","Mejor",0.133,0.265,0.294,0.23
"P49","No sabe",0.037,0.065,0.1,0.204
"P50","El gobierno de Javier Milei",0.44,0.336,0.294,0.281
"P50","El gobierno de Alberto Fernández",0.441,0.554,0.587,0.556
"P50","Ambos",0.096,0.102,0.102,0.094
"P50","No sabe",0.023,0.008,0.017,0.069
"P51","Javier Milei",0.616,0.44,0.499,0.552
"P51","Los gobernadores",0.327,0.445,0.409,0.301
"P51","No sabe",0.057,0.115,0.092,0.147
"P52","Muy buena",0.436,0.154,0.102,0.194
"P52","Buena",0.126,0.174,0.093,0.081
"P52","Ni buena ni mala",0.061,0.108,0.137,0.083
"P52","Mala",0.079,0.137,0.16,0.204
"P52","Muy mala",0.293,0.427,0.506,0.381
"P52","No sabe",0.005,0,0.002,0.057
"P53","Muy buena",0.328,0.094,0.068,0.093
"P53","Buena",0.118,0.193,0.14,0.163
"P53","Ni buena ni mala",0.156,0.21,0.299,0.194
"P53","Mala",0.226,0.256,0.219,0.25
"P53","Muy mala",0.154,0.247,0.273,0.184
"P53","No sabe",0.018,0,0.001,0.116
"P54","Muy buena",0.44,0.254,0.188,0.29
"P54","Buena",0.145,0.263,0.326,0.153
"P54","Ni buena ni mala",0.104,0.149,0.146,0.129
"P54","Mala",0.138,0.098,0.183,0.157
"P54","Muy mala",0.159,0.236,0.156,0.171
"P54","No sabe",0.014,0,0.001,0.1
"P55","Muy buena",0.369,0.154,0.187,0.204
"P55","Buena",0.114,0.221,0.19,0.121
"P55","Ni buena ni mala",0.19,0.255,0.261,0.221
"P55","Mala",0.176,0.073,0.116,0.184
"P55","Muy mala",0.122,0.24,0.23,0.127
"P55","No sabe",0.029,0.057,0.016,0.143
"P56","Muy buena",0.508,0.349,0.395,0.304
"P56","Buena",0.118,0.242,0.137,0.098
"P56","Ni buena ni mala",0.097,0.089,0.163,0.177
"P56","Mala",0.127,0.069,0.102,0.155
"P56","Muy mala",0.137,0.209,0.176,0.132
"P56","No sabe",0.013,0.042,0.027,0.134
"P57","Muy buena",0.307,0.092,0.072,0.036
"P57","Buena",0.177,0.215,0.239,0.155
"P57","Ni buena ni mala",0.249,0.41,0.428,0.302
"P57","Mala",0.175,0.117,0.099,0.263
"P57","Muy mala",0.073,0.119,0.15,0.12
"P57","No sabe",0.019,0.047,0.012,0.124
"P58","Muy buena",0.4,0.145,0.231,0.194
"P58","Buena",0.148,0.27,0.184,0.187
"P58","Ni buena ni mala",0.187,0.221,0.246,0.148
"P58","Mala",0.121,0.082,0.115,0.164
"P58","Muy mala",0.128,0.234,0.194,0.183
"P58","No sabe",0.016,0.048,0.03,0.124
"P59","Muy buena",0.373,0.179,0.094,0.236
"P59","Buena",0.07,0.207,0.242,0.095
"P59","Ni buena ni mala",0.265,0.28,0.291,0.238
"P59","Mala",0.151,0.055,0.153,0.16
"P59","Muy mala",0.097,0.189,0.167,0.12
"P59","No sabe",0.044,0.09,0.053,0.151
