"var","categoria","1-Excelente","2","3","4","5","6","7","8","9-Pésimo","No sabe"
"P08","Empleado sector publico",0.462,0.208,0.159,0.251,0.255,0.266,0.369,0.173,0.196,0.208
"P08","Empleado sector privado",0.207,0.364,0.273,0.359,0.367,0.338,0.178,0.492,0.277,0.198
"P08","Changas o trabajos eventuales",0.195,0.185,0.188,0.153,0.148,0.207,0.184,0.067,0.23,0.338
"P08","Estudiante",0.007,0.04,0,0.01,0.051,0,0,0.208,0.068,0.025
"P08","Amas de casa",0.05,0.063,0.134,0.06,0.046,0.045,0.013,0,0.056,0.038
"P08","Profesional o independiente",0.025,0.02,0.187,0.066,0.058,0.066,0.027,0.043,0.058,0.046
"P08","Comerciante, emprendedor o empresario",0.024,0.062,0.039,0.048,0.022,0.014,0.123,0.017,0.05,0.078
"P08","Trabajador informal",0.009,0.013,0.01,0,0.017,0,0.015,0,0.001,0
"P08","No tengo trabajo",0.021,0.045,0.01,0.053,0.036,0.064,0.091,0,0.064,0.069
"P09","Siempre",0.473,0.119,0.177,0.227,0.115,0.312,0.299,0.057,0.15,0.326
"P09","Casi siempre",0.321,0.545,0.268,0.369,0.462,0.435,0.243,0.387,0.255,0.248
"P09","Casi nunca",0.14,0.218,0.403,0.313,0.355,0.237,0.384,0.292,0.405,0.31
"P09","Nunca, pero esta es una excepción",0.066,0.118,0.152,0.091,0.068,0.016,0.074,0.264,0.19,0.116
"P10","Muy buena",0.37,0.133,0.178,0.062,0.192,0.077,0.179,0.209,0.123,0.148
"P10","Buena",0.155,0.402,0.215,0.285,0.297,0.288,0.239,0.285,0.072,0.113
"P10","Ni buena ni mala",0.306,0.25,0.373,0.477,0.415,0.453,0.493,0.244,0.31,0.401
"P10","Mala",0.097,0.1,0.165,0.115,0.089,0.174,0.089,0.249,0.272,0.109
"P10","Muy mala",0.056,0.06,0.055,0.007,0.005,0.008,0,0.013,0.222,0.044
"P10","No sabe",0.016,0.055,0.014,0.054,0.002,0,0,0,0.001,0.185
"P11","Muy buena",0.433,0.089,0.178,0.104,0.212,0.187,0.192,0.402,0.056,0.163
"P11","Buena",0.19,0.522,0.237,0.338,0.391,0.337,0.334,0.189,0.138,0.161
"P11","Ni buena ni mala",0.193,0.225,0.319,0.425,0.322,0.388,0.385,0.148,0.271,0.369
"P11","Mala",0.058,0.033,0.183,0.116,0.073,0.04,0.089,0.261,0.36,0.109
"P11","Muy mala",0.094,0.066,0.041,0,0.002,0.048,0,0,0.163,0.037
"P11","No sabe",0.032,0.065,0.042,0.017,0,0,0,0,0.012,0.161
"P13","Muy buena",0.432,0.097,0.147,0.084,0.224,0.157,0.239,0.327,0.08,0.122
"P13","Buena",0.204,0.526,0.287,0.309,0.323,0.402,0.259,0.106,0.117,0.139
"P13","Ni buena ni mala",0.155,0.217,0.291,0.394,0.34,0.396,0.45,0.258,0.317,0.43
"P13","Mala",0.16,0.055,0.084,0.184,0.11,0.045,0.052,0.27,0.242,0.112
"P13","Muy mala",0.041,0.05,0.148,0.026,0.003,0,0,0.039,0.238,0.037
"P13","No sabe",0.008,0.055,0.043,0.003,0,0,0,0,0.006,0.16
"P14","Muy buena",0.386,0.029,0.051,0.045,0.085,0.049,0.034,0.042,0.074,0.134
"P14","Buena",0.153,0.394,0.141,0.137,0.174,0.35,0.202,0.105,0.084,0.072
"P14","Ni buena ni mala",0.167,0.301,0.232,0.377,0.301,0.289,0.311,0.233,0.238,0.181
"P14","Mala",0.165,0.122,0.376,0.376,0.334,0.192,0.321,0.319,0.304,0.252
"P14","Muy mala",0.088,0.142,0.188,0.065,0.074,0.11,0.132,0.301,0.287,0.16
"P14","No sabe",0.041,0.012,0.012,0,0.032,0.01,0,0,0.013,0.201
"P15","Muy buena",0.382,0.049,0.066,0.049,0.13,0.022,0.028,0.106,0.067,0.137
"P15","Buena",0.108,0.369,0.075,0.126,0.185,0.148,0.124,0.109,0.109,0.135
"P15","Ni buena ni mala",0.234,0.269,0.478,0.498,0.375,0.465,0.671,0.387,0.218,0.263
