"var","categoria","Muy de acuerdo","De acuerdo","Ni de acuerdo ni en desacuerdo","En desacuerdo","Muy en desacuerdo","No sabe"
"P08","Empleado sector publico",0.391,0.216,0.241,0.241,0.328,0.17
"P08","Empleado sector privado",0.229,0.407,0.274,0.265,0.186,0.216
"P08","Changas o trabajos eventuales",0.221,0.126,0.213,0.17,0.229,0.387
"P08","Estudiante",0.029,0.02,0.006,0.065,0.032,0
"P08","Amas de casa",0.047,0.061,0.053,0.107,0.072,0
"P08","Profesional o independiente",0.041,0.102,0.056,0.051,0.057,0
"P08","Comerciante, emprendedor o empresario",0.019,0.029,0.048,0.046,0.046,0.215
"P08","Trabajador informal",0.002,0,0.018,0.011,0.002,0.012
"P08","No tengo trabajo",0.021,0.039,0.091,0.044,0.048,0
"P09","Siempre",0.368,0.206,0.238,0.188,0.195,0.253
"P09","Casi siempre",0.305,0.492,0.298,0.343,0.335,0.245
"P09","Casi nunca",0.223,0.23,0.362,0.342,0.256,0.271
"P09","Nunca, pero esta es una excepción",0.104,0.072,0.102,0.127,0.214,0.231
"P10","Muy buena",0.293,0.119,0.15,0.185,0.154,0.147
"P10","Buena",0.168,0.273,0.144,0.226,0.245,0.261
"P10","Ni buena ni mala",0.234,0.368,0.458,0.396,0.326,0.229
"P10","Mala",0.103,0.176,0.134,0.142,0.127,0.132
"P10","Muy mala",0.189,0.063,0.067,0.01,0.074,0
"P10","No sabe",0.013,0.001,0.047,0.041,0.074,0.231
"P11","Muy buena",0.317,0.162,0.101,0.185,0.175,0.325
"P11","Buena",0.108,0.393,0.236,0.33,0.212,0.091
"P11","Ni buena ni mala",0.21,0.243,0.442,0.322,0.392,0.143
"P11","Mala",0.206,0.118,0.119,0.114,0.043,0
"P11","Muy mala",0.153,0.083,0.052,0.013,0.078,0
"P11","No sabe",0.006,0.001,0.05,0.036,0.1,0.441
"P13","Muy buena",0.301,0.154,0.151,0.203,0.173,0.226
"P13","Buena",0.117,0.396,0.184,0.261,0.194,0.268
"P13","Ni buena ni mala",0.22,0.215,0.382,0.375,0.39,0.275
"P13","Mala",0.18,0.147,0.171,0.121,0.095,0
"P13","Muy mala",0.172,0.084,0.063,0.017,0.076,0
"P13","No sabe",0.01,0.004,0.049,0.023,0.072,0.231
"P14","Muy buena",0.255,0.141,0.09,0.083,0.124,0.25
"P14","Buena",0.075,0.328,0.19,0.146,0.145,0.044
"P14","Ni buena ni mala",0.17,0.146,0.35,0.333,0.272,0
"P14","Mala",0.243,0.228,0.241,0.296,0.207,0.343
"P14","Muy mala",0.249,0.153,0.08,0.088,0.224,0
"P14","No sabe",0.008,0.004,0.049,0.054,0.028,0.363
"P15","Muy buena",0.251,0.171,0.121,0.097,0.101,0.382
"P15","Buena",0.063,0.284,0.184,0.136,0.149,0.176
"P15","Ni buena ni mala",0.195,0.249,0.363,0.414,0.334,0.184
"P15","Mala",0.242,0.168,0.169,0.187,0.099,0.027
"P15","Muy mala",0.233,0.109,0.109,0.082,0.191,0
"P15","No sabe",0.016,0.019,0.054,0.084,0.126,0.231
"P16","Muy buena",0.304,0.149,0.109,0.179,0.083,0.1
"P16","Buena",0.091,0.269,0.151,0.22,0.185,0.144
"P16","Ni buena ni mala",0.111,0.182,0.328,0.303,0.368,0.184
"P16","Mala",0.25,0.223,0.217,0.164,0.099,0
