"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P08","Empleado sector publico",0.319,0.211,0.204,0.252,0.357,0.157
"P08","Empleado sector privado",0.302,0.337,0.32,0.285,0.248,0.152
"P08","Changas o trabajos eventuales",0.198,0.168,0.299,0.182,0.106,0.374
"P08","Estudiante",0.006,0.043,0.053,0.08,0.083,0
"P08","Amas de casa",0.024,0.054,0.048,0.091,0.055,0.077
"P08","Profesional o independiente",0.068,0.052,0.022,0.014,0.051,0.069
"P08","Comerciante, emprendedor o empresario",0.03,0.061,0.011,0.063,0.035,0.171
"P08","Trabajador informal",0.007,0.004,0.003,0.023,0.008,0
"P08","No tengo trabajo",0.046,0.07,0.04,0.01,0.057,0
"P09","Siempre",0.307,0.172,0.188,0.294,0.19,0.077
"P09","Casi siempre",0.305,0.509,0.251,0.233,0.418,0.348
"P09","Casi nunca",0.297,0.248,0.392,0.295,0.302,0.195
"P09","Nunca, pero esta es una excepción",0.091,0.071,0.169,0.178,0.09,0.38
"P10","Muy buena",0.212,0.185,0.202,0.241,0.136,0.261
"P10","Buena",0.163,0.361,0.187,0.168,0.22,0.097
"P10","Ni buena ni mala",0.313,0.305,0.376,0.395,0.398,0.32
"P10","Mala",0.153,0.083,0.212,0.192,0.175,0
"P10","Muy mala",0.131,0.031,0.018,0.004,0.068,0
"P10","No sabe",0.028,0.035,0.005,0,0.003,0.322
"P11","Muy buena",0.235,0.303,0.14,0.215,0.13,0.223
"P11","Buena",0.186,0.396,0.2,0.272,0.287,0.215
"P11","Ni buena ni mala",0.264,0.183,0.415,0.328,0.376,0.283
"P11","Mala",0.183,0.068,0.169,0.158,0.105,0
"P11","Muy mala",0.114,0.021,0.06,0.02,0.079,0
"P11","No sabe",0.018,0.029,0.016,0.007,0.023,0.279
"P13","Muy buena",0.244,0.241,0.132,0.175,0.17,0.191
"P13","Buena",0.167,0.398,0.291,0.264,0.188,0.247
"P13","Ni buena ni mala",0.271,0.214,0.316,0.349,0.439,0.283
"P13","Mala",0.157,0.081,0.244,0.212,0.111,0
"P13","Muy mala",0.143,0.037,0.008,0,0.092,0
"P13","No sabe",0.018,0.029,0.009,0,0,0.279
"P14","Muy buena",0.175,0.085,0.111,0.125,0.093,0.194
"P14","Buena",0.116,0.274,0.181,0.15,0.142,0.025
"P14","Ni buena ni mala",0.192,0.269,0.326,0.424,0.222,0.242
"P14","Mala",0.28,0.241,0.278,0.223,0.287,0.069
"P14","Muy mala",0.22,0.095,0.099,0.078,0.22,0.052
"P14","No sabe",0.017,0.036,0.005,0,0.036,0.418
"P15","Muy buena",0.209,0.111,0.056,0.157,0.071,0.139
"P15","Buena",0.114,0.316,0.145,0.085,0.097,0.057
"P15","Ni buena ni mala",0.242,0.386,0.41,0.459,0.351,0.351
"P15","Mala",0.21,0.081,0.289,0.193,0.199,0.007
"P15","Muy mala",0.193,0.066,0.069,0.095,0.252,0
"P15","No sabe",0.032,0.04,0.031,0.011,0.03,0.446
"P16","Muy buena",0.205,0.106,0.176,0.249,0.151,0.062
"P16","Buena",0.109,0.324,0.276,0.156,0.168,0.098
"P16","Ni buena ni mala",0.2,0.26,0.231,0.284,0.309,0.335
"P16","Mala",0.226,0.161,0.226,0.197,0.167,0.074
"P16","Muy mala",0.228,0.084,0.082,0.109,0.157,0
"P16","No sabe",0.032,0.065,0.009,0.005,0.048,0.431
"P17","Muy buena",0.183,0.165,0.08,0.153,0.18,0.132
"P17","Buena",0.089,0.157,0.15,0.312,0.383,0.057
"P17","Ni buena ni mala",0.088,0.08,0.278,0.322,0.212,0.525
"P17","Mala",0.203,0.237,0.294,0.114,0.086,0.069
"P17","Muy mala",0.431,0.333,0.173,0.097,0.133,0.007
"P17","No sabe",0.006,0.028,0.025,0.002,0.006,0.21
"P18","Muy buena",0.618,0.29,0.113,0.099,0.026,0.014
"P18","Buena",0.153,0.424,0.222,0.053,0.068,0.122
"P18","Ni buena ni mala",0.076,0.103,0.246,0.252,0.038,0.39
"P18","Mala",0.078,0.072,0.303,0.321,0.23,0.004
"P18","Muy mala",0.073,0.08,0.093,0.264,0.626,0.184
"P18","No sabe",0.002,0.031,0.023,0.011,0.012,0.286
"P20","Muy buena",0.193,0.106,0.052,0.154,0.042,0.039
"P20","Buena",0.103,0.326,0.148,0.2,0.202,0.025
"P20","Ni buena ni mala",0.229,0.272,0.569,0.314,0.333,0.294
"P20","Mala",0.183,0.151,0.141,0.227,0.12,0.022
"P20","Muy mala",0.248,0.1,0.074,0.087,0.228,0.045
"P20","No sabe",0.044,0.045,0.016,0.018,0.075,0.575
"P21","Si",0.435,0.504,0.389,0.577,0.527,0.556
"P21","No",0.419,0.354,0.373,0.262,0.25,0.091
"P21","No sabe",0.146,0.142,0.238,0.161,0.223,0.353
"P23","Gobierno nacional",0.196,0.177,0.236,0.495,0.585,0.238
"P23","Gobierno provincial",0.695,0.724,0.621,0.382,0.295,0.144
"P23","No sabe",0.109,0.099,0.143,0.123,0.12,0.618
"P24","El gobierno anterior de Omar Gutierrez",0.532,0.314,0.337,0.353,0.35,0
"P24","El actual gobierno de Rolo Figueroa",0.219,0.385,0.111,0.192,0.25,0.263
"P24","No sabe",0.249,0.301,0.552,0.455,0.4,0.737
"P25","El gobierno anterior de Alberto Fernández",0.98,0.663,0.344,0.238,0.164,0.625
"P25","El actual gobierno de Javier Milei",0.015,0.272,0.245,0.754,0.819,0.016
"P25","No sabe",0.005,0.065,0.411,0.008,0.017,0.359
"P26","Si",0.899,0.786,0.879,0.809,0.893,0.38
"P26","No",0.101,0.214,0.121,0.191,0.107,0.62
"P27","Si",0.228,0.209,0.302,0.538,0.652,0.032
"P27","No estoy seguro",0.413,0.536,0.423,0.358,0.208,0.58
"P27","No",0.288,0.165,0.109,0.041,0.043,0.132
"P27","No sabe",0.071,0.09,0.166,0.063,0.097,0.256
"P28","Espionaje por medio del Monitoreo de telecomunicaciones satelitales",0.393,0.138,0.203,0.283,0.162,0.08
"P28","Investigaciones científicas no declaradas con fines secretos",0.211,0.481,0.24,0.195,0.195,0.343
"P28","Prestar servicios de comunicación y posicionamiento global al ejército Chino",0.238,0.153,0.195,0.073,0.066,0.037
"P28","Otro",0.039,0.076,0.063,0.24,0.198,0.068
"P28","No sabe",0.119,0.152,0.299,0.209,0.379,0.472
"P29","Es imposible",0.464,0.195,0.277,0.258,0.192,0.07
"P29","Es muy difícil",0.287,0.535,0.37,0.144,0.086,0.122
"P29","Es bastante factible",0.094,0.059,0.089,0.266,0.197,0.163
"P29","Es posible",0.117,0.122,0.144,0.29,0.406,0.032
"P29","No sabe",0.038,0.089,0.12,0.042,0.119,0.613
"P30","Si",0.709,0.473,0.267,0.223,0.097,0.246
"P30","Es probable",0.21,0.297,0.289,0.121,0.11,0.156
"P30","No",0.045,0.111,0.287,0.567,0.645,0.188
"P30","No sabe",0.036,0.119,0.157,0.089,0.148,0.41
"P31","De acuerdo",0.847,0.641,0.401,0.245,0.169,0.262
"P31","Ni de acuerdo ni en desacuerdo",0.073,0.292,0.379,0.18,0.222,0.343
