"var","categoria","Los robos","El narcotráfico","La ausencia de patrulleros y personal policial","Otro","Ninguno"
"P07","Al candidato del Frente de Todos",0.46,0.347,0.467,0.33,0.521
"P07","Al candidato de Juntos por el Cambio",0.212,0.423,0.311,0.291,0.274
"P07","Al candidato de los liberales - libertarios",0.239,0.114,0.106,0.084,0.033
"P07","Al candidato de la Izquierda",0.024,0.012,0.036,0.075,0
"P07","A otro candidato",0.033,0.043,0.036,0.146,0.032
"P07","No sabe",0.032,0.061,0.044,0.074,0.14
"P08","A Julio Zamora por el Frente de Todos",0.421,0.314,0.331,0.223,0.542
"P08","A Malena Galmarini por el Frente de Todos",0.075,0.132,0.098,0.135,0.101
"P08","A Segundo Cernadas por Cambiemos",0.27,0.284,0.311,0.243,0.183
"P08","A Nicolás Massot por Cambiemos",0.053,0.148,0.096,0.076,0.086
"P08","Al candidato de los liberales libertarios",0.134,0.081,0.082,0.112,0.009
"P08","A Paula Akerfeld por el Frente de Izquierda",0.006,0.004,0.016,0.077,0.042
"P08","No sabe",0.041,0.037,0.066,0.134,0.037
"P10","A Julio Zamora por el Frente de Todos",0.486,0.309,0.346,0.312,0.534
"P10","A Segundo Cernadas por Cambiemos",0.257,0.412,0.324,0.282,0.3
"P10","Al candidato de los liberales libertarios",0.139,0.129,0.151,0.161,0.079
"P10","A Paula Akerfeld por el Frente de Izquierda",0.041,0.037,0.042,0.081,0.01
"P10","No sabe",0.077,0.113,0.137,0.164,0.077
"P12","A Malena Galmarini por el Frente de Todos",0.352,0.288,0.248,0.314,0.538
"P12","A Segundo Cernadas por Cambiemos",0.335,0.433,0.352,0.317,0.322
"P12","Al candidato de los liberales libertarios",0.221,0.128,0.126,0.104,0.018
"P12","A Paula Akerfeld por el Frente de Izquierda",0.022,0.018,0.057,0.078,0.003
"P12","No sabe",0.07,0.133,0.217,0.187,0.119
"P14","Muy buena",0.154,0.075,0.13,0.143,0.249
"P14","Buena",0.168,0.182,0.145,0.149,0.128
"P14","Ni buena ni mala",0.23,0.194,0.252,0.211,0.188
"P14","Mala",0.139,0.131,0.08,0.252,0.191
"P14","Muy mala",0.283,0.361,0.259,0.222,0.145
"P14","No sabe",0.026,0.057,0.134,0.023,0.099
"P15","Muy buena",0.173,0.186,0.219,0.156,0.398
"P15","Buena",0.194,0.159,0.221,0.242,0.186
"P15","Ni buena ni mala",0.261,0.265,0.261,0.27,0.186
"P15","Mala",0.159,0.208,0.116,0.161,0.125
"P15","Muy mala",0.195,0.146,0.138,0.16,0.037
"P15","No sabe",0.018,0.036,0.045,0.011,0.068
"P16","Muy buena",0.199,0.242,0.23,0.096,0.062
"P16","Buena",0.135,0.187,0.227,0.206,0.252
"P16","Ni buena ni mala",0.258,0.351,0.17,0.285,0.195
"P16","Mala",0.173,0.108,0.061,0.129,0.205
"P16","Muy mala",0.131,0.066,0.131,0.191,0.18
"P16","No sabe",0.104,0.046,0.181,0.093,0.106
"P17","Muy buena",0.076,0.017,0.071,0.045,0.133
"P17","Buena",0.043,0.085,0.018,0.048,0.046
"P17","Ni buena ni mala",0.401,0.379,0.338,0.282,0.206
"P17","Mala",0.13,0.034,0.059,0.12,0.162
"P17","Muy mala",0.074,0.06,0.132,0.099,0.028
"P17","No sabe",0.276,0.425,0.382,0.406,0.425
"P18","Muy buena",0.099,0.108,0.135,0.094,0.075
"P18","Buena",0.055,0.116,0.061,0.086,0.118
"P18","Ni buena ni mala",0.413,0.387,0.315,0.342,0.279
"P18","Mala",0.124,0.091,0.144,0.099,0.125
"P18","Muy mala",0.113,0.08,0.047,0.118,0.148
"P18","No sabe",0.196,0.218,0.298,0.261,0.255
"P19","Muy buena",0.178,0.173,0.2,0.126,0.367
"P19","Buena",0.285,0.12,0.269,0.228,0.239
"P19","Ni buena ni mala",0.173,0.297,0.281,0.273,0.224
"P19","Mala",0.128,0.186,0.116,0.22,0.085
"P19","Muy mala",0.207,0.196,0.098,0.124,0.034
"P19","No sabe",0.029,0.028,0.036,0.029,0.051
"P20","Que continúe el intendente Julio Zamora",0.221,0.137,0.2,0.091,0.38
"P20","Que continúe Julio Zamora pero con mejoras",0.286,0.213,0.261,0.304,0.298
"P20","Que cambie Julio Zamora pero que se mantengan los avances",0.124,0.169,0.156,0.175,0.166
"P20","Que cambie el intendente Julio Zamora",0.369,0.481,0.383,0.43,0.156
"P21","La seguridad",0.29,0.236,0.326,0.247,0.369
"P21","El tránsito",0.03,0.009,0.062,0.071,0.071
"P21","El arreglo de las calles",0.171,0.14,0.115,0.093,0.113
"P21","El estado de las escuelas y la educación",0.068,0.053,0.034,0.071,0.006
"P21","El sistema de salud",0.047,0.084,0.086,0.115,0.098
"P21","El deporte y la cultura",0.125,0.11,0.142,0.118,0.087
"P21","La obra pública",0.05,0.045,0.036,0.045,0.118
"P21","La luminaria",0.107,0.114,0.036,0.06,0.014
"P21","No sabe",0.112,0.209,0.163,0.18,0.124
"P22","La seguridad",0.251,0.095,0.186,0.083,0.156
"P22","El tránsito",0.116,0.17,0.108,0.132,0.086
"P22","El arreglo de las calles",0.175,0.115,0.194,0.149,0.097
"P22","El estado de las escuelas y la educación",0.154,0.223,0.114,0.158,0.136
"P22","El sistema de salud",0.15,0.14,0.214,0.211,0.203
"P22","El deporte y la cultura",0.017,0.015,0.02,0.054,0.036
"P22","La obra pública",0.068,0.031,0.031,0.061,0.015
"P22","La luminaria",0.012,0.042,0.009,0.021,0
"P22","No sabe",0.057,0.169,0.124,0.131,0.271
"P23","Agua corriente y cloacas",0.561,0.486,0.367,0.353,0.301
"P23","Energía eléctrica",0.138,0.169,0.124,0.163,0.074
"P23","Red de gas natural",0.059,0.05,0.192,0.066,0.014
"P23","Recolección de residuos",0.113,0.089,0.149,0.168,0.188
"P23","Ninguno",0.129,0.206,0.168,0.25,0.423
"P25","Frente de Todos y el peronismo",0.371,0.391,0.332,0.298,0.355
"P25","Cambiemos",0.226,0.383,0.35,0.209,0.192
"P25","Liberales Libertarios",0.255,0.137,0.239,0.206,0.048
"P25","Izquierda",0.025,0.01,0.009,0.137,0.01
"P25","No sabe",0.123,0.079,0.07,0.15,0.395
"P27","A Alberto Fernández",0.359,0.122,0.343,0.246,0.111
"P27","A Sergio Massa",0.16,0.236,0.138,0.315,0.395
"P27","A algún candidato del peronismo",0.174,0.307,0.191,0.082,0.024
"P27","A algún candidato del kirchnerismo",0.307,0.335,0.328,0.357,0.47
"P28","A Alberto Fernández",0.193,0.006,0.313,0.211,0.014
"P28","A Sergio Massa",0.102,0.19,0.103,0.12,0.282
"P28","A algún candidato del peronismo",0.176,0.353,0.189,0.094,0.025
"P28","A Cristina Fernández de Kirchner",0.529,0.451,0.395,0.575,0.679
"P29","A Horacio Rodriguez Larreta",0.488,0.242,0.49,0.213,0.014
"P29","A Mauricio Macri",0.271,0.355,0.346,0.265,0.247
"P29","A Patricia Bullrich",0.165,0.357,0.084,0.395,0.427
"P29","A Facundo Manes",0.004,0.024,0.048,0.127,0.302
"P29","A Gerardo Morales",0.072,0.022,0.032,0,0.01
