"var","categoria","Si","No"
"aysa_5","No",0.285,0.725
"aysa_5","Si. A la empresa AySA en forma directa",0.625,0.135
"aysa_5","Si. Al Country, barrio, consorcio donde vivo y está conectada a la de la empresa AySA",0.034,0.016
"aysa_5","Si. Es una red desvinculada de la empresa AySA",0.027,0.058
"aysa_5","No sabe",0.029,0.066
"aysa_6","Si desmejoró",0.303,0.596
"aysa_6","No desmejoró",0.697,0.404
"aysa_7","Tapa rota",0.504,0.485
"aysa_7","Boca de acceso rota",0.109,0
"aysa_7","Filtraciones en el sótano",0.035,0.077
"aysa_7","Olor químico en la cloaca",0.136,0.124
"aysa_7","Taponamiento",0.099,0.065
"aysa_7","Otro",0.117,0.249
"P33","Gran excedente habitual",0.01,0.006
"P33","Gran excedente excepcional",0.003,0.005
"P33","Pequeño excedente habitual",0.066,0.049
"P33","Pequeño excedente excepcional",0.057,0.04
"P33","Alcanza gastos familia",0.178,0.121
"P33","No alcanza gastos familia",0.1,0.11
"P33","Solo NBFamiliares",0.289,0.277
"P33","No alcanza NBFamiliares",0.284,0.387
"P33","No sabe",0.013,0.005
"P45","Muy buena",0.05,0.062
"P45","Buena",0.093,0.081
"P45","Ni buena ni mala",0.219,0.218
"P45","Mala",0.239,0.215
"P45","Muy mala",0.398,0.423
"P45","No sabe",0.001,0.001
"P48","Muy buena",0.073,0.099
"P48","Buena",0.158,0.123
"P48","Ni buena ni mala",0.292,0.263
"P48","Mala",0.271,0.285
"P48","Muy mala",0.199,0.216
"P48","No sabe",0.007,0.014
"P51","Muy buena",0.297,0.262
"P51","Buena",0.115,0.072
"P51","Ni buena ni mala",0.105,0.112
"P51","Mala",0.12,0.165
"P51","Muy mala",0.353,0.378
"P51","No sabe",0.01,0.011
"P56","Muy buena",0.085,0.059
"P56","Buena",0.149,0.126
"P56","Ni buena ni mala",0.277,0.202
"P56","Mala",0.126,0.179
"P56","Muy mala",0.296,0.356
"P56","No sabe",0.067,0.078
