"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Positiva",0.363,0.353,0.247,0.297
"P07","Neutra",0.161,0.322,0.126,0.246
"P07","Negativa",0.464,0.304,0.627,0.365
"P07","No sabe",0.012,0.021,0,0.092
"P09","Positiva",0.341,0.267,0.268,0.22
"P09","Neutra",0.203,0.43,0.096,0.34
"P09","Negativa",0.42,0.23,0.596,0.172
"P09","No sabe",0.036,0.073,0.04,0.268
"P10","Positiva",0.417,0.086,0.017,0.016
"P10","Neutra",0.37,0.678,0.173,0.178
"P10","Negativa",0.07,0.126,0.719,0.105
"P10","No sabe",0.143,0.11,0.091,0.701
"P11","Positiva",0.289,0.153,0.231,0.117
"P11","Neutra",0.222,0.371,0.15,0.271
"P11","Negativa",0.447,0.42,0.612,0.397
"P11","No sabe",0.042,0.056,0.007,0.215
"P12","Positiva",0.349,0.128,0.066,0.035
"P12","Neutra",0.326,0.565,0.221,0.205
"P12","Negativa",0.137,0.126,0.532,0.074
"P12","No sabe",0.188,0.181,0.181,0.686
"P13","Positiva",0.146,0.057,0.107,0.071
"P13","Neutra",0.342,0.604,0.289,0.093
"P13","Negativa",0.113,0.09,0.443,0.027
"P13","No sabe",0.399,0.249,0.161,0.809
"P14","Positiva",0.116,0.023,0.039,0.007
"P14","Neutra",0.313,0.581,0.292,0.102
"P14","Negativa",0.109,0.061,0.478,0.017
"P14","No sabe",0.462,0.335,0.191,0.874
"P15","La seguridad",0.078,0.092,0.068,0.039
"P15","El tránsito",0.025,0.018,0.03,0.002
"P15","El arreglo de las calles",0.171,0.212,0.111,0.149
"P15","El estado de las escuelas y la educación",0.007,0.046,0.105,0.012
"P15","El sistema de salud",0.097,0.048,0.096,0.065
"P15","El deporte y la cultura",0.108,0.103,0.141,0.202
"P15","La obra pública",0.02,0.076,0.093,0.049
"P15","La luminaria",0.051,0.085,0.109,0.034
"P15","No sabe",0.443,0.32,0.247,0.448
"P16","La seguridad",0.43,0.5,0.362,0.472
"P16","El tránsito",0.054,0.046,0.005,0.033
"P16","El arreglo de las calles",0.166,0.215,0.202,0.171
"P16","El estado de las escuelas y la educación",0.065,0.015,0.078,0.051
"P16","El sistema de salud",0.073,0.099,0.197,0.079
"P16","El deporte y la cultura",0.001,0.04,0.006,0.034
"P16","La obra pública",0.019,0.009,0.027,0.06
"P16","La luminaria",0.046,0.007,0.03,0.039
"P16","No sabe",0.146,0.069,0.093,0.061
"P17","Agua corriente y cloacas",0.525,0.593,0.433,0.447
"P17","Energía eléctrica",0.144,0.074,0.117,0.096
"P17","Red de gas natural",0.117,0.095,0.073,0.235
"P17","Recolección de residuos",0.122,0.107,0.28,0.065
"P17","Ninguno",0.092,0.131,0.097,0.157
"P18","Los robos",0.466,0.548,0.575,0.436
"P18","El narcotráfico",0.224,0.144,0.139,0.08
"P18","La ausencia de patrulleros y personal policial",0.212,0.202,0.134,0.358
"P18","Otro",0.088,0.082,0.116,0.086
"P18","Ninguno",0.01,0.024,0.036,0.04
"P19","Positiva",0.259,0.243,0.173,0.104
"P19","Neutra",0.49,0.423,0.247,0.238
"P19","Negativa",0.207,0.278,0.525,0.477
"P19","No sabe",0.044,0.056,0.055,0.181
"P20","Positiva",0.259,0.214,0.192,0.1
"P20","Neutra",0.363,0.399,0.242,0.599
"P20","Negativa",0.322,0.324,0.536,0.198
"P20","No sabe",0.056,0.063,0.03,0.103
"P21","Al candidato del Frente de Todos",0.263,0.322,0.432,0.342
"P21","Al candidato de Juntos por el Cambio",0.584,0.189,0.133,0.17
"P21","Al candidato de la Izquierda",0.019,0.089,0.086,0.045
"P21","A otro candidato",0.035,0.162,0.261,0.185
"P21","No sabe",0.099,0.238,0.088,0.258
"P22","A Gustavo Menéndez",0.646,0.606,0.279,0.347
"P22","A Karina Menéndez",0.076,0.295,0.165,0.345
"P22","A Florencia Lizaraso",0.138,0.027,0.288,0.094
"P22","A Raúl Otahacé",0.037,0.039,0.104,0.07
"P22","No sabe",0.103,0.033,0.164,0.144
