"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P10","Siempre",0.263,0.176,0.171,0.184,0.186,0.147
"P10","Casi siempre",0.281,0.358,0.293,0.3,0.338,0.302
"P10","Casi nunca",0.278,0.313,0.374,0.4,0.34,0.366
"P10","Nunca, pero esta es una excepción",0.178,0.153,0.162,0.116,0.136,0.185
"P11","El gobierno de Javier Milei",0.105,0.044,0.142,0.475,0.665,0.214
"P11","El gobierno de Alberto Fernández",0.824,0.827,0.624,0.198,0.12,0.499
"P11","Ambos",0.04,0.078,0.181,0.279,0.185,0.185
"P11","No sabe",0.031,0.051,0.053,0.048,0.03,0.102
"P12","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.255,0.276,0.174,0.114,0.07,0.174
"P12","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.263,0.389,0.41,0.364,0.261,0.339
"P12","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.179,0.185,0.155,0.113,0.076,0.099
"P12","Retirarla y no presentar nada",0.074,0.036,0.114,0.313,0.555,0.19
"P12","Volverla a presentar igual",0.198,0.072,0.069,0.024,0.017,0.08
"P12","No sabe",0.031,0.042,0.078,0.072,0.021,0.118
"P13","Javier Milei",0.827,0.765,0.558,0.147,0.101,0.345
"P13","Los gobernadores",0.118,0.158,0.266,0.728,0.838,0.337
"P13","No sabe",0.055,0.077,0.176,0.125,0.061,0.318
"P14","Muy de acuerdo",0.111,0.09,0.14,0.383,0.53,0.196
"P14","De acuerdo",0.069,0.103,0.106,0.16,0.242,0.08
"P14","Ni de acuerdo ni en desacuerdo",0.122,0.192,0.264,0.303,0.117,0.311
"P14","En desacuerdo",0.339,0.326,0.306,0.116,0.053,0.279
"P14","Muy en desacuerdo",0.323,0.276,0.176,0.035,0.04,0.047
"P14","No sabe",0.036,0.013,0.008,0.003,0.018,0.087
"P15","Muy de acuerdo",0.722,0.592,0.413,0.175,0.11,0.242
"P15","De acuerdo",0.089,0.201,0.22,0.135,0.064,0.169
"P15","Ni de acuerdo ni en desacuerdo",0.082,0.123,0.219,0.353,0.226,0.32
"P15","En desacuerdo",0.052,0.03,0.094,0.219,0.324,0.094
"P15","Muy en desacuerdo",0.038,0.035,0.027,0.068,0.206,0.056
"P15","No sabe",0.017,0.019,0.027,0.05,0.07,0.119
"P16","Muy positivo",0.861,0.617,0.423,0.121,0.094,0.259
"P16","Positivo",0.075,0.209,0.191,0.052,0.05,0.191
"P16","Ni positivo ni negativo",0.01,0.107,0.257,0.296,0.12,0.302
"P16","Negativo",0.019,0.024,0.086,0.394,0.274,0.16
"P16","Muy negativo",0.027,0.039,0.032,0.101,0.445,0.006
"P16","No sabe",0.008,0.004,0.011,0.036,0.017,0.082
"P17","Si",0.547,0.506,0.427,0.214,0.175,0.246
"P17","No",0.388,0.426,0.499,0.718,0.759,0.712
"P17","No sabe",0.065,0.068,0.074,0.068,0.066,0.042
"P18","Salva muchas vidas",0.301,0.226,0.2,0.119,0.126,0.544
"P18","Logra disminuir la cantidad de abortos que se producen",0.098,0.168,0.156,0.186,0.096,0.052
"P18","Representa una reasignación del gasto público en algo más necesario",0.247,0.197,0.174,0.153,0.043,0.081
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.182,0.2,0.218,0.271,0.259,0.145
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.113,0.158,0.163,0.249,0.444,0.018
"P18","No sabe",0.059,0.051,0.089,0.022,0.032,0.16
"P20","Si",0.723,0.685,0.568,0.189,0.135,0.34
"P20","No",0.087,0.153,0.358,0.723,0.763,0.571
"P20","No sabe",0.19,0.162,0.074,0.088,0.102,0.089
"P21","Logra disminuir los cargos militantes presentes en el estado",0.393,0.302,0.237,0.135,0.094,0.19
"P21","Evita la manipulación de la información por parte del estado",0.11,0.228,0.224,0.162,0.096,0.094
"P21","Representa una reasignación del gasto público en algo más necesario",0.228,0.23,0.207,0.103,0.058,0.226
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.16,0.129,0.177,0.373,0.44,0.382
"P21","Es parte de la persecución ideológica",0.085,0.086,0.116,0.164,0.297,0.078
"P21","No sabe",0.024,0.025,0.039,0.063,0.015,0.03
"P23","Si",0.858,0.749,0.628,0.251,0.224,0.461
"P23","No",0.107,0.12,0.267,0.705,0.672,0.453
"P23","No sabe",0.035,0.131,0.105,0.044,0.104,0.086
"P24","Es parte de una persecución ideológica",0.052,0.119,0.078,0.161,0.279,0.065
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.093,0.095,0.16,0.332,0.409,0.527
"P24","Representa una reasignación del gasto público en algo mas necesario",0.27,0.211,0.275,0.208,0.109,0.029
"P24","Logra disminuir los cargos militantes presentes en el estado",0.368,0.433,0.306,0.183,0.11,0.14
