"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P10","Siempre",0.199,0.186,0.194,0.163
"P10","Casi siempre",0.313,0.327,0.302,0.345
"P10","Casi nunca",0.342,0.336,0.352,0.313
"P10","Nunca, pero esta es una excepción",0.146,0.151,0.152,0.179
"P11","El gobierno de Javier Milei",0.249,0.338,0.303,0.254
"P11","El gobierno de Alberto Fernández",0.543,0.424,0.534,0.405
"P11","Ambos",0.167,0.181,0.131,0.275
"P11","No sabe",0.041,0.057,0.032,0.066
"P12","Dividirla en partes y transformarlas en varios decretos de necesidad y urgencia",0.186,0.179,0.152,0.172
"P12","Dividirlas en diferentes leyes que se puedan ir votando paulatinamente",0.464,0.322,0.297,0.411
"P12","Realizar un plebiscito sobre la necesidad del tratamiento de la ley ómnibus",0.124,0.124,0.155,0.045
"P12","Retirarla y no presentar nada",0.151,0.244,0.269,0.097
"P12","Volverla a presentar igual",0.053,0.047,0.094,0.082
"P12","No sabe",0.022,0.084,0.033,0.193
"P13","Javier Milei",0.452,0.397,0.5,0.345
"P13","Los gobernadores",0.438,0.453,0.424,0.346
"P13","No sabe",0.11,0.15,0.076,0.309
"P14","Muy de acuerdo",0.239,0.255,0.28,0.136
"P14","De acuerdo",0.158,0.158,0.127,0.098
"P14","Ni de acuerdo ni en desacuerdo",0.255,0.263,0.13,0.335
"P14","En desacuerdo",0.243,0.205,0.231,0.239
"P14","Muy en desacuerdo",0.093,0.107,0.213,0.082
"P14","No sabe",0.012,0.012,0.019,0.11
"P15","Muy de acuerdo",0.368,0.31,0.427,0.273
"P15","De acuerdo",0.22,0.151,0.107,0.16
"P15","Ni de acuerdo ni en desacuerdo",0.221,0.289,0.142,0.358
"P15","En desacuerdo",0.12,0.156,0.167,0.115
"P15","Muy en desacuerdo",0.038,0.057,0.114,0.006
"P15","No sabe",0.033,0.037,0.043,0.088
"P16","Muy positivo",0.489,0.326,0.416,0.443
"P16","Positivo",0.174,0.12,0.102,0.113
"P16","Ni positivo ni negativo",0.145,0.217,0.121,0.278
"P16","Negativo",0.115,0.188,0.148,0.062
"P16","Muy negativo",0.068,0.12,0.204,0.074
"P16","No sabe",0.009,0.029,0.009,0.03
"P17","Si",0.445,0.319,0.362,0.346
"P17","No",0.469,0.63,0.565,0.624
"P17","No sabe",0.086,0.051,0.073,0.03
"P18","Salva muchas vidas",0.149,0.195,0.21,0.457
"P18","Logra disminuir la cantidad de abortos que se producen",0.114,0.167,0.124,0
"P18","Representa una reasignación del gasto público en algo más necesario",0.176,0.142,0.141,0.173
"P18","Deja desprotegidas a las mujeres que lo hacen clandestinamente",0.272,0.238,0.203,0.279
"P18","Representa un retroceso en la lucha de los derechos de las mujeres",0.23,0.207,0.261,0.085
"P18","No sabe",0.059,0.051,0.061,0.006
"P20","Si",0.551,0.416,0.441,0.327
"P20","No",0.32,0.493,0.435,0.472
"P20","No sabe",0.129,0.091,0.124,0.201
"P21","Logra disminuir los cargos militantes presentes en el estado",0.301,0.24,0.193,0.232
"P21","Evita la manipulación de la información por parte del estado",0.177,0.171,0.152,0.014
"P21","Representa una reasignación del gasto público en algo más necesario",0.12,0.132,0.189,0.198
"P21","Constituye una grave violación al derecho de libertad de expresión en Argentina",0.183,0.29,0.274,0.319
"P21","Es parte de la persecución ideológica",0.182,0.134,0.168,0.187
"P21","No sabe",0.037,0.033,0.024,0.05
"P23","Si",0.601,0.476,0.543,0.446
"P23","No",0.292,0.439,0.38,0.31
"P23","No sabe",0.107,0.085,0.077,0.244
"P24","Es parte de una persecución ideológica",0.13,0.126,0.168,0.013
"P24","Deja a los argentinos sin una importante oficina de defensa de los derechos de los discapacitados",0.18,0.259,0.226,0.424
"P24","Representa una reasignación del gasto público en algo mas necesario",0.191,0.197,0.216,0.195
"P24","Logra disminuir los cargos militantes presentes en el estado",0.293,0.296,0.247,0.102
"P24","Contribuye a la libertad de pensamiento",0.202,0.099,0.127,0.164
"P24","No sabe",0.004,0.023,0.016,0.102
"P27","Inflación",0.33,0.269,0.258,0.12
"P27","Desempleo",0.1,0.117,0.098,0.044
"P27","Corrupción",0.275,0.285,0.35,0.461
"P27","Inseguridad",0.118,0.119,0.084,0.132
"P27","Precio del dólar",0.012,0.018,0.021,0.047
"P27","Pobreza",0.094,0.105,0.099,0.082
"P27","Narcotráfico",0.02,0.01,0.01,0
"P27","Tarifas",0.01,0.026,0.025,0.007
"P27","Otro",0.039,0.046,0.052,0.056
"P27","No sabe",0.002,0.005,0.003,0.051
"P31","Sin deuda",0.354,0.289,0.321,0.274
"P31","Menos de 10%",0.167,0.153,0.142,0.193
"P31","Entre 10 y 20%",0.122,0.138,0.118,0.071
"P31","Entre 20 y 30%",0.103,0.096,0.084,0.062
"P31","Entre 30 y 40%",0.068,0.084,0.086,0.121
"P31","Mas del 40%",0.142,0.175,0.211,0.191
"P31","No sabe",0.044,0.065,0.038,0.088
"P32","Gran excedente habitual",0.014,0.004,0.009,0
"P32","Gran excedente excepcional",0.01,0.006,0.004,0.002
"P32","Pequeño excedente habitual",0.066,0.046,0.067,0.007
"P32","Pequeño excedente excepcional",0.074,0.06,0.056,0.103
"P32","Alcanza gastos familia",0.11,0.112,0.148,0.065
"P32","No alcanza gastos familia",0.097,0.151,0.124,0.138
"P32","Solo NBFamiliares",0.301,0.273,0.295,0.304
"P32","No alcanza NBFamiliares",0.296,0.342,0.286,0.362
"P32","No sabe",0.032,0.006,0.011,0.019
"P33","Positiva",0.246,0.168,0.207,0.186
"P33","Neutra",0.4,0.427,0.378,0.29
"P33","Negativa",0.335,0.396,0.406,0.517
"P33","No sabe",0.019,0.009,0.009,0.007
"P34","Mejor",0.117,0.083,0.111,0.117
"P34","Igual",0.321,0.313,0.28,0.307
"P34","Peor",0.545,0.558,0.565,0.568
"P34","No sabe",0.017,0.046,0.044,0.008
"P35","Mejor",0.283,0.275,0.358,0.34
"P35","Igual",0.237,0.205,0.15,0.126
"P35","Peor",0.374,0.426,0.433,0.295
"P35","No sabe",0.106,0.094,0.059,0.239
"P36","Positiva",0.165,0.111,0.149,0.101
"P36","Neutra",0.259,0.246,0.188,0.32
"P36","Negativa",0.559,0.628,0.657,0.546
