"var","categoria","Si","No"
"P05","Siempre",0.324,0.276
"P05","Casi siempre",0.399,0.297
"P05","Casi nunca",0.237,0.26
"P05","Nunca, pero esta es una excepción",0.04,0.167
"P07","Cambia Bariloche",0.214,0.164
"P07","Juntos Somos Río Negro",0.275,0.147
"P07","Unidos Bariloche",0.012,0.039
"P07","Podemos Bariloche",0.085,0.033
"P07","Vamos con Todos",0.002,0.118
"P07","Nos Une Río Negro",0.024,0.048
"P07","No sabe",0.388,0.451
"P08","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.266,0.158
"P08","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.1,0.173
"P08","Arabella Carreras por Unidos Bariloche",0.102,0.146
"P08","Pablo Chamátropulos por Podemos Bariloche",0.051,0.102
"P08","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.138,0.159
"P08","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.058,0.035
"P08","No sabe",0.285,0.227
"P09","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.18,0.249
"P09","Agustín Domingo por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.145,0.158
"P09","Arabella Carreras por Unidos Bariloche",0.105,0.148
"P09","Pablo Chamátropulos por Podemos Bariloche",0.05,0.066
"P09","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.131,0.113
"P09","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.062,0.1
"P09","No sabe",0.327,0.166
"P10","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.211,0.172
"P10","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.082,0.121
"P10","Arabella Carreras por Unidos Bariloche",0.159,0.211
"P10","Pablo Chamátropulos por Podemos Bariloche",0.083,0.055
"P10","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.113,0.156
"P10","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.068,0.098
"P10","No sabe",0.284,0.187
"P11","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.225,0.211
"P11","Juan Pablo Muena por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.078,0.258
"P11","Arabella Carreras por Unidos Bariloche",0.137,0.14
"P11","Pablo Chamátropulos por Podemos Bariloche",0.069,0.043
"P11","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.141,0.119
"P11","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.058,0.045
"P11","No sabe",0.292,0.184
"P12","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.258,0.246
"P12","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.174,0.181
"P12","Arabella Carreras por Unidos Bariloche",0.122,0.138
"P12","Pablo Chamátropulos por Podemos Bariloche",0.05,0.043
"P12","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.126,0.115
"P12","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.062,0.095
"P12","No sabe",0.208,0.182
"P13","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.241,0.278
"P13","Juan Pablo Ferrari por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.188,0.142
"P13","Arabella Carreras por Unidos Bariloche",0.111,0.141
"P13","Pablo Chamátropulos por Podemos Bariloche",0.06,0.091
"P13","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.153,0.128
"P13","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.039,0.052
"P13","No sabe",0.208,0.168
"P14","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.222,0.19
"P14","Marcela Gonzalez Abdala por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.159,0.157
"P14","Arabella Carreras por Unidos Bariloche",0.145,0.138
"P14","Pablo Chamátropulos por Podemos Bariloche",0.054,0.069
"P14","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.129,0.169
"P14","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.079,0.113
"P14","No sabe",0.212,0.164
"P15","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.226,0.305
"P15","Marcela Gonzalez Abdala por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.172,0.148
"P15","Arabella Carreras por Unidos Bariloche",0.145,0.14
"P15","Pablo Chamátropulos por Podemos Bariloche",0.073,0.044
"P15","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.121,0.135
"P15","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.03,0.043
"P15","No sabe",0.233,0.185
"P16","Gastón Vega por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.275,0.194
"P16","Carlos Valeri  por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.117,0.138
"P16","Arabella Carreras por Unidos Bariloche",0.093,0.192
"P16","Pablo Chamátropulos por Podemos Bariloche",0.05,0.093
"P16","Costa Brutten, Vallazza o Galaverna por Vamos con Todos con el apoyo de los hermanos Soria",0.126,0.161
"P16","Ramón Chiocconi por Nos Une Río Negro con el apoyo de La Cámpora",0.066,0.05
"P16","No sabe",0.273,0.172
"P17","Carlos Aristegui por Cambia Bariloche con el apoyo de Aníbal Tortoriello",0.271,0.22
"P17","Carlos Valeri por Juntos Somos Río Negro con el apoyo de Alberto Weretilneck",0.091,0.098
