"var","categoria","Si","No","No sabe"
"P09","Siempre",0.308,0.258,0.2
"P09","Casi siempre",0.356,0.355,0.338
"P09","Casi nunca",0.257,0.308,0.316
"P09","Nunca, pero esta es una excepción",0.079,0.079,0.146
"P10","Muy buena",0.295,0.078,0.073
"P10","Buena",0.332,0.15,0.201
"P10","Ni buena ni mala",0.318,0.36,0.553
"P10","Mala",0.038,0.264,0.068
"P10","Muy mala",0,0.142,0.034
"P10","No sabe",0.017,0.006,0.071
"P11","Muy buena",0.456,0.066,0.086
"P11","Buena",0.368,0.202,0.316
"P11","Ni buena ni mala",0.14,0.364,0.493
"P11","Mala",0.029,0.239,0.027
"P11","Muy mala",0.003,0.127,0.034
"P11","No sabe",0.004,0.002,0.044
"P12","Muy de acuerdo",0.233,0.062,0.049
"P12","De acuerdo",0.264,0.151,0.193
"P12","Ni de acuerdo ni en desacuerdo",0.286,0.344,0.438
"P12","En desacuerdo",0.049,0.144,0.084
"P12","Muy en desacuerdo",0.039,0.201,0.028
"P12","No sabe",0.129,0.098,0.208
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.295,0.296,0.226
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.489,0.357,0.464
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.159,0.281,0.156
"P15","No sabe",0.057,0.066,0.154
"P16","Muy de acuerdo",0.242,0.109,0.072
"P16","De acuerdo",0.129,0.178,0.163
"P16","Ni de acuerdo ni en desacuerdo",0.245,0.244,0.339
"P16","En desacuerdo",0.292,0.299,0.259
"P16","Muy en desacuerdo",0.072,0.138,0.115
"P16","No sabe",0.02,0.032,0.052
"P17","Si",0.362,0.215,0.316
"P17","No",0.466,0.66,0.482
"P17","No sabe",0.172,0.125,0.202
"P18","Proteger sus derechos ancestrales",0.236,0.187,0.213
"P18","Iniciar un proceso de negociación con la partes del conflicto",0.26,0.222,0.341
"P18","Exigir el desalojo del predio e iniciar luego un proceso de negociación",0.279,0.198,0.216
"P18","No negociar con usurpadores y proceder al desalojo de la propiedad",0.207,0.353,0.191
"P18","No sabe",0.018,0.04,0.039
"P19","Muy de acuerdo",0.582,0.321,0.374
"P19","De acuerdo",0.219,0.302,0.304
"P19","Ni de acuerdo ni en desacuerdo",0.116,0.126,0.201
"P19","En desacuerdo",0.046,0.112,0.045
"P19","Muy en desacuerdo",0.024,0.118,0.015
"P19","No sabe",0.013,0.021,0.061
"P20","Si",0.889,0.281,0.468
"P20","No",0.054,0.581,0.077
"P20","No sabe",0.057,0.138,0.455
"P24","Muy de acuerdo",0.353,0.444,0.287
"P24","De acuerdo",0.129,0.223,0.14
"P24","Ni de acuerdo ni en desacuerdo",0.149,0.057,0.191
"P24","En desacuerdo",0.197,0.135,0.17
"P24","Muy en desacuerdo",0.163,0.141,0.194
