"var","categoria","Si","No","No sabe"
"P09","Siempre",0.354,0.246,0.23
"P09","Casi siempre",0.322,0.354,0.322
"P09","Casi nunca",0.263,0.306,0.272
"P09","Nunca, pero esta es una excepción",0.061,0.094,0.176
"P10","Muy buena",0.343,0.108,0.124
"P10","Buena",0.329,0.168,0.251
"P10","Ni buena ni mala",0.231,0.446,0.48
"P10","Mala",0.056,0.133,0.084
"P10","Muy mala",0.039,0.113,0.024
"P10","No sabe",0.002,0.032,0.037
"P11","Muy buena",0.439,0.169,0.214
"P11","Buena",0.291,0.269,0.364
"P11","Ni buena ni mala",0.214,0.345,0.314
"P11","Mala",0.044,0.134,0.047
"P11","Muy mala",0.012,0.068,0.009
"P11","No sabe",0,0.015,0.052
"P12","Muy de acuerdo",0.421,0.061,0.078
"P12","De acuerdo",0.352,0.128,0.296
"P12","Ni de acuerdo ni en desacuerdo",0.148,0.42,0.384
"P12","En desacuerdo",0.002,0.168,0.058
"P12","Muy en desacuerdo",0,0.13,0.004
"P12","No sabe",0.077,0.093,0.18
"P13","Muy buena",0.551,0.067,0.106
"P13","Buena",0.274,0.119,0.285
"P13","Ni buena ni mala",0.146,0.212,0.463
"P13","Mala",0.017,0.375,0.088
"P13","Muy mala",0,0.213,0.022
"P13","No sabe",0.012,0.014,0.036
"P14","Muy buena",0.556,0.044,0.065
"P14","Buena",0.312,0.13,0.326
"P14","Ni buena ni mala",0.106,0.229,0.474
"P14","Mala",0.011,0.383,0.091
"P14","Muy mala",0,0.211,0.024
"P14","No sabe",0.015,0.003,0.02
"P15","Mantenerla como en la actualidad aunque tenga que endeudarse la provincia",0.441,0.256,0.162
"P15","Negociar un nuevo acuerdo salarial qué pueda pagarse con los recursos de la provincia",0.422,0.378,0.566
"P15","Anularlo, porque es un privilegio que solo tienen los empleados estatales",0.095,0.27,0.126
"P15","No sabe",0.042,0.096,0.146
"P16","Muy de acuerdo",0.296,0.065,0.063
"P16","De acuerdo",0.194,0.108,0.159
"P16","Ni de acuerdo ni en desacuerdo",0.226,0.229,0.408
"P16","En desacuerdo",0.202,0.361,0.23
"P16","Muy en desacuerdo",0.036,0.208,0.065
"P16","No sabe",0.046,0.029,0.075
