codigo	bloque	paleta	texto	label	aclaracion
P05	Control	muchopoco	¿Cuánto diría usted que le importa la política?	Opinión sobre la importancia de la política	
P06	Control	frecuencia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P09	Preferencias Electorales	politica	Si las elecciones a gobernador fueran mañana ¿Al candidato de qué espacio político votaría?	Intención de voto a Gobernador según espacio político	
P11	Preferencias Electorales	politica	¿Pensando en las elecciones generales a gobernador y vicegobernador de Santa Fe, a que candidatos votaría?	Intención de voto por candidatos a Gobernador	
P11_imputada	Preferencias Electorales	politica	¿Pensando en las elecciones generales a gobernador y vicegobernador de Santa Fe, a que candidatos votaría?	Intención de voto por candidatos a Gobernador	(Imputación no lineal de indecisos)
P13	Preferencias Electorales	quali	En su opinión, ¿cómo se sale de la permanente crisis que vive argentina?	Opinión sobre la crisis argentina	
P14	Preferencias Electorales	diverging	Podría usted decirnos cuán seguro está de sus preferencias de voto a en las próximas elecciones 	Nivel de seguridad sobre preferencias de voto	
P15	Preferencias Electorales	diverging	¿Qué tan decidido está sobre ir a votar?	Nivel de decisión sobre ir o no a votar	
P16	Preferencias Electorales	politica	Pensando en las próximas elecciones de primera vuelta a cuál de los siguientes candidatos preferiría votar para presidente y vicepresidente de la nación 	Intención de voto por candidatos a Presidente y Vicepresidente en primera vuelta	
P16_imputada	Preferencias Electorales	politica	Pensando en las próximas elecciones de primera vuelta a cuál de los siguientes candidatos preferiría votar para presidente y vicepresidente de la nación 	Intención de voto por candidatos a Presidente y Vicepresidente en primera vuelta	(Imputación no lineal de indecisos)
P19	Control	sino	Nos gustaría volver a contactarlo para otras encuestas que se realizan de manera online. La misma se la enviaremos a través de un enlace por mensaje de texto a su celular ¿Está interesado en realizarla?  	Interés en próximas encuestas	
